"","date","state","cases","deaths","new_cases","new_deaths","mask_mandate"
"1","2020-03-13","Alabama",6,0,0,0,"no"
"2","2020-03-14","Alabama",12,0,6,0,"no"
"3","2020-03-15","Alabama",23,0,11,0,"no"
"4","2020-03-16","Alabama",29,0,6,0,"no"
"5","2020-03-17","Alabama",39,0,10,0,"no"
"6","2020-03-18","Alabama",51,0,12,0,"no"
"7","2020-03-19","Alabama",78,0,27,0,"no"
"8","2020-03-20","Alabama",106,0,28,0,"no"
"9","2020-03-21","Alabama",131,0,25,0,"no"
"10","2020-03-22","Alabama",157,0,26,0,"no"
"11","2020-03-23","Alabama",196,0,39,0,"no"
"12","2020-03-24","Alabama",242,0,46,0,"no"
"13","2020-03-25","Alabama",386,1,144,1,"no"
"14","2020-03-26","Alabama",538,3,152,2,"no"
"15","2020-03-27","Alabama",639,4,101,1,"no"
"16","2020-03-28","Alabama",720,4,81,0,"no"
"17","2020-03-29","Alabama",830,5,110,1,"no"
"18","2020-03-30","Alabama",947,11,117,6,"no"
"19","2020-03-31","Alabama",999,14,52,3,"no"
"20","2020-04-01","Alabama",1108,28,109,14,"no"
"21","2020-04-02","Alabama",1270,32,162,4,"no"
"22","2020-04-03","Alabama",1535,38,265,6,"no"
"23","2020-04-04","Alabama",1632,44,97,6,"no"
"24","2020-04-05","Alabama",1840,45,208,1,"no"
"25","2020-04-06","Alabama",2005,53,165,8,"no"
"26","2020-04-07","Alabama",2197,64,192,11,"no"
"27","2020-04-08","Alabama",2498,67,301,3,"no"
"28","2020-04-09","Alabama",2838,78,340,11,"no"
"29","2020-04-10","Alabama",3008,80,170,2,"no"
"30","2020-04-11","Alabama",3262,93,254,13,"no"
"31","2020-04-12","Alabama",3583,93,321,0,"no"
"32","2020-04-13","Alabama",3805,104,222,11,"no"
"33","2020-04-14","Alabama",3953,114,148,10,"no"
"34","2020-04-15","Alabama",4241,123,288,9,"no"
"35","2020-04-16","Alabama",4404,137,163,14,"no"
"36","2020-04-17","Alabama",4572,151,168,14,"no"
"37","2020-04-18","Alabama",4723,147,151,-4,"no"
"38","2020-04-19","Alabama",4903,160,180,13,"no"
"39","2020-04-20","Alabama",5078,164,175,4,"no"
"40","2020-04-21","Alabama",5327,186,249,22,"no"
"41","2020-04-22","Alabama",5610,201,283,15,"no"
"42","2020-04-23","Alabama",5832,197,222,-4,"no"
"43","2020-04-24","Alabama",6026,209,194,12,"no"
"44","2020-04-25","Alabama",6213,213,187,4,"no"
"45","2020-04-26","Alabama",6421,219,208,6,"no"
"46","2020-04-27","Alabama",6539,228,118,9,"no"
"47","2020-04-28","Alabama",6750,242,211,14,"no"
"48","2020-04-29","Alabama",6925,262,175,20,"no"
"49","2020-04-30","Alabama",7068,272,143,10,"no"
"50","2020-05-01","Alabama",7294,289,226,17,"no"
"51","2020-05-02","Alabama",7611,288,317,-1,"no"
"52","2020-05-03","Alabama",7888,290,277,2,"no"
"53","2020-05-04","Alabama",8112,298,224,8,"no"
"54","2020-05-05","Alabama",8437,315,325,17,"no"
"55","2020-05-06","Alabama",8691,343,254,28,"no"
"56","2020-05-07","Alabama",9046,369,355,26,"no"
"57","2020-05-08","Alabama",9385,383,339,14,"no"
"58","2020-05-09","Alabama",9668,390,283,7,"no"
"59","2020-05-10","Alabama",9889,393,221,3,"no"
"60","2020-05-11","Alabama",10164,403,275,10,"no"
"61","2020-05-12","Alabama",10464,435,300,32,"no"
"62","2020-05-13","Alabama",10700,450,236,15,"no"
"63","2020-05-14","Alabama",11101,473,401,23,"no"
"64","2020-05-15","Alabama",11373,483,272,10,"no"
"65","2020-05-16","Alabama",11674,485,301,2,"no"
"66","2020-05-17","Alabama",11771,488,97,3,"no"
"67","2020-05-18","Alabama",12086,489,315,1,"no"
"68","2020-05-19","Alabama",12376,504,290,15,"no"
"69","2020-05-20","Alabama",13052,522,676,18,"no"
"70","2020-05-21","Alabama",13414,529,362,7,"no"
"71","2020-05-22","Alabama",13670,541,256,12,"no"
"72","2020-05-23","Alabama",14149,549,479,8,"no"
"73","2020-05-24","Alabama",14478,551,329,2,"no"
"74","2020-05-25","Alabama",14986,566,508,15,"no"
"75","2020-05-26","Alabama",15650,580,664,14,"no"
"76","2020-05-27","Alabama",16032,583,382,3,"no"
"77","2020-05-28","Alabama",16530,591,498,8,"no"
"78","2020-05-29","Alabama",17031,610,501,19,"no"
"79","2020-05-30","Alabama",17359,618,328,8,"no"
"80","2020-05-31","Alabama",17952,630,593,12,"no"
"81","2020-06-01","Alabama",18534,646,582,16,"no"
"82","2020-06-02","Alabama",18771,653,237,7,"no"
"83","2020-06-03","Alabama",18851,653,80,0,"no"
"84","2020-06-04","Alabama",19072,653,221,0,"no"
"85","2020-06-05","Alabama",19387,676,315,23,"no"
"86","2020-06-06","Alabama",20043,689,656,13,"no"
"87","2020-06-07","Alabama",20500,692,457,3,"no"
"88","2020-06-08","Alabama",20925,718,425,26,"no"
"89","2020-06-09","Alabama",21422,729,497,11,"no"
"90","2020-06-10","Alabama",21989,744,567,15,"no"
"91","2020-06-11","Alabama",22845,755,856,11,"no"
"92","2020-06-12","Alabama",23710,769,865,14,"no"
"93","2020-06-13","Alabama",24601,773,891,4,"no"
"94","2020-06-14","Alabama",25615,773,1014,0,"no"
"95","2020-06-15","Alabama",26272,774,657,1,"no"
"96","2020-06-16","Alabama",26912,785,640,11,"no"
"97","2020-06-17","Alabama",27312,790,400,5,"no"
"98","2020-06-18","Alabama",28206,810,894,20,"no"
"99","2020-06-19","Alabama",29002,822,796,12,"no"
"100","2020-06-20","Alabama",29549,838,547,16,"no"
"101","2020-06-21","Alabama",30021,839,472,1,"no"
"102","2020-06-22","Alabama",30454,841,433,2,"no"
"103","2020-06-23","Alabama",31097,864,643,23,"no"
"104","2020-06-24","Alabama",32064,891,967,27,"no"
"105","2020-06-25","Alabama",33206,896,1142,5,"no"
"106","2020-06-26","Alabama",34183,907,977,11,"no"
"107","2020-06-27","Alabama",35083,919,900,12,"no"
"108","2020-06-28","Alabama",35441,919,358,0,"no"
"109","2020-06-29","Alabama",37175,929,1734,10,"no"
"110","2020-06-30","Alabama",38045,950,870,21,"no"
"111","2020-07-01","Alabama",38962,972,917,22,"no"
"112","2020-07-02","Alabama",40111,985,1149,13,"no"
"113","2020-07-03","Alabama",41865,1006,1754,21,"no"
"114","2020-07-04","Alabama",42862,1007,997,1,"no"
"115","2020-07-05","Alabama",43953,1007,1091,0,"no"
"116","2020-07-06","Alabama",44878,1007,925,0,"no"
"117","2020-07-07","Alabama",45785,1033,907,26,"no"
"118","2020-07-08","Alabama",46962,1058,1177,25,"no"
"119","2020-07-09","Alabama",49174,1068,2212,10,"no"
"120","2020-07-10","Alabama",50508,1104,1334,36,"no"
"121","2020-07-11","Alabama",51947,1114,1439,10,"no"
"122","2020-07-12","Alabama",53587,1121,1640,7,"no"
"123","2020-07-13","Alabama",55545,1124,1958,3,"no"
"124","2020-07-14","Alabama",57255,1164,1710,40,"no"
"125","2020-07-15","Alabama",59067,1211,1812,47,"no"
"126","2020-07-16","Alabama",61088,1230,2021,19,"no"
"127","2020-07-17","Alabama",63091,1265,2003,35,"no"
"128","2020-07-18","Alabama",65234,1286,2143,21,"no"
"129","2020-07-19","Alabama",67011,1287,1777,1,"no"
"130","2020-07-20","Alabama",68891,1291,1880,4,"no"
"131","2020-07-21","Alabama",70358,1303,1467,12,"no"
"132","2020-07-22","Alabama",71813,1364,1455,61,"no"
"133","2020-07-23","Alabama",74212,1397,2399,33,"no"
"134","2020-07-24","Alabama",76005,1438,1793,41,"no"
"135","2020-07-25","Alabama",78130,1456,2125,18,"no"
"136","2020-07-26","Alabama",79294,1473,1164,17,"no"
"137","2020-07-27","Alabama",81115,1491,1821,18,"no"
"138","2020-07-28","Alabama",82366,1491,1251,0,"no"
"139","2020-07-29","Alabama",83782,1538,1416,47,"no"
"140","2020-07-30","Alabama",85762,1565,1980,27,"no"
"141","2020-07-31","Alabama",87723,1580,1961,15,"no"
"142","2020-08-01","Alabama",89349,1603,1626,23,"no"
"143","2020-08-02","Alabama",91444,1627,2095,24,"no"
"144","2020-08-03","Alabama",92661,1633,1217,6,"no"
"145","2020-08-04","Alabama",93702,1666,1041,33,"no"
"146","2020-08-05","Alabama",94654,1695,952,29,"no"
"147","2020-08-06","Alabama",96592,1714,1938,19,"no"
"148","2020-08-07","Alabama",98301,1735,1709,21,"no"
"149","2020-08-08","Alabama",100173,1755,1872,20,"no"
"150","2020-08-09","Alabama",101334,1768,1161,13,"no"
"151","2020-08-10","Alabama",103020,1797,1686,29,"no"
"152","2020-08-11","Alabama",103851,1847,831,50,"no"
"153","2020-08-12","Alabama",104786,1882,935,35,"no"
"154","2020-08-13","Alabama",105557,1890,771,8,"no"
"155","2020-08-14","Alabama",106309,1893,752,3,"no"
"156","2020-08-15","Alabama",107580,1896,1271,3,"no"
"157","2020-08-16","Alabama",108433,1898,853,2,"no"
"158","2020-08-17","Alabama",109004,1925,571,27,"no"
"159","2020-08-18","Alabama",110361,1936,1357,11,"no"
"160","2020-08-19","Alabama",111478,1944,1117,8,"no"
"161","2020-08-20","Alabama",112449,1974,971,30,"no"
"162","2020-08-21","Alabama",113632,1996,1183,22,"no"
"163","2020-08-22","Alabama",114532,2011,900,15,"no"
"164","2020-08-23","Alabama",115060,2013,528,2,"no"
"165","2020-08-24","Alabama",116710,2024,1650,11,"no"
"166","2020-08-25","Alabama",117242,2037,532,13,"no"
"167","2020-08-26","Alabama",119254,2045,2012,8,"no"
"168","2020-08-27","Alabama",121023,2076,1769,31,"no"
"169","2020-08-28","Alabama",122185,2107,1162,31,"no"
"170","2020-08-29","Alabama",123889,2152,1704,45,"no"
"171","2020-08-30","Alabama",125235,2162,1346,10,"no"
"172","2020-08-31","Alabama",126058,2182,823,20,"no"
"173","2020-09-01","Alabama",127616,2200,1558,18,"no"
"174","2020-09-02","Alabama",128239,2217,623,17,"no"
"175","2020-09-03","Alabama",129285,2233,1046,16,"no"
"176","2020-09-04","Alabama",130393,2266,1108,33,"no"
"177","2020-09-05","Alabama",131803,2275,1410,9,"no"
"178","2020-09-06","Alabama",132314,2276,511,1,"no"
"179","2020-09-07","Alabama",132973,2276,659,0,"no"
"180","2020-09-08","Alabama",133606,2277,633,1,"no"
"181","2020-09-09","Alabama",134417,2285,811,8,"no"
"182","2020-09-10","Alabama",135565,2301,1148,16,"no"
"183","2020-09-11","Alabama",136703,2333,1138,32,"no"
"184","2020-09-12","Alabama",137646,2350,943,17,"no"
"185","2020-09-13","Alabama",138755,2351,1109,1,"no"
"186","2020-09-14","Alabama",139459,2355,704,4,"no"
"187","2020-09-15","Alabama",140160,2387,701,32,"no"
"188","2020-09-16","Alabama",141087,2392,927,5,"no"
"189","2020-09-17","Alabama",141757,2401,670,9,"no"
"190","2020-09-18","Alabama",142863,2428,1106,27,"no"
"191","2020-09-19","Alabama",144164,2437,1301,9,"no"
"192","2020-09-20","Alabama",144962,2437,798,0,"no"
"193","2020-09-21","Alabama",145780,2439,818,2,"no"
"194","2020-09-22","Alabama",146584,2457,804,18,"no"
"195","2020-09-23","Alabama",147153,2488,569,31,"no"
"196","2020-09-24","Alabama",148206,2506,1053,18,"no"
"197","2020-09-25","Alabama",150658,2491,2452,-15,"no"
"198","2020-09-26","Alabama",151591,2501,933,10,"no"
"199","2020-09-27","Alabama",152321,2502,730,1,"no"
"200","2020-09-28","Alabama",152983,2501,662,-1,"no"
"201","2020-09-29","Alabama",153554,2517,571,16,"no"
"202","2020-09-30","Alabama",154701,2540,1147,23,"no"
"203","2020-10-01","Alabama",155744,2548,1043,8,"no"
"204","2020-10-02","Alabama",156698,2550,954,2,"no"
"205","2020-10-03","Alabama",158380,2558,1682,8,"no"
"206","2020-10-04","Alabama",159169,2558,789,0,"no"
"207","2020-10-05","Alabama",159713,2559,544,1,"no"
"208","2020-10-06","Alabama",160477,2580,764,21,"no"
"209","2020-10-07","Alabama",161418,2601,941,21,"no"
"210","2020-10-08","Alabama",161975,2637,557,36,"no"
"211","2020-10-09","Alabama",163465,2653,1490,16,"no"
"212","2020-10-10","Alabama",164526,2664,1061,11,"no"
"213","2020-10-11","Alabama",165342,2664,816,0,"no"
"214","2020-10-12","Alabama",166076,2665,734,1,"no"
"215","2020-10-13","Alabama",167193,2665,1117,0,"no"
"216","2020-10-14","Alabama",167977,2706,784,41,"no"
"217","2020-10-15","Alabama",169162,2756,1185,50,"no"
"218","2020-10-16","Alabama",170374,2786,1212,30,"no"
"219","2020-10-17","Alabama",171662,2788,1288,2,"no"
"220","2020-10-18","Alabama",172626,2788,964,0,"no"
"221","2020-10-19","Alabama",173485,2789,859,1,"no"
"222","2020-10-20","Alabama",174528,2805,1043,16,"no"
"223","2020-10-21","Alabama",175674,2828,1146,23,"no"
"224","2020-10-22","Alabama",177064,2843,1390,15,"no"
"225","2020-10-23","Alabama",180916,2859,3852,16,"no"
"226","2020-10-24","Alabama",183276,2866,2360,7,"no"
"227","2020-10-25","Alabama",184355,2866,1079,0,"no"
"228","2020-10-26","Alabama",185322,2866,967,0,"no"
"229","2020-10-27","Alabama",186437,2892,1115,26,"no"
"230","2020-10-28","Alabama",187706,2911,1269,19,"no"
"231","2020-10-29","Alabama",189149,2914,1443,3,"no"
"232","2020-10-30","Alabama",190496,2932,1347,18,"no"
"233","2020-10-31","Alabama",192285,2967,1789,35,"no"
"234","2020-11-01","Alabama",193985,2973,1700,6,"no"
"235","2020-11-02","Alabama",194892,2973,907,0,"no"
"236","2020-11-03","Alabama",195929,2987,1037,14,"no"
"237","2020-11-04","Alabama",197777,3006,1848,19,"no"
"238","2020-11-05","Alabama",199158,3026,1381,20,"no"
"239","2020-11-06","Alabama",200714,3049,1556,23,"no"
"240","2020-11-07","Alabama",202482,3082,1768,33,"no"
"241","2020-11-08","Alabama",203687,3084,1205,2,"no"
"242","2020-11-09","Alabama",204857,3084,1170,0,"no"
"243","2020-11-10","Alabama",206567,3120,1710,36,"no"
"244","2020-11-11","Alabama",208637,3201,2070,81,"no"
"245","2020-11-12","Alabama",210637,3213,2000,12,"no"
"246","2020-11-13","Alabama",213617,3231,2980,18,"no"
"247","2020-11-14","Alabama",215843,3246,2226,15,"no"
"248","2020-11-15","Alabama",217822,3248,1979,2,"no"
"249","2020-11-16","Alabama",219232,3249,1410,1,"no"
"250","2020-11-17","Alabama",220848,3301,1616,52,"no"
"251","2020-11-18","Alabama",223486,3347,2638,46,"no"
"252","2020-11-19","Alabama",225910,3419,2424,72,"no"
"253","2020-11-20","Alabama",228373,3451,2463,32,"no"
"254","2020-11-21","Alabama",230708,3457,2335,6,"no"
"255","2020-11-22","Alabama",232506,3457,1798,0,"no"
"256","2020-11-23","Alabama",234080,3459,1574,2,"no"
"257","2020-11-24","Alabama",236865,3472,2785,13,"no"
"258","2020-11-25","Alabama",239318,3532,2453,60,"no"
"259","2020-11-26","Alabama",241957,3572,2639,40,"no"
"260","2020-11-27","Alabama",242874,3572,917,0,"no"
"261","2020-11-28","Alabama",244993,3572,2119,0,"no"
"262","2020-11-29","Alabama",247229,3577,2236,5,"no"
"263","2020-11-30","Alabama",249524,3578,2295,1,"no"
"264","2020-12-01","Alabama",252900,3638,3376,60,"no"
"265","2020-12-02","Alabama",256828,3711,3928,73,"no"
"266","2020-12-03","Alabama",260359,3776,3531,65,"no"
"267","2020-12-04","Alabama",264199,3831,3840,55,"no"
"268","2020-12-05","Alabama",267589,3877,3390,46,"no"
"269","2020-12-06","Alabama",269877,3889,2288,12,"no"
"270","2020-12-07","Alabama",272229,3892,2352,3,"no"
"271","2020-12-08","Alabama",276665,3942,4436,50,"no"
"272","2020-12-09","Alabama",280187,3985,3522,43,"no"
"273","2020-12-10","Alabama",284922,4034,4735,49,"no"
"274","2020-12-11","Alabama",288775,4086,3853,52,"no"
"275","2020-12-12","Alabama",292841,4102,4066,16,"no"
"276","2020-12-13","Alabama",295631,4102,2790,0,"no"
"277","2020-12-14","Alabama",297895,4102,2264,0,"no"
"278","2020-12-15","Alabama",301533,4124,3638,22,"no"
"279","2020-12-16","Alabama",305640,4198,4107,74,"no"
"280","2020-12-17","Alabama",310335,4254,4695,56,"no"
"281","2020-12-18","Alabama",315683,4296,5348,42,"no"
"282","2020-12-19","Alabama",319904,4389,4221,93,"no"
"283","2020-12-20","Alabama",322452,4389,2548,0,"no"
"284","2020-12-21","Alabama",324832,4389,2380,0,"no"
"285","2020-12-22","Alabama",329811,4452,4979,63,"no"
"286","2020-12-23","Alabama",334569,4587,4758,135,"no"
"287","2020-12-24","Alabama",338801,4676,4232,89,"no"
"288","2020-12-25","Alabama",342426,4680,3625,4,"no"
"289","2020-12-26","Alabama",343458,4685,1032,5,"no"
"290","2020-12-27","Alabama",345628,4691,2170,6,"no"
"291","2020-12-28","Alabama",347897,4712,2269,21,"no"
"292","2020-12-29","Alabama",351804,4737,3907,25,"no"
"293","2020-12-30","Alabama",356820,4774,5016,37,"no"
"294","2020-12-31","Alabama",361226,4827,4406,53,"no"
"295","2021-01-01","Alabama",365747,4872,4521,45,"no"
"296","2021-01-02","Alabama",369458,4872,3711,0,"no"
"297","2021-01-03","Alabama",371934,4873,2476,1,"no"
"298","2021-01-04","Alabama",374095,4878,2161,5,"no"
"299","2021-01-05","Alabama",379593,4886,5498,8,"no"
"300","2021-01-06","Alabama",384184,4994,4591,108,"no"
"301","2021-01-07","Alabama",389230,5080,5046,86,"no"
"302","2021-01-08","Alabama",394287,5191,5057,111,"no"
"303","2021-01-09","Alabama",399150,5299,4863,108,"no"
"304","2021-01-10","Alabama",401900,5334,2750,35,"no"
"305","2021-01-11","Alabama",404000,5347,2100,13,"no"
"306","2021-01-12","Alabama",407848,5573,3848,226,"no"
"307","2021-01-13","Alabama",410995,5760,3147,187,"no"
"308","2021-01-14","Alabama",414583,5945,3588,185,"no"
"309","2021-01-15","Alabama",417528,6030,2945,85,"no"
"310","2021-01-16","Alabama",420681,6119,3153,89,"no"
"311","2021-01-17","Alabama",422598,6120,1917,1,"no"
"312","2021-01-18","Alabama",424028,6121,1430,1,"no"
"313","2021-01-19","Alabama",426543,6126,2515,5,"no"
"314","2021-01-20","Alabama",429655,6283,3112,157,"no"
"315","2021-01-21","Alabama",432536,6379,2881,96,"no"
"316","2021-01-22","Alabama",436087,6486,3551,107,"no"
"317","2021-01-23","Alabama",439442,6657,3355,171,"no"
"318","2021-01-24","Alabama",441170,6660,1728,3,"no"
"319","2021-01-25","Alabama",443009,6662,1839,2,"no"
"320","2021-01-26","Alabama",445909,6896,2900,234,"no"
"321","2021-01-27","Alabama",449086,7172,3177,276,"no"
"322","2021-01-28","Alabama",452734,7340,3648,168,"no"
"323","2021-01-29","Alabama",455582,7566,2848,226,"no"
"324","2021-01-30","Alabama",455582,7566,0,0,"no"
"325","2021-01-31","Alabama",459639,7688,4057,122,"no"
"326","2021-02-01","Alabama",460860,7688,1221,0,"no"
"327","2021-02-02","Alabama",462938,7894,2078,206,"no"
"328","2021-02-03","Alabama",465056,8203,2118,309,"no"
"329","2021-02-04","Alabama",467823,8365,2767,162,"no"
"330","2021-02-05","Alabama",469319,8449,1496,84,"no"
"331","2021-02-06","Alabama",471311,8513,1992,64,"no"
"332","2021-02-07","Alabama",472423,8515,1112,2,"no"
"333","2021-02-08","Alabama",473348,8523,925,8,"no"
"334","2021-02-09","Alabama",474666,8579,1318,56,"no"
"335","2021-02-10","Alabama",476067,8888,1401,309,"no"
"336","2021-02-11","Alabama",477570,9021,1503,133,"no"
"337","2021-02-12","Alabama",478667,9180,1097,159,"no"
"338","2021-02-13","Alabama",479856,9242,1189,62,"no"
"339","2021-02-14","Alabama",480931,9242,1075,0,"no"
"340","2021-02-15","Alabama",481605,9244,674,2,"no"
"341","2021-02-16","Alabama",482488,9257,883,13,"no"
"342","2021-02-17","Alabama",483167,9346,679,89,"no"
"343","2021-02-18","Alabama",484365,9424,1198,78,"no"
"344","2021-02-19","Alabama",485212,9573,847,149,"no"
"345","2021-02-20","Alabama",485986,9590,774,17,"no"
"346","2021-02-21","Alabama",486843,9592,857,2,"no"
"347","2021-02-22","Alabama",487520,9592,677,0,"no"
"348","2021-02-23","Alabama",488973,9660,1453,68,"no"
"349","2021-02-24","Alabama",490220,9744,1247,84,"no"
"350","2021-02-25","Alabama",491110,9831,890,87,"no"
"351","2021-02-26","Alabama",491849,9869,739,38,"no"
"352","2021-02-27","Alabama",492683,9930,834,61,"no"
"353","2021-02-28","Alabama",493252,9929,569,-1,"no"
"354","2021-03-01","Alabama",493769,9931,517,2,"no"
"355","2021-03-02","Alabama",494421,9991,652,60,"no"
"356","2021-03-03","Alabama",497154,10029,2733,38,"no"
"357","2021-03-04","Alabama",498076,10094,922,65,"no"
"358","2021-03-05","Alabama",498887,10122,811,28,"no"
"359","2021-03-06","Alabama",499411,10149,524,27,"no"
"360","2021-03-07","Alabama",499819,10148,408,-1,"no"
"361","2021-03-08","Alabama",500092,10148,273,0,"no"
"362","2021-03-09","Alabama",500616,10186,524,38,"no"
"363","2021-03-10","Alabama",501398,10222,782,36,"no"
"364","2021-03-11","Alabama",502263,10274,865,52,"no"
"365","2021-03-12","Alabama",502711,10299,448,25,"no"
"366","2021-03-13","Alabama",503305,10327,594,28,"no"
"367","2021-03-14","Alabama",503673,10327,368,0,"no"
"368","2021-03-15","Alabama",508229,10329,4556,2,"no"
"369","2021-03-16","Alabama",508717,10337,488,8,"no"
"370","2021-03-17","Alabama",509476,10363,759,26,"no"
"371","2021-03-18","Alabama",510048,10391,572,28,"no"
"372","2021-03-19","Alabama",510579,10425,531,34,"no"
"373","2021-03-20","Alabama",511087,10436,508,11,"no"
"374","2021-03-21","Alabama",511460,10436,373,0,"no"
"375","2021-03-22","Alabama",511779,10436,319,0,"no"
"376","2021-03-23","Alabama",511789,10450,10,14,"no"
"377","2021-03-24","Alabama",512711,10487,922,37,"no"
"378","2021-03-25","Alabama",513138,10504,427,17,"no"
"379","2021-03-26","Alabama",513580,10523,442,19,"no"
"380","2021-03-27","Alabama",514072,10526,492,3,"no"
"381","2021-03-28","Alabama",514391,10526,319,0,"no"
"382","2021-03-29","Alabama",514619,10526,228,0,"no"
"383","2021-03-30","Alabama",514980,10527,361,1,"no"
"384","2021-03-31","Alabama",515388,10554,408,27,"no"
"385","2021-04-01","Alabama",515866,10553,478,-1,"no"
"386","2021-04-02","Alabama",516266,10607,400,54,"no"
"387","2021-04-03","Alabama",516615,10637,349,30,"no"
"388","2021-04-04","Alabama",516809,10637,194,0,"no"
"389","2021-04-05","Alabama",516918,10638,109,1,"no"
"390","2021-04-06","Alabama",517114,10652,196,14,"no"
"391","2021-04-07","Alabama",517452,10652,338,0,"no"
"392","2021-04-08","Alabama",517916,10675,464,23,"no"
"393","2021-04-09","Alabama",518234,10686,318,11,"no"
"394","2021-04-10","Alabama",518588,10712,354,26,"no"
"395","2021-04-11","Alabama",518899,10712,311,0,"no"
"396","2021-04-12","Alabama",519071,10712,172,0,"no"
"397","2021-04-13","Alabama",520503,10722,1432,10,"no"
"398","2021-04-14","Alabama",520780,10728,277,6,"no"
"399","2021-04-15","Alabama",521201,10736,421,8,"no"
"400","2021-04-16","Alabama",521623,10739,422,3,"no"
"401","2021-04-17","Alabama",522131,10790,508,51,"no"
"402","2021-04-18","Alabama",522401,10790,270,0,"no"
"403","2021-04-19","Alabama",522512,10790,111,0,"no"
"404","2021-04-20","Alabama",523955,10798,1443,8,"no"
"405","2021-04-21","Alabama",524367,10807,412,9,"no"
"406","2021-04-22","Alabama",525049,10824,682,17,"no"
"407","2021-04-23","Alabama",525477,10840,428,16,"no"
"408","2021-04-24","Alabama",525898,10851,421,11,"no"
"409","2021-04-25","Alabama",526131,10851,233,0,"no"
"410","2021-04-26","Alabama",526348,10852,217,1,"no"
"411","2021-04-27","Alabama",526707,10854,359,2,"no"
"412","2021-04-28","Alabama",527083,10879,376,25,"no"
"413","2021-04-29","Alabama",527513,10887,430,8,"no"
"414","2021-04-30","Alabama",527922,10896,409,9,"no"
"415","2021-05-01","Alabama",528309,10913,387,17,"no"
"416","2021-05-02","Alabama",528597,10913,288,0,"no"
"417","2021-05-03","Alabama",528784,10913,187,0,"no"
"418","2021-05-04","Alabama",528784,10913,0,0,"no"
"419","2021-05-05","Alabama",529446,10930,662,17,"no"
"420","2021-05-06","Alabama",530011,10946,565,16,"no"
"421","2021-05-07","Alabama",530325,10966,314,20,"no"
"422","2021-05-08","Alabama",530744,10978,419,12,"no"
"423","2021-05-09","Alabama",530988,10978,244,0,"no"
"424","2021-05-10","Alabama",531094,10978,106,0,"no"
"425","2021-05-11","Alabama",531404,10985,310,7,"no"
"426","2021-05-12","Alabama",531751,10997,347,12,"no"
"427","2021-05-13","Alabama",532895,11001,1144,4,"no"
"428","2021-05-14","Alabama",537813,11024,4918,23,"no"
"429","2021-05-15","Alabama",539829,11038,2016,14,"no"
"430","2021-05-16","Alabama",540083,11038,254,0,"no"
"431","2021-05-17","Alabama",540267,11038,184,0,"no"
"432","2021-05-18","Alabama",540603,11043,336,5,"no"
"433","2021-05-19","Alabama",540891,11045,288,2,"no"
"434","2021-05-20","Alabama",541230,11077,339,32,"no"
"435","2021-05-21","Alabama",541673,11080,443,3,"no"
"436","2021-05-22","Alabama",541928,11112,255,32,"no"
"437","2021-05-23","Alabama",542124,11112,196,0,"no"
"438","2021-05-24","Alabama",542256,11112,132,0,"no"
"439","2021-05-25","Alabama",542562,11124,306,12,"no"
"440","2021-05-26","Alabama",542831,11138,269,14,"no"
"441","2021-05-27","Alabama",543177,11140,346,2,"no"
"442","2021-05-28","Alabama",543405,11146,228,6,"no"
"443","2021-05-29","Alabama",543405,11146,0,0,"no"
"444","2021-05-30","Alabama",543405,11146,0,0,"no"
"445","2021-05-31","Alabama",543405,11146,0,0,"no"
"446","2021-06-01","Alabama",544045,11156,640,10,"no"
"447","2021-06-02","Alabama",544598,11167,553,11,"no"
"448","2021-06-03","Alabama",545028,11188,430,21,"no"
"449","2021-06-04","Alabama",545585,11198,557,10,"no"
"450","2021-06-05","Alabama",545585,11198,0,0,"no"
"451","2021-06-06","Alabama",545585,11198,0,0,"no"
"452","2021-06-07","Alabama",546324,11217,739,19,"no"
"453","2021-06-08","Alabama",546540,11220,216,3,"no"
"454","2021-06-09","Alabama",546845,11249,305,29,"no"
"455","2021-06-10","Alabama",547135,11252,290,3,"no"
"456","2021-06-11","Alabama",547323,11266,188,14,"no"
"457","2021-06-12","Alabama",547323,11266,0,0,"no"
"458","2021-06-13","Alabama",547323,11266,0,0,"no"
"459","2021-06-14","Alabama",547873,11274,550,8,"no"
"460","2021-06-15","Alabama",548163,11281,290,7,"no"
"461","2021-06-16","Alabama",548323,11288,160,7,"no"
"462","2021-06-17","Alabama",548323,11288,0,0,"no"
"463","2021-06-18","Alabama",548657,11306,334,18,"no"
"464","2021-06-19","Alabama",548657,11306,0,0,"no"
"465","2021-06-20","Alabama",548657,11306,0,0,"no"
"466","2021-06-21","Alabama",549013,11311,356,5,"no"
"467","2021-06-22","Alabama",549013,11311,0,0,"no"
"468","2021-06-23","Alabama",549394,11328,381,17,"no"
"469","2021-06-24","Alabama",549394,11328,0,0,"no"
"470","2021-06-25","Alabama",549934,11336,540,8,"no"
"471","2021-06-26","Alabama",549934,11336,0,0,"no"
"472","2021-06-27","Alabama",549934,11336,0,0,"no"
"473","2021-06-28","Alabama",550451,11338,517,2,"no"
"474","2021-06-29","Alabama",550451,11338,0,0,"no"
"475","2021-06-30","Alabama",550983,11352,532,14,"no"
"476","2021-07-01","Alabama",550983,11352,0,0,"no"
"477","2021-07-02","Alabama",551298,11358,315,6,"no"
"478","2021-07-03","Alabama",551298,11358,0,0,"no"
"479","2021-07-04","Alabama",551298,11358,0,0,"no"
