"","date","state","cases","deaths","new_cases","new_deaths","mask_mandate"
"6930","2021-07-02","Georgia",1111032,20748,426,14,"no"
"6931","2021-07-03","Georgia",1111032,20748,0,0,"no"
"6932","2021-07-04","Georgia",1111032,20748,0,0,"no"
"6933","2021-07-05","Georgia",1111032,20748,0,0,"no"
"6934","2021-07-06","Georgia",1112339,20761,1307,13,"no"
"6935","2021-07-07","Georgia",1112987,20771,648,10,"no"
"6936","2021-07-08","Georgia",1113911,20774,924,3,"no"
"6937","2021-07-09","Georgia",1114789,20791,878,17,"no"
"6938","2021-07-10","Georgia",1114789,20791,0,0,"no"
"6939","2021-07-11","Georgia",1114789,20791,0,0,"no"
"6940","2021-07-12","Georgia",1116470,20804,1681,13,"no"
"6941","2021-07-13","Georgia",1117534,20830,1064,26,"no"
"6942","2021-07-14","Georgia",1118774,20832,1240,2,"no"
"6943","2021-07-15","Georgia",1120085,20851,1311,19,"no"
"6944","2021-07-16","Georgia",1121132,20862,1047,11,"no"
"6945","2021-07-17","Georgia",1121132,20862,0,0,"no"
"6946","2021-07-18","Georgia",1121132,20862,0,0,"no"
"6947","2021-07-19","Georgia",1124350,20868,3218,6,"no"
"6948","2021-07-20","Georgia",1125870,20875,1520,7,"no"
"6949","2021-07-21","Georgia",1128030,20897,2160,22,"no"
"6950","2021-07-22","Georgia",1130107,20909,2077,12,"no"
"6951","2021-07-23","Georgia",1132526,20917,2419,8,"no"
"6952","2021-07-24","Georgia",1132526,20917,0,0,"no"
"6953","2021-07-25","Georgia",1132526,20917,0,0,"no"
"6954","2021-07-26","Georgia",1138366,20931,5840,14,"no"
"6955","2021-07-27","Georgia",1141877,20946,3511,15,"no"
"6956","2021-07-28","Georgia",1145590,20956,3713,10,"no"
"6957","2021-07-29","Georgia",1150006,20967,4416,11,"no"
"6958","2021-07-30","Georgia",1153494,20978,3488,11,"no"
"6959","2021-07-31","Georgia",1153494,20978,0,0,"no"
"6960","2021-08-01","Georgia",1153494,20978,0,0,"no"
"6961","2021-08-02","Georgia",1159390,20998,5896,20,"no"
"6962","2021-08-03","Georgia",1168207,21022,8817,24,"no"
"6963","2021-08-04","Georgia",1172987,21033,4780,11,"no"
"6964","2021-08-05","Georgia",1178734,21063,5747,30,"no"
"6965","2021-08-06","Georgia",1184614,21095,5880,32,"no"
"6966","2021-08-07","Georgia",1184614,21095,0,0,"no"
"6967","2021-08-08","Georgia",1184614,21095,0,0,"no"
"6968","2021-08-09","Georgia",1197351,21123,12737,28,"no"
"6969","2021-08-10","Georgia",1204094,21154,6743,31,"no"
"6970","2021-08-11","Georgia",1210864,21183,6770,29,"no"
"6971","2021-08-12","Georgia",1217719,21219,6855,36,"no"
"6972","2021-08-13","Georgia",1224826,21266,7107,47,"no"
"6973","2021-08-14","Georgia",1224826,21266,0,0,"no"
"6974","2021-08-15","Georgia",1224826,21266,0,0,"no"
"6975","2021-08-16","Georgia",1243895,21299,19069,33,"no"
"6976","2021-08-17","Georgia",1251359,21343,7464,44,"no"
"6977","2021-08-18","Georgia",1259196,21384,7837,41,"no"
"6978","2021-08-19","Georgia",1268776,21431,9580,47,"no"
"6979","2021-08-20","Georgia",1277998,21478,9222,47,"no"
"6980","2021-08-21","Georgia",1277998,21478,0,0,"no"
"6981","2021-08-22","Georgia",1277998,21478,0,0,"no"
"6982","2021-08-23","Georgia",1298893,21543,20895,65,"no"
"6983","2021-08-24","Georgia",1307900,21588,9007,45,"no"
"6984","2021-08-25","Georgia",1318192,21676,10292,88,"no"
"6985","2021-08-26","Georgia",1328713,21767,10521,91,"no"
"6986","2021-08-27","Georgia",1339537,21826,10824,59,"no"
"6987","2021-08-28","Georgia",1339537,21826,0,0,"no"
"6988","2021-08-29","Georgia",1339537,21826,0,0,"no"
"6989","2021-08-30","Georgia",1361867,21911,22330,85,"no"
"6990","2021-08-31","Georgia",1372605,22007,10738,96,"no"
"6991","2021-09-01","Georgia",1382004,22132,9399,125,"no"
"6992","2021-09-02","Georgia",1390154,22263,8150,131,"no"
"6993","2021-09-03","Georgia",1401865,22373,11711,110,"no"
"6994","2021-09-04","Georgia",1401865,22373,0,0,"no"
"6995","2021-09-05","Georgia",1401865,22373,0,0,"no"
"6996","2021-09-06","Georgia",1401865,22373,0,0,"no"
"6997","2021-09-07","Georgia",1427735,22590,25870,217,"no"
"6998","2021-09-08","Georgia",1436172,22639,8437,49,"no"
"6999","2021-09-09","Georgia",1443564,22820,7392,181,"no"
"7000","2021-09-10","Georgia",1451731,22968,8167,148,"no"
"7001","2021-09-11","Georgia",1451731,22968,0,0,"no"
"7002","2021-09-12","Georgia",1451731,22968,0,0,"no"
"7003","2021-09-13","Georgia",1467477,23121,15746,153,"no"
"7004","2021-09-14","Georgia",1474572,23242,7095,121,"no"
"7005","2021-09-15","Georgia",1480574,23467,6002,225,"no"
"7006","2021-09-16","Georgia",1486285,23657,5711,190,"no"
"7007","2021-09-17","Georgia",1491838,23767,5553,110,"no"
"7008","2021-09-18","Georgia",1491838,23767,0,0,"no"
"7009","2021-09-19","Georgia",1491838,23767,0,0,"no"
"7010","2021-09-20","Georgia",1503350,23947,11512,180,"no"
"7011","2021-09-21","Georgia",1510443,24114,7093,167,"no"
"7012","2021-09-22","Georgia",1515076,24298,4633,184,"no"
"7013","2021-09-23","Georgia",1519511,24498,4435,200,"no"
"7014","2021-09-24","Georgia",1523763,24632,4252,134,"no"
"7015","2021-09-25","Georgia",1523763,24632,0,0,"no"
"7016","2021-09-26","Georgia",1523763,24632,0,0,"no"
"7017","2021-09-27","Georgia",1532011,24766,8248,134,"no"
"7018","2021-09-28","Georgia",1535746,24902,3735,136,"no"
"7019","2021-09-29","Georgia",1539887,25076,4141,174,"no"
"7020","2021-09-30","Georgia",1544381,25224,4494,148,"no"
"7021","2021-10-01","Georgia",1547658,25371,3277,147,"no"
"7022","2021-10-02","Georgia",1547658,25371,0,0,"no"
"7023","2021-10-03","Georgia",1547658,25371,0,0,"no"
"7024","2021-10-04","Georgia",1554844,25559,7186,188,"no"
"7025","2021-10-05","Georgia",1557675,25732,2831,173,"no"
"7026","2021-10-06","Georgia",1558745,25918,1070,186,"no"
"7027","2021-10-07","Georgia",1564398,26096,5653,178,"no"
"7028","2021-10-08","Georgia",1567598,26215,3200,119,"no"
"7029","2021-10-09","Georgia",1567598,26215,0,0,"no"
"7030","2021-10-10","Georgia",1567598,26215,0,0,"no"
"7031","2021-10-11","Georgia",1567598,26215,0,0,"no"
"7032","2021-10-12","Georgia",1573782,26398,6184,183,"no"
"7033","2021-10-13","Georgia",1575770,26483,1988,85,"no"
"7034","2021-10-14","Georgia",1577816,26614,2046,131,"no"
"7035","2021-10-15","Georgia",1579662,26811,1846,197,"no"
"7036","2021-10-16","Georgia",1579662,26811,0,0,"no"
"7037","2021-10-17","Georgia",1579662,26811,0,0,"no"
"7038","2021-10-18","Georgia",1582983,26972,3321,161,"no"
"7039","2021-10-19","Georgia",1584613,27104,1630,132,"no"
"7040","2021-10-20","Georgia",1586384,27255,1771,151,"no"
"7041","2021-10-21","Georgia",1587865,27356,1481,101,"no"
"7042","2021-10-22","Georgia",1589477,27513,1612,157,"no"
"7043","2021-10-23","Georgia",1589477,27513,0,0,"no"
"7044","2021-10-24","Georgia",1589477,27513,0,0,"no"
"7045","2021-10-25","Georgia",1592167,27631,2690,118,"no"
"7046","2021-10-26","Georgia",1593323,27725,1156,94,"no"
"7047","2021-10-27","Georgia",1595294,27830,1971,105,"no"
"7048","2021-10-28","Georgia",1596819,27916,1525,86,"no"
"7049","2021-10-29","Georgia",1598021,28038,1202,122,"no"
"7050","2021-10-30","Georgia",1598021,28038,0,0,"no"
"7051","2021-10-31","Georgia",1598021,28038,0,0,"no"
"7052","2021-11-01","Georgia",1600593,28142,2572,104,"no"
"7053","2021-11-02","Georgia",1601839,28205,1246,63,"no"
"7054","2021-11-03","Georgia",1603149,28267,1310,62,"no"
"7055","2021-11-04","Georgia",1604539,28345,1390,78,"no"
"7056","2021-11-05","Georgia",1605752,28430,1213,85,"no"
"7057","2021-11-06","Georgia",1605752,28430,0,0,"no"
"7058","2021-11-07","Georgia",1605752,28430,0,0,"no"
"7059","2021-11-08","Georgia",1605859,28430,107,0,"no"
"7060","2021-11-09","Georgia",1608989,28580,3130,150,"no"
"7061","2021-11-10","Georgia",1610182,28678,1193,98,"no"
"7062","2021-11-11","Georgia",1610182,28678,0,0,"no"
"7063","2021-11-12","Georgia",1612676,28782,2494,104,"no"
"7064","2021-11-13","Georgia",1612676,28782,0,0,"no"
"7065","2021-11-14","Georgia",1612676,28782,0,0,"no"
"7066","2021-11-15","Georgia",1615017,28791,2341,9,"no"
"7067","2021-11-16","Georgia",1616296,28818,1279,27,"no"
"7068","2021-11-17","Georgia",1617515,28935,1219,117,"no"
"7069","2021-11-18","Georgia",1618809,28998,1294,63,"no"
"7070","2021-11-19","Georgia",1620185,29057,1376,59,"no"
"7071","2021-11-20","Georgia",1620185,29057,0,0,"no"
"7072","2021-11-21","Georgia",1620185,29057,0,0,"no"
"7073","2021-11-22","Georgia",1622526,29123,2341,66,"no"
"7074","2021-11-23","Georgia",1623871,29181,1345,58,"no"
"7075","2021-11-24","Georgia",1624964,29238,1093,57,"no"
"7076","2021-11-25","Georgia",1624964,29238,0,0,"no"
"7077","2021-11-26","Georgia",1624964,29238,0,0,"no"
"7078","2020-03-15","Guam",3,0,0,0,"no"
"7079","2020-03-16","Guam",3,0,0,0,"no"
"7080","2020-03-17","Guam",3,0,0,0,"no"
"7081","2020-03-18","Guam",8,0,5,0,"no"
"7082","2020-03-19","Guam",12,0,4,0,"no"
"7083","2020-03-20","Guam",14,0,2,0,"no"
"7084","2020-03-21","Guam",15,0,1,0,"no"
"7085","2020-03-22","Guam",27,1,12,1,"no"
"7086","2020-03-23","Guam",29,1,2,0,"no"
"7087","2020-03-24","Guam",32,1,3,0,"no"
"7088","2020-03-25","Guam",32,1,0,0,"no"
"7089","2020-03-26","Guam",49,1,17,0,"no"
"7090","2020-03-27","Guam",53,1,4,0,"no"
"7091","2020-03-28","Guam",57,1,4,0,"no"
"7092","2020-03-29","Guam",58,1,1,0,"no"
"7093","2020-03-30","Guam",60,1,2,0,"no"
"7094","2020-03-31","Guam",139,2,79,1,"no"
"7095","2020-04-01","Guam",147,3,8,1,"no"
"7096","2020-04-02","Guam",152,3,5,0,"no"
"7097","2020-04-03","Guam",154,4,2,1,"no"
"7098","2020-04-04","Guam",223,4,69,0,"no"
"7099","2020-04-05","Guam",265,4,42,0,"no"
"7100","2020-04-06","Guam",266,4,1,0,"no"
"7101","2020-04-07","Guam",274,4,8,0,"no"
"7102","2020-04-08","Guam",409,4,135,0,"no"
"7103","2020-04-09","Guam",542,4,133,0,"no"
"7104","2020-04-10","Guam",577,4,35,0,"no"
"7105","2020-04-11","Guam",681,5,104,1,"no"
"7106","2020-04-12","Guam",716,5,35,0,"no"
"7107","2020-04-13","Guam",719,6,3,1,"no"
"7108","2020-04-14","Guam",721,6,2,0,"no"
"7109","2020-04-15","Guam",750,6,29,0,"no"
"7110","2020-04-16","Guam",790,6,40,0,"no"
"7111","2020-04-17","Guam",796,6,6,0,"no"
"7112","2020-04-18","Guam",805,6,9,0,"no"
"7113","2020-04-19","Guam",808,6,3,0,"no"
"7114","2020-04-20","Guam",811,6,3,0,"no"
"7115","2020-04-21","Guam",852,6,41,0,"no"
"7116","2020-04-22","Guam",911,6,59,0,"no"
"7117","2020-04-23","Guam",979,6,68,0,"no"
"7118","2020-04-24","Guam",997,6,18,0,"no"
"7119","2020-04-25","Guam",997,6,0,0,"no"
"7120","2020-04-26","Guam",997,6,0,0,"no"
"7121","2020-04-27","Guam",1113,6,116,0,"no"
"7122","2020-04-28","Guam",1114,6,1,0,"no"
"7123","2020-04-29","Guam",1114,6,0,0,"no"
"7124","2020-04-30","Guam",1115,6,1,0,"no"
"7125","2020-05-01","Guam",1115,6,0,0,"no"
"7126","2020-05-02","Guam",1117,6,2,0,"no"
"7127","2020-05-03","Guam",1118,6,1,0,"no"
"7128","2020-05-04","Guam",1118,6,0,0,"no"
"7129","2020-05-05","Guam",1118,6,0,0,"no"
"7130","2020-05-06","Guam",1118,6,0,0,"no"
"7131","2020-05-07","Guam",1118,6,0,0,"no"
"7132","2020-05-08","Guam",1120,6,2,0,"no"
"7133","2020-05-09","Guam",1120,6,0,0,"no"
"7134","2020-05-10","Guam",1120,6,0,0,"no"
"7135","2020-05-11","Guam",1120,6,0,0,"no"
"7136","2020-05-12","Guam",1121,6,1,0,"no"
"7137","2020-05-13","Guam",1121,6,0,0,"no"
"7138","2020-05-14","Guam",1121,6,0,0,"no"
"7139","2020-05-15","Guam",1123,6,2,0,"no"
"7140","2020-05-16","Guam",1123,6,0,0,"no"
"7141","2020-05-17","Guam",1123,6,0,0,"no"
"7142","2020-05-18","Guam",1123,6,0,0,"no"
"7143","2020-05-19","Guam",1123,6,0,0,"no"
"7144","2020-05-20","Guam",1134,6,11,0,"no"
"7145","2020-05-21","Guam",1134,6,0,0,"no"
"7146","2020-05-22","Guam",1134,6,0,0,"no"
"7147","2020-05-23","Guam",1134,6,0,0,"no"
"7148","2020-05-24","Guam",1135,6,1,0,"no"
"7149","2020-05-25","Guam",1135,6,0,0,"no"
"7150","2020-05-26","Guam",1139,6,4,0,"no"
"7151","2020-05-27","Guam",1140,6,1,0,"no"
"7152","2020-05-28","Guam",1141,6,1,0,"no"
"7153","2020-05-29","Guam",1141,6,0,0,"no"
"7154","2020-05-30","Guam",1141,6,0,0,"no"
"7155","2020-05-31","Guam",1144,6,3,0,"no"
"7156","2020-06-01","Guam",1144,6,0,0,"no"
"7157","2020-06-02","Guam",1146,6,2,0,"no"
"7158","2020-06-03","Guam",1146,6,0,0,"no"
"7159","2020-06-04","Guam",1148,6,2,0,"no"
"7160","2020-06-05","Guam",1148,6,0,0,"no"
"7161","2020-06-06","Guam",1148,6,0,0,"no"
"7162","2020-06-07","Guam",1148,6,0,0,"no"
"7163","2020-06-08","Guam",1149,6,1,0,"no"
"7164","2020-06-09","Guam",1149,6,0,0,"no"
"7165","2020-06-10","Guam",1149,6,0,0,"no"
"7166","2020-06-11","Guam",1152,6,3,0,"no"
"7167","2020-06-12","Guam",1153,6,1,0,"no"
"7168","2020-06-13","Guam",1154,6,1,0,"no"
"7169","2020-06-14","Guam",1154,6,0,0,"no"
"7170","2020-06-15","Guam",1155,6,1,0,"no"
"7171","2020-06-16","Guam",1155,6,0,0,"no"
"7172","2020-06-17","Guam",1157,6,2,0,"no"
"7173","2020-06-18","Guam",1162,6,5,0,"no"
"7174","2020-06-19","Guam",1169,6,7,0,"no"
"7175","2020-06-20","Guam",1191,6,22,0,"no"
"7176","2020-06-21","Guam",1191,6,0,0,"no"
"7177","2020-06-22","Guam",1191,6,0,0,"no"
"7178","2020-06-23","Guam",1194,6,3,0,"no"
"7179","2020-06-24","Guam",1200,6,6,0,"no"
"7180","2020-06-25","Guam",1214,6,14,0,"no"
"7181","2020-06-26","Guam",1217,6,3,0,"no"
"7182","2020-06-27","Guam",1217,6,0,0,"no"
"7183","2020-06-28","Guam",1217,6,0,0,"no"
"7184","2020-06-29","Guam",1224,6,7,0,"no"
"7185","2020-06-30","Guam",1228,6,4,0,"no"
"7186","2020-07-01","Guam",1240,6,12,0,"no"
"7187","2020-07-02","Guam",1249,6,9,0,"no"
"7188","2020-07-03","Guam",1255,6,6,0,"no"
"7189","2020-07-04","Guam",1257,6,2,0,"no"
"7190","2020-07-05","Guam",1257,6,0,0,"no"
"7191","2020-07-06","Guam",1270,6,13,0,"no"
"7192","2020-07-07","Guam",1272,6,2,0,"no"
"7193","2020-07-08","Guam",1276,6,4,0,"no"
"7194","2020-07-09","Guam",1278,6,2,0,"no"
"7195","2020-07-10","Guam",1279,6,1,0,"no"
"7196","2020-07-11","Guam",1281,6,2,0,"no"
"7197","2020-07-12","Guam",1281,6,0,0,"no"
"7198","2020-07-13","Guam",1281,6,0,0,"no"
"7199","2020-07-14","Guam",1281,6,0,0,"no"
"7200","2020-07-15","Guam",1282,6,1,0,"no"
"7201","2020-07-16","Guam",1283,6,1,0,"no"
"7202","2020-07-17","Guam",1283,6,0,0,"no"
"7203","2020-07-18","Guam",1284,6,1,0,"no"
"7204","2020-07-19","Guam",1284,6,0,0,"no"
"7205","2020-07-20","Guam",1288,6,4,0,"no"
"7206","2020-07-21","Guam",1296,6,8,0,"no"
"7207","2020-07-22","Guam",1299,6,3,0,"no"
"7208","2020-07-23","Guam",1301,6,2,0,"no"
"7209","2020-07-24","Guam",1306,6,5,0,"no"
"7210","2020-07-25","Guam",1306,6,0,0,"no"
"7211","2020-07-26","Guam",1306,6,0,0,"no"
"7212","2020-07-27","Guam",1315,6,9,0,"no"
"7213","2020-07-28","Guam",1318,6,3,0,"no"
"7214","2020-07-29","Guam",1320,6,2,0,"no"
"7215","2020-07-30","Guam",1323,6,3,0,"no"
"7216","2020-07-31","Guam",1325,6,2,0,"no"
"7217","2020-08-01","Guam",1328,6,3,0,"no"
"7218","2020-08-02","Guam",1328,6,0,0,"no"
"7219","2020-08-03","Guam",1337,6,9,0,"no"
"7220","2020-08-04","Guam",1344,6,7,0,"no"
"7221","2020-08-05","Guam",1358,6,14,0,"no"
"7222","2020-08-06","Guam",1366,6,8,0,"no"
"7223","2020-08-07","Guam",1380,6,14,0,"no"
"7224","2020-08-08","Guam",1381,6,1,0,"no"
"7225","2020-08-09","Guam",1381,6,0,0,"no"
"7226","2020-08-10","Guam",1387,6,6,0,"no"
"7227","2020-08-11","Guam",1403,6,16,0,"no"
"7228","2020-08-12","Guam",1418,6,15,0,"no"
"7229","2020-08-13","Guam",1446,6,28,0,"no"
"7230","2020-08-14","Guam",1471,6,25,0,"no"
"7231","2020-08-15","Guam",1471,6,0,0,"no"
"7232","2020-08-16","Guam",1471,6,0,0,"no"
"7233","2020-08-17","Guam",1527,6,56,0,"no"
"7234","2020-08-18","Guam",1546,6,19,0,"no"
"7235","2020-08-19","Guam",1568,6,22,0,"no"
"7236","2020-08-20","Guam",1673,7,105,1,"no"
"7237","2020-08-21","Guam",1736,7,63,0,"no"
"7238","2020-08-22","Guam",1736,7,0,0,"no"
"7239","2020-08-23","Guam",1736,7,0,0,"no"
"7240","2020-08-24","Guam",1876,8,140,1,"no"
"7241","2020-08-25","Guam",1953,8,77,0,"no"
"7242","2020-08-26","Guam",2089,10,136,2,"no"
"7243","2020-08-27","Guam",2201,10,112,0,"no"
"7244","2020-08-28","Guam",2256,11,55,1,"no"
"7245","2020-08-29","Guam",2256,11,0,0,"no"
"7246","2020-08-30","Guam",2256,11,0,0,"no"
"7247","2020-08-31","Guam",2364,11,108,0,"no"
"7248","2020-09-01","Guam",2416,14,52,3,"no"
"7249","2020-09-02","Guam",2463,14,47,0,"no"
"7250","2020-09-03","Guam",2529,14,66,0,"no"
"7251","2020-09-04","Guam",2588,15,59,1,"no"
"7252","2020-09-05","Guam",2640,16,52,1,"no"
"7253","2020-09-06","Guam",2588,17,-52,1,"no"
"7254","2020-09-07","Guam",2588,19,0,2,"no"
"7255","2020-09-08","Guam",2682,20,94,1,"no"
"7256","2020-09-09","Guam",2727,21,45,1,"no"
"7257","2020-09-10","Guam",2815,22,88,1,"no"
"7258","2020-09-11","Guam",2832,24,17,2,"no"
"7259","2020-09-12","Guam",2832,24,0,0,"no"
"7260","2020-09-13","Guam",2832,24,0,0,"no"
"7261","2020-09-14","Guam",2896,27,64,3,"no"
"7262","2020-09-15","Guam",2935,29,39,2,"no"
"7263","2020-09-16","Guam",2982,29,47,0,"no"
"7264","2020-09-17","Guam",3014,31,32,2,"no"
"7265","2020-09-18","Guam",3043,34,29,3,"no"
"7266","2020-09-19","Guam",3043,35,0,1,"no"
"7267","2020-09-20","Guam",3043,35,0,0,"no"
"7268","2020-09-21","Guam",3116,36,73,1,"no"
"7269","2020-09-22","Guam",3159,38,43,2,"no"
"7270","2020-09-23","Guam",3204,38,45,0,"no"
"7271","2020-09-24","Guam",3232,39,28,1,"no"
"7272","2020-09-25","Guam",3255,40,23,1,"no"
"7273","2020-09-26","Guam",3255,40,0,0,"no"
"7274","2020-09-27","Guam",3255,40,0,0,"no"
"7275","2020-09-28","Guam",3255,40,0,0,"no"
"7276","2020-09-29","Guam",3412,48,157,8,"no"
"7277","2020-09-30","Guam",3457,50,45,2,"no"
"7278","2020-10-01","Guam",3519,50,62,0,"no"
"7279","2020-10-02","Guam",3586,51,67,1,"no"
"7280","2020-10-03","Guam",3668,52,82,1,"no"
"7281","2020-10-04","Guam",3586,53,-82,1,"no"
"7282","2020-10-05","Guam",3722,56,136,3,"no"
"7283","2020-10-06","Guam",3787,56,65,0,"no"
"7284","2020-10-07","Guam",3837,58,50,2,"no"
"7285","2020-10-08","Guam",3903,59,66,1,"no"
"7286","2020-10-09","Guam",3958,59,55,0,"no"
"7287","2020-10-10","Guam",4025,60,67,1,"no"
"7288","2020-10-11","Guam",4047,61,22,1,"no"
"7289","2020-10-12","Guam",4139,61,92,0,"no"
"7290","2020-10-13","Guam",4235,62,96,1,"no"
"7291","2020-10-14","Guam",4310,62,75,0,"no"
"7292","2020-10-15","Guam",4396,62,86,0,"no"
"7293","2020-10-16","Guam",4507,64,111,2,"no"
"7294","2020-10-17","Guam",4507,64,0,0,"no"
"7295","2020-10-18","Guam",4507,64,0,0,"no"
"7296","2020-10-19","Guam",4725,67,218,3,"no"
"7297","2020-10-20","Guam",4855,67,130,0,"no"
"7298","2020-10-21","Guam",4937,69,82,2,"no"
"7299","2020-10-22","Guam",5025,70,88,1,"no"
"7300","2020-10-23","Guam",5110,70,85,0,"no"
"7301","2020-10-24","Guam",5144,72,34,2,"no"
"7302","2020-10-25","Guam",5185,72,41,0,"no"
"7303","2020-10-26","Guam",5305,76,120,4,"no"
"7304","2020-10-27","Guam",5387,76,82,0,"no"
"7305","2020-10-28","Guam",5435,77,48,1,"no"
"7306","2020-10-29","Guam",5518,79,83,2,"no"
"7307","2020-10-30","Guam",5597,80,79,1,"no"
"7308","2020-10-31","Guam",5650,80,53,0,"no"
"7309","2020-11-01","Guam",5659,80,9,0,"no"
"7310","2020-11-02","Guam",5662,80,3,0,"no"
"7311","2020-11-03","Guam",5781,81,119,1,"no"
"7312","2020-11-04","Guam",5872,84,91,3,"no"
"7313","2020-11-05","Guam",5973,84,101,0,"no"
"7314","2020-11-06","Guam",6046,89,73,5,"no"
"7315","2020-11-07","Guam",6046,89,0,0,"no"
"7316","2020-11-08","Guam",6046,89,0,0,"no"
"7317","2020-11-09","Guam",6442,91,396,2,"no"
"7318","2020-11-10","Guam",6623,92,181,1,"no"
"7319","2020-11-11","Guam",6724,92,101,0,"no"
"7320","2020-11-12","Guam",6819,92,95,0,"no"
"7321","2020-11-13","Guam",6893,93,74,1,"no"
"7322","2020-11-14","Guam",6893,93,0,0,"no"
"7323","2020-11-15","Guam",6893,93,0,0,"no"
"7324","2020-11-16","Guam",7144,99,251,6,"no"
"7325","2020-11-17","Guam",7203,101,59,2,"no"
"7326","2020-11-18","Guam",7315,101,112,0,"no"
"7327","2020-11-19","Guam",7385,102,70,1,"no"
"7328","2020-11-20","Guam",7421,104,36,2,"no"
"7329","2020-11-21","Guam",7421,104,0,0,"no"
"7330","2020-11-22","Guam",7518,107,97,3,"no"
"7331","2020-11-23","Guam",7571,107,53,0,"no"
"7332","2020-11-24","Guam",7624,108,53,1,"no"
"7333","2020-11-25","Guam",7674,110,50,2,"no"
"7334","2020-11-26","Guam",7717,112,43,2,"no"
"7335","2020-11-27","Guam",7737,113,20,1,"no"
"7336","2020-11-28","Guam",7751,113,14,0,"no"
"7337","2020-11-29","Guam",7787,113,36,0,"no"
"7338","2020-11-30","Guam",7821,113,34,0,"no"
"7339","2020-12-01","Guam",7858,113,37,0,"no"
"7340","2020-12-02","Guam",7889,113,31,0,"no"
"7341","2020-12-03","Guam",7911,113,22,0,"no"
"7342","2020-12-04","Guam",7928,114,17,1,"no"
"7343","2020-12-05","Guam",7946,114,18,0,"no"
"7344","2020-12-06","Guam",7973,114,27,0,"no"
"7345","2020-12-07","Guam",7988,114,15,0,"no"
"7346","2020-12-08","Guam",7995,114,7,0,"no"
"7347","2020-12-09","Guam",8008,114,13,0,"no"
"7348","2020-12-10","Guam",8021,116,13,2,"no"
"7349","2020-12-11","Guam",8048,116,27,0,"no"
"7350","2020-12-12","Guam",8059,118,11,2,"no"
"7351","2020-12-13","Guam",8075,119,16,1,"no"
"7352","2020-12-14","Guam",8106,120,31,1,"no"
"7353","2020-12-15","Guam",8118,120,12,0,"no"
"7354","2020-12-16","Guam",8137,120,19,0,"no"
"7355","2020-12-17","Guam",8152,120,15,0,"no"
"7356","2020-12-18","Guam",8162,120,10,0,"no"
"7357","2020-12-19","Guam",8167,120,5,0,"no"
"7358","2020-12-20","Guam",8171,120,4,0,"no"
"7359","2020-12-21","Guam",8180,121,9,1,"no"
"7360","2020-12-22","Guam",8180,121,0,0,"no"
"7361","2020-12-23","Guam",8180,121,0,0,"no"
"7362","2020-12-24","Guam",8235,122,55,1,"no"
"7363","2020-12-25","Guam",8237,122,2,0,"no"
"7364","2020-12-26","Guam",8238,122,1,0,"no"
"7365","2020-12-27","Guam",8239,122,1,0,"no"
"7366","2020-12-28","Guam",8250,122,11,0,"no"
"7367","2020-12-29","Guam",8262,122,12,0,"no"
"7368","2020-12-30","Guam",8277,122,15,0,"no"
"7369","2020-12-31","Guam",8286,123,9,1,"no"
"7370","2021-01-01","Guam",8295,123,9,0,"no"
"7371","2021-01-02","Guam",8295,124,0,1,"no"
"7372","2021-01-03","Guam",8296,124,1,0,"no"
"7373","2021-01-04","Guam",8313,124,17,0,"no"
"7374","2021-01-05","Guam",8326,124,13,0,"no"
"7375","2021-01-06","Guam",8347,124,21,0,"no"
"7376","2021-01-07","Guam",8355,124,8,0,"no"
"7377","2021-01-08","Guam",8368,125,13,1,"no"
"7378","2021-01-09","Guam",8373,125,5,0,"no"
"7379","2021-01-10","Guam",8381,125,8,0,"no"
"7380","2021-01-11","Guam",8392,125,11,0,"no"
"7381","2021-01-12","Guam",8398,125,6,0,"no"
"7382","2021-01-13","Guam",8413,125,15,0,"no"
"7383","2021-01-14","Guam",8426,125,13,0,"no"
"7384","2021-01-15","Guam",8443,126,17,1,"no"
"7385","2021-01-16","Guam",8450,127,7,1,"no"
"7386","2021-01-17","Guam",8453,128,3,1,"no"
"7387","2021-01-18","Guam",8454,129,1,1,"no"
"7388","2021-01-19","Guam",8484,129,30,0,"no"
"7389","2021-01-20","Guam",8484,129,0,0,"no"
"7390","2021-01-21","Guam",8497,129,13,0,"no"
"7391","2021-01-22","Guam",8516,129,19,0,"no"
"7392","2021-01-23","Guam",8516,129,0,0,"no"
"7393","2021-01-24","Guam",8516,129,0,0,"no"
"7394","2021-01-25","Guam",8523,130,7,1,"no"
"7395","2021-01-26","Guam",8535,130,12,0,"no"
"7396","2021-01-27","Guam",8537,130,2,0,"no"
"7397","2021-01-28","Guam",8541,130,4,0,"no"
"7398","2021-01-29","Guam",8548,130,7,0,"no"
"7399","2021-01-30","Guam",8555,130,7,0,"no"
"7400","2021-01-31","Guam",8556,130,1,0,"no"
"7401","2021-02-01","Guam",8577,130,21,0,"no"
"7402","2021-02-02","Guam",8579,130,2,0,"no"
"7403","2021-02-03","Guam",8587,130,8,0,"no"
"7404","2021-02-04","Guam",8591,130,4,0,"no"
"7405","2021-02-05","Guam",8605,130,14,0,"no"
"7406","2021-02-06","Guam",8612,130,7,0,"no"
"7407","2021-02-07","Guam",8618,130,6,0,"no"
"7408","2021-02-08","Guam",8633,131,15,1,"no"
"7409","2021-02-09","Guam",8642,131,9,0,"no"
"7410","2021-02-10","Guam",8652,131,10,0,"no"
