"","state","date","cases","deaths","weekday","new_cases","new_deaths","mask_mandate","mandate_start","mandate_end","population","us_population"
"1256","Idaho",2021-10-12,270703,3168,"Tuesday",7363,174,"no",NA,NA,1754208,327167434
"1257","Idaho",2021-03-16,176133,1931,"Tuesday",2211,37,"no",NA,NA,1754208,327167434
"1258","Idaho",2021-03-23,178254,1954,"Tuesday",2121,23,"no",NA,NA,1754208,327167434
"1259","Idaho",2021-01-12,151474,1563,"Tuesday",6340,89,"no",NA,NA,1754208,327167434
"1260","Idaho",2020-07-14,11962,103,"Tuesday",3380,9,"no",NA,NA,1754208,327167434
"1261","Idaho",2020-07-21,15899,127,"Tuesday",3937,24,"no",NA,NA,1754208,327167434
"1262","Idaho",2021-08-24,215127,2309,"Tuesday",4732,48,"no",NA,NA,1754208,327167434
"1263","Idaho",2021-01-05,145134,1474,"Tuesday",6225,78,"no",NA,NA,1754208,327167434
"1264","Idaho",2020-11-17,85383,803,"Tuesday",9373,83,"no",NA,NA,1754208,327167434
"1265","Idaho",2020-11-24,95588,881,"Tuesday",10205,78,"no",NA,NA,1754208,327167434
"1266","Idaho",2020-04-21,1766,51,"Tuesday",228,12,"no",NA,NA,1754208,327167434
"1267","Idaho",2020-04-28,1952,60,"Tuesday",186,9,"no",NA,NA,1754208,327167434
"1268","Idaho",2020-03-17,9,0,"Tuesday",0,0,"no",NA,NA,1754208,327167434
"1269","Idaho",2020-03-24,73,0,"Tuesday",64,0,"no",NA,NA,1754208,327167434
"1270","Idaho",2020-12-01,103642,966,"Tuesday",8054,85,"no",NA,NA,1754208,327167434
"1271","Idaho",2021-10-19,279993,3317,"Tuesday",9290,149,"no",NA,NA,1754208,327167434
"1272","Idaho",2021-02-16,168097,1808,"Tuesday",1856,26,"no",NA,NA,1754208,327167434
"1273","Idaho",2020-12-08,114411,1081,"Tuesday",10769,115,"no",NA,NA,1754208,327167434
"1274","Idaho",2020-03-31,526,9,"Tuesday",453,9,"no",NA,NA,1754208,327167434
"1275","Idaho",2021-08-17,210395,2261,"Tuesday",4529,33,"no",NA,NA,1754208,327167434
"1276","Idaho",2020-12-29,138909,1396,"Tuesday",5959,79,"no",NA,NA,1754208,327167434
"1277","Idaho",2020-12-15,124286,1219,"Tuesday",9875,138,"no",NA,NA,1754208,327167434
"1278","Idaho",2020-12-22,132950,1317,"Tuesday",8664,98,"no",NA,NA,1754208,327167434
"1279","Illinois",2020-06-16,134866,6608,"Tuesday",4545,371,"no",2020-05-01,2021-06-11,12741080,327167434
"1280","Illinois",2020-02-18,2,0,"Tuesday",0,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1281","Illinois",2020-03-10,19,0,"Tuesday",15,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1282","Illinois",2020-03-17,159,1,"Tuesday",140,1,"no",2020-05-01,2021-06-11,12741080,327167434
"1283","Illinois",2020-09-15,267380,8589,"Tuesday",12151,158,"no",2020-05-01,2021-06-11,12741080,327167434
"1284","Illinois",2020-02-11,2,0,"Tuesday",0,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1285","Illinois",2020-04-07,13549,384,"Tuesday",7557,277,"no",2020-05-01,2021-06-11,12741080,327167434
"1286","Illinois",2020-03-31,5992,107,"Tuesday",4457,91,"no",2020-05-01,2021-06-11,12741080,327167434
"1287","Illinois",2020-06-23,139282,6925,"Tuesday",4416,317,"no",2020-05-01,2021-06-11,12741080,327167434
"1288","Illinois",2020-06-30,144661,7136,"Tuesday",5379,211,"no",2020-05-01,2021-06-11,12741080,327167434
"1289","Illinois",2020-03-03,4,0,"Tuesday",2,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1290","Illinois",2020-09-01,239115,8299,"Tuesday",13303,144,"no",2020-05-01,2021-06-11,12741080,327167434
"1291","Illinois",2020-09-08,255229,8431,"Tuesday",16114,132,"no",2020-05-01,2021-06-11,12741080,327167434
"1292","Illinois",2020-12-15,865261,15591,"Tuesday",59467,1199,"no",2020-05-01,2021-06-11,12741080,327167434
"1293","Illinois",2020-12-22,913265,16677,"Tuesday",48004,1086,"no",2020-05-01,2021-06-11,12741080,327167434
"1294","Illinois",2020-12-29,950122,17606,"Tuesday",36857,929,"no",2020-05-01,2021-06-11,12741080,327167434
"1295","Illinois",2021-01-05,994511,18569,"Tuesday",44389,963,"no",2020-05-01,2021-06-11,12741080,327167434
"1296","Illinois",2020-10-13,329160,9288,"Tuesday",20170,188,"no",2020-05-01,2021-06-11,12741080,327167434
"1297","Illinois",2020-10-20,356151,9562,"Tuesday",26991,274,"no",2020-05-01,2021-06-11,12741080,327167434
"1298","Illinois",2020-07-07,150110,7281,"Tuesday",5449,145,"no",2020-05-01,2021-06-11,12741080,327167434
"1299","Illinois",2020-03-24,1535,16,"Tuesday",1376,15,"no",2020-05-01,2021-06-11,12741080,327167434
"1300","Illinois",2020-01-28,1,0,"Tuesday",0,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1301","Illinois",2020-02-04,2,0,"Tuesday",1,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1302","Illinois",2020-08-25,225812,8155,"Tuesday",14006,138,"no",2020-05-01,2021-06-11,12741080,327167434
"1303","Illinois",2020-12-01,740510,13175,"Tuesday",64967,881,"no",2020-05-01,2021-06-11,12741080,327167434
"1304","Illinois",2020-12-08,805794,14392,"Tuesday",65284,1217,"no",2020-05-01,2021-06-11,12741080,327167434
"1305","Illinois",2020-06-09,130321,6237,"Tuesday",7077,670,"no",2020-05-01,2021-06-11,12741080,327167434
"1306","Illinois",2021-03-16,1215745,23235,"Tuesday",11052,196,"no",2020-05-01,2021-06-11,12741080,327167434
"1307","Illinois",2021-03-23,1228418,23391,"Tuesday",12673,156,"no",2020-05-01,2021-06-11,12741080,327167434
"1308","Illinois",2021-03-30,1245548,23542,"Tuesday",17130,151,"no",2020-05-01,2021-06-11,12741080,327167434
"1309","Illinois",2021-04-06,1265309,23673,"Tuesday",19761,131,"no",2020-05-01,2021-06-11,12741080,327167434
"1310","Illinois",2021-04-13,1288969,23826,"Tuesday",23660,153,"no",2020-05-01,2021-06-11,12741080,327167434
"1311","Illinois",2020-10-27,389088,9860,"Tuesday",32937,298,"no",2020-05-01,2021-06-11,12741080,327167434
"1312","Illinois",2020-11-03,437879,10177,"Tuesday",48791,317,"no",2020-05-01,2021-06-11,12741080,327167434
"1313","Illinois",2020-11-10,512688,10658,"Tuesday",74809,481,"no",2020-05-01,2021-06-11,12741080,327167434
"1314","Illinois",2020-08-18,211806,8017,"Tuesday",12887,138,"no",2020-05-01,2021-06-11,12741080,327167434
"1315","Illinois",2020-11-24,675543,12294,"Tuesday",76185,967,"no",2020-05-01,2021-06-11,12741080,327167434
"1316","Illinois",2021-05-18,1372597,24830,"Tuesday",10822,213,"no",2020-05-01,2021-06-11,12741080,327167434
"1317","Illinois",2021-05-25,1381201,25029,"Tuesday",8604,199,"no",2020-05-01,2021-06-11,12741080,327167434
"1318","Illinois",2021-06-01,1386620,25233,"Tuesday",5419,204,"no",2020-05-01,2021-06-11,12741080,327167434
"1319","Illinois",2021-06-08,1389928,25386,"Tuesday",3308,153,"no",2020-05-01,2021-06-11,12741080,327167434
"1320","Illinois",2021-09-14,1582811,27008,"Tuesday",28013,311,"no",2020-05-01,2021-06-11,12741080,327167434
"1321","Illinois",2021-09-21,1606469,27299,"Tuesday",23658,291,"no",2020-05-01,2021-06-11,12741080,327167434
"1322","Illinois",2021-09-28,1626227,27568,"Tuesday",19758,269,"no",2020-05-01,2021-06-11,12741080,327167434
"1323","Illinois",2021-10-05,1645978,27811,"Tuesday",19751,243,"no",2020-05-01,2021-06-11,12741080,327167434
"1324","Illinois",2021-04-20,1310368,23989,"Tuesday",21399,163,"no",2020-05-01,2021-06-11,12741080,327167434
"1325","Illinois",2021-04-27,1329443,24174,"Tuesday",19075,185,"no",2020-05-01,2021-06-11,12741080,327167434
"1326","Illinois",2021-05-04,1347662,24410,"Tuesday",18219,236,"no",2020-05-01,2021-06-11,12741080,327167434
"1327","Illinois",2020-11-17,599358,11327,"Tuesday",86670,669,"no",2020-05-01,2021-06-11,12741080,327167434
"1328","Illinois",2020-02-25,2,0,"Tuesday",0,0,"no",2020-05-01,2021-06-11,12741080,327167434
"1329","Illinois",2021-08-17,1474807,26144,"Tuesday",23384,110,"no",2020-05-01,2021-06-11,12741080,327167434
"1330","Illinois",2021-08-24,1498948,26291,"Tuesday",24141,147,"no",2020-05-01,2021-06-11,12741080,327167434
"1331","Illinois",2021-08-31,1527348,26500,"Tuesday",28400,209,"no",2020-05-01,2021-06-11,12741080,327167434
"1332","Illinois",2021-09-07,1554798,26697,"Tuesday",27450,197,"no",2020-05-01,2021-06-11,12741080,327167434
"1333","Illinois",2020-06-02,123244,5567,"Tuesday",9758,607,"no",2020-05-01,2021-06-11,12741080,327167434
"1334","Illinois",2021-03-09,1204693,23039,"Tuesday",11833,236,"no",2020-05-01,2021-06-11,12741080,327167434
"1335","Illinois",2021-01-12,1043041,19497,"Tuesday",48530,928,"no",2020-05-01,2021-06-11,12741080,327167434
"1336","Illinois",2021-01-19,1079307,20154,"Tuesday",36266,657,"no",2020-05-01,2021-06-11,12741080,327167434
"1337","Illinois",2021-10-12,1662993,28041,"Tuesday",17015,230,"no",2020-05-01,2021-06-11,12741080,327167434
"1338","Illinois",2020-04-14,23247,878,"Tuesday",9698,494,"no",2020-05-01,2021-06-11,12741080,327167434
"1339","Illinois",2020-04-21,33059,1479,"Tuesday",9812,601,"no",2020-05-01,2021-06-11,12741080,327167434
"1340","Illinois",2020-04-28,48102,2132,"Tuesday",15043,653,"no",2020-05-01,2021-06-11,12741080,327167434
"1341","Illinois",2021-08-10,1451423,26034,"Tuesday",19929,94,"no",2020-05-01,2021-06-11,12741080,327167434
"1342","Illinois",2020-05-26,113486,4960,"Tuesday",15188,561,"no",2020-05-01,2021-06-11,12741080,327167434
"1343","Illinois",2021-03-02,1192860,22803,"Tuesday",12439,275,"no",2020-05-01,2021-06-11,12741080,327167434
"1344","Illinois",2021-11-09,1727932,28901,"Tuesday",18598,182,"no",2020-05-01,2021-06-11,12741080,327167434
"1345","Illinois",2021-10-19,1678528,28292,"Tuesday",15535,251,"no",2020-05-01,2021-06-11,12741080,327167434
"1346","Illinois",2021-10-26,1693530,28517,"Tuesday",15002,225,"no",2020-05-01,2021-06-11,12741080,327167434
"1347","Illinois",2020-09-22,280511,8741,"Tuesday",13131,152,"no",2020-05-01,2021-06-11,12741080,327167434
"1348","Illinois",2020-09-29,294673,8901,"Tuesday",14162,160,"no",2020-05-01,2021-06-11,12741080,327167434
"1349","Illinois",2020-10-06,308990,9100,"Tuesday",14317,199,"no",2020-05-01,2021-06-11,12741080,327167434
"1350","Illinois",2021-01-26,1111028,20853,"Tuesday",31721,699,"no",2020-05-01,2021-06-11,12741080,327167434
"1351","Illinois",2021-02-02,1133691,21336,"Tuesday",22663,483,"no",2020-05-01,2021-06-11,12741080,327167434
"1352","Illinois",2020-05-05,65889,2843,"Tuesday",17787,711,"no",2020-05-01,2021-06-11,12741080,327167434
"1353","Illinois",2020-05-12,83168,3617,"Tuesday",17279,774,"no",2020-05-01,2021-06-11,12741080,327167434
"1354","Illinois",2020-05-19,98298,4399,"Tuesday",15130,782,"no",2020-05-01,2021-06-11,12741080,327167434
"1355","Illinois",2020-08-11,198919,7879,"Tuesday",12321,132,"no",2020-05-01,2021-06-11,12741080,327167434
"1356","Illinois",2021-05-11,1361775,24617,"Tuesday",14113,207,"no",2020-05-01,2021-06-11,12741080,327167434
"1357","Illinois",2021-06-15,1392005,25505,"Tuesday",2077,119,"no",2020-05-01,2021-06-11,12741080,327167434
"1358","Illinois",2021-06-22,1393640,25600,"Tuesday",1635,95,"no",2020-05-01,2021-06-11,12741080,327167434
"1359","Illinois",2021-06-29,1395442,25667,"Tuesday",1802,67,"no",2020-05-01,2021-06-11,12741080,327167434
"1360","Illinois",2021-07-06,1397725,25727,"Tuesday",2283,60,"no",2020-05-01,2021-06-11,12741080,327167434
"1361","Illinois",2020-07-14,157055,7425,"Tuesday",6945,144,"no",2020-05-01,2021-06-11,12741080,327167434
"1362","Illinois",2020-07-21,165534,7521,"Tuesday",8479,96,"no",2020-05-01,2021-06-11,12741080,327167434
"1363","Illinois",2020-07-28,175588,7645,"Tuesday",10054,124,"no",2020-05-01,2021-06-11,12741080,327167434
"1364","Illinois",2020-08-04,186598,7747,"Tuesday",11010,102,"no",2020-05-01,2021-06-11,12741080,327167434
"1365","Illinois",2021-08-03,1431494,25940,"Tuesday",13934,54,"no",2020-05-01,2021-06-11,12741080,327167434
"1366","Illinois",2021-02-16,1167889,22199,"Tuesday",14947,397,"no",2020-05-01,2021-06-11,12741080,327167434
"1367","Illinois",2021-11-02,1709334,28719,"Tuesday",15804,202,"no",2020-05-01,2021-06-11,12741080,327167434
"1368","Illinois",2021-11-23,1785089,29234,"Tuesday",32196,180,"no",2020-05-01,2021-06-11,12741080,327167434
"1369","Illinois",2021-02-09,1152942,21802,"Tuesday",19251,466,"no",2020-05-01,2021-06-11,12741080,327167434
"1370","Illinois",2021-11-16,1752893,29054,"Tuesday",24961,153,"no",2020-05-01,2021-06-11,12741080,327167434
"1371","Illinois",2021-07-13,1401519,25796,"Tuesday",3794,69,"no",2020-05-01,2021-06-11,12741080,327167434
"1372","Illinois",2021-07-20,1407317,25847,"Tuesday",5798,51,"no",2020-05-01,2021-06-11,12741080,327167434
"1373","Illinois",2021-07-27,1417560,25886,"Tuesday",10243,39,"no",2020-05-01,2021-06-11,12741080,327167434
"1374","Illinois",2021-02-23,1180421,22528,"Tuesday",12532,329,"no",2020-05-01,2021-06-11,12741080,327167434
"1375","Indiana",2020-05-19,29402,1824,"Tuesday",3726,246,"no",2020-07-27,2021-04-06,6691878,327167434
"1376","Indiana",2020-10-20,153088,4008,"Tuesday",12583,186,"no",2020-07-27,2021-04-06,6691878,327167434
"1377","Indiana",2020-10-27,168996,4194,"Tuesday",15908,186,"no",2020-07-27,2021-04-06,6691878,327167434
"1378","Indiana",2020-06-09,38985,2339,"Tuesday",2856,142,"no",2020-07-27,2021-04-06,6691878,327167434
"1379","Indiana",2020-07-14,54001,2775,"Tuesday",4142,58,"no",2020-07-27,2021-04-06,6691878,327167434
"1380","Indiana",2020-04-07,5544,208,"Tuesday",3367,147,"no",2020-07-27,2021-04-06,6691878,327167434
"1381","Indiana",2020-04-21,12214,731,"Tuesday",3616,273,"no",2020-07-27,2021-04-06,6691878,327167434
"1382","Indiana",2020-08-11,77625,3069,"Tuesday",6681,73,"no",2020-07-27,2021-04-06,6691878,327167434
"1383","Indiana",2020-07-07,49859,2717,"Tuesday",3119,77,"no",2020-07-27,2021-04-06,6691878,327167434
"1384","Indiana",2020-10-13,140505,3822,"Tuesday",11224,111,"no",2020-07-27,2021-04-06,6691878,327167434
"1385","Indiana",2021-01-19,598494,9466,"Tuesday",24989,362,"no",2020-07-27,2021-04-06,6691878,327167434
"1386","Indiana",2020-08-04,70944,2996,"Tuesday",5686,72,"no",2020-07-27,2021-04-06,6691878,327167434
"1387","Indiana",2021-01-26,618037,9807,"Tuesday",19543,341,"no",2020-07-27,2021-04-06,6691878,327167434
"1388","Indiana",2020-04-14,8598,458,"Tuesday",3054,250,"no",2020-07-27,2021-04-06,6691878,327167434
"1389","Indiana",2021-04-13,704072,13167,"Tuesday",8540,83,"no",2020-07-27,2021-04-06,6691878,327167434
"1390","Indiana",2021-04-20,712755,13234,"Tuesday",8683,67,"no",2020-07-27,2021-04-06,6691878,327167434
"1391","Indiana",2020-11-03,190555,4439,"Tuesday",21559,245,"no",2020-07-27,2021-04-06,6691878,327167434
"1392","Indiana",2020-11-10,221894,4731,"Tuesday",31339,292,"no",2020-07-27,2021-04-06,6691878,327167434
"1393","Indiana",2020-08-18,83799,3165,"Tuesday",6174,96,"no",2020-07-27,2021-04-06,6691878,327167434
"1394","Indiana",2020-05-26,32856,2004,"Tuesday",3454,180,"no",2020-07-27,2021-04-06,6691878,327167434
"1395","Indiana",2020-06-02,36129,2197,"Tuesday",3273,193,"no",2020-07-27,2021-04-06,6691878,327167434
"1396","Indiana",2020-07-28,65258,2924,"Tuesday",5914,78,"no",2020-07-27,2021-04-06,6691878,327167434
"1397","Indiana",2020-10-06,129281,3711,"Tuesday",7954,99,"no",2020-07-27,2021-04-06,6691878,327167434
"1398","Indiana",2021-04-06,695532,13084,"Tuesday",6792,46,"no",2020-07-27,2021-04-06,6691878,327167434
"1399","Indiana",2021-07-13,761838,13933,"Tuesday",2782,49,"no",2020-07-27,2021-04-06,6691878,327167434
"1400","Indiana",2021-07-20,765490,13958,"Tuesday",3652,25,"no",2020-07-27,2021-04-06,6691878,327167434
"1401","Indiana",2021-02-02,633043,10054,"Tuesday",15006,247,"no",2020-07-27,2021-04-06,6691878,327167434
"1402","Indiana",2021-02-09,645034,11942,"Tuesday",11991,1888,"no",2020-07-27,2021-04-06,6691878,327167434
"1403","Indiana",2020-08-25,90460,3241,"Tuesday",6661,76,"no",2020-07-27,2021-04-06,6691878,327167434
"1404","Indiana",2020-09-01,96988,3312,"Tuesday",6528,71,"no",2020-07-27,2021-04-06,6691878,327167434
"1405","Indiana",2020-09-08,102917,3380,"Tuesday",5929,68,"no",2020-07-27,2021-04-06,6691878,327167434
"1406","Indiana",2020-06-16,41780,2447,"Tuesday",2795,108,"no",2020-07-27,2021-04-06,6691878,327167434
"1407","Indiana",2020-06-23,43967,2569,"Tuesday",2187,122,"no",2020-07-27,2021-04-06,6691878,327167434
"1408","Indiana",2020-06-30,46740,2640,"Tuesday",2773,71,"no",2020-07-27,2021-04-06,6691878,327167434
"1409","Indiana",2021-03-23,682360,12959,"Tuesday",5561,83,"no",2020-07-27,2021-04-06,6691878,327167434
"1410","Indiana",2021-03-30,688740,13038,"Tuesday",6380,79,"no",2020-07-27,2021-04-06,6691878,327167434
"1411","Indiana",2021-07-06,759056,13884,"Tuesday",2179,40,"no",2020-07-27,2021-04-06,6691878,327167434
"1412","Indiana",2020-03-31,2177,61,"Tuesday",1806,44,"no",2020-07-27,2021-04-06,6691878,327167434
"1413","Indiana",2021-01-12,573505,9104,"Tuesday",37421,441,"no",2020-07-27,2021-04-06,6691878,327167434
"1414","Indiana",2021-07-27,770770,13980,"Tuesday",5280,22,"no",2020-07-27,2021-04-06,6691878,327167434
"1415","Indiana",2021-08-03,779048,14025,"Tuesday",8278,45,"no",2020-07-27,2021-04-06,6691878,327167434
"1416","Indiana",2021-08-10,791823,14091,"Tuesday",12775,66,"no",2020-07-27,2021-04-06,6691878,327167434
"1417","Indiana",2021-05-18,739811,13507,"Tuesday",5515,73,"no",2020-07-27,2021-04-06,6691878,327167434
"1418","Indiana",2021-05-25,744389,13566,"Tuesday",4578,59,"no",2020-07-27,2021-04-06,6691878,327167434
"1419","Indiana",2020-09-15,109445,3460,"Tuesday",6528,80,"no",2020-07-27,2021-04-06,6691878,327167434
"1420","Indiana",2020-09-22,114864,3520,"Tuesday",5419,60,"no",2020-07-27,2021-04-06,6691878,327167434
"1421","Indiana",2021-06-15,753174,13752,"Tuesday",2392,56,"no",2020-07-27,2021-04-06,6691878,327167434
"1422","Indiana",2021-06-22,755172,13811,"Tuesday",1998,59,"no",2020-07-27,2021-04-06,6691878,327167434
"1423","Indiana",2021-06-29,756877,13844,"Tuesday",1705,33,"no",2020-07-27,2021-04-06,6691878,327167434
"1424","Indiana",2020-03-10,6,0,"Tuesday",0,0,"no",2020-07-27,2021-04-06,6691878,327167434
"1425","Indiana",2020-03-17,30,2,"Tuesday",24,2,"no",2020-07-27,2021-04-06,6691878,327167434
"1426","Indiana",2020-03-24,371,17,"Tuesday",341,15,"no",2020-07-27,2021-04-06,6691878,327167434
"1427","Indiana",2021-10-12,992279,16109,"Tuesday",14712,265,"no",2020-07-27,2021-04-06,6691878,327167434
"1428","Indiana",2021-10-19,1005233,16370,"Tuesday",12954,261,"no",2020-07-27,2021-04-06,6691878,327167434
"1429","Indiana",2021-10-26,1016155,16567,"Tuesday",10922,197,"no",2020-07-27,2021-04-06,6691878,327167434
"1430","Indiana",2021-11-02,1027548,16783,"Tuesday",11393,216,"no",2020-07-27,2021-04-06,6691878,327167434
"1431","Indiana",2021-11-09,1040685,16976,"Tuesday",13137,193,"no",2020-07-27,2021-04-06,6691878,327167434
"1432","Indiana",2021-06-01,747549,13628,"Tuesday",3160,62,"no",2020-07-27,2021-04-06,6691878,327167434
"1433","Indiana",2021-06-08,750782,13696,"Tuesday",3233,68,"no",2020-07-27,2021-04-06,6691878,327167434
"1434","Indiana",2020-12-01,347097,5864,"Tuesday",37879,429,"no",2020-07-27,2021-04-06,6691878,327167434
"1435","Indiana",2020-07-21,59344,2846,"Tuesday",5343,71,"no",2020-07-27,2021-04-06,6691878,327167434
"1436","Indiana",2020-09-29,121327,3612,"Tuesday",6463,92,"no",2020-07-27,2021-04-06,6691878,327167434
"1437","Indiana",2020-12-22,474797,7581,"Tuesday",37284,613,"no",2020-07-27,2021-04-06,6691878,327167434
"1438","Indiana",2021-08-31,861937,14491,"Tuesday",29571,171,"no",2020-07-27,2021-04-06,6691878,327167434
"1439","Indiana",2021-09-28,959942,15561,"Tuesday",19334,322,"no",2020-07-27,2021-04-06,6691878,327167434
"1440","Indiana",2021-09-07,889827,14623,"Tuesday",27890,132,"no",2020-07-27,2021-04-06,6691878,327167434
"1441","Indiana",2020-12-29,503242,8051,"Tuesday",28445,470,"no",2020-07-27,2021-04-06,6691878,327167434
"1442","Indiana",2021-09-21,940608,15239,"Tuesday",23707,299,"no",2020-07-27,2021-04-06,6691878,327167434
"1443","Indiana",2021-09-14,916901,14940,"Tuesday",27074,317,"no",2020-07-27,2021-04-06,6691878,327167434
"1444","Indiana",2021-05-11,734296,13434,"Tuesday",6760,71,"no",2020-07-27,2021-04-06,6691878,327167434
"1445","Indiana",2021-11-16,1061970,17147,"Tuesday",21285,171,"no",2020-07-27,2021-04-06,6691878,327167434
"1446","Indiana",2021-11-23,1084111,17369,"Tuesday",22141,222,"no",2020-07-27,2021-04-06,6691878,327167434
"1447","Indiana",2020-04-28,16783,992,"Tuesday",4569,261,"no",2020-07-27,2021-04-06,6691878,327167434
"1448","Indiana",2020-05-05,21423,1326,"Tuesday",4640,334,"no",2020-07-27,2021-04-06,6691878,327167434
"1449","Indiana",2020-05-12,25676,1578,"Tuesday",4253,252,"no",2020-07-27,2021-04-06,6691878,327167434
"1450","Indiana",2021-03-16,676799,12876,"Tuesday",5229,114,"no",2020-07-27,2021-04-06,6691878,327167434
"1451","Indiana",2020-12-15,437513,6968,"Tuesday",42064,558,"no",2020-07-27,2021-04-06,6691878,327167434
"1452","Indiana",2021-05-04,727536,13363,"Tuesday",7923,70,"no",2020-07-27,2021-04-06,6691878,327167434
"1453","Indiana",2021-01-05,536084,8663,"Tuesday",32842,612,"no",2020-07-27,2021-04-06,6691878,327167434
"1454","Indiana",2021-10-05,977567,15844,"Tuesday",17625,283,"no",2020-07-27,2021-04-06,6691878,327167434
"1455","Indiana",2021-04-27,719613,13293,"Tuesday",6858,59,"no",2020-07-27,2021-04-06,6691878,327167434
"1456","Indiana",2021-02-16,653713,12231,"Tuesday",8679,289,"no",2020-07-27,2021-04-06,6691878,327167434
"1457","Indiana",2021-02-23,660229,12450,"Tuesday",6516,219,"no",2020-07-27,2021-04-06,6691878,327167434
"1458","Indiana",2021-03-02,665962,12623,"Tuesday",5733,173,"no",2020-07-27,2021-04-06,6691878,327167434
"1459","Indiana",2020-11-24,309218,5435,"Tuesday",44408,410,"no",2020-07-27,2021-04-06,6691878,327167434
"1460","Indiana",2020-12-08,395449,6410,"Tuesday",48352,546,"no",2020-07-27,2021-04-06,6691878,327167434
"1461","Indiana",2021-08-17,809458,14173,"Tuesday",17635,82,"no",2020-07-27,2021-04-06,6691878,327167434
"1462","Indiana",2021-03-09,671570,12762,"Tuesday",5608,139,"no",2020-07-27,2021-04-06,6691878,327167434
"1463","Indiana",2020-11-17,264810,5025,"Tuesday",42916,294,"no",2020-07-27,2021-04-06,6691878,327167434
"1464","Indiana",2021-08-24,832366,14320,"Tuesday",22908,147,"no",2020-07-27,2021-04-06,6691878,327167434
"1465","Iowa",2021-10-26,481207,6848,"Tuesday",6991,100,"no",2020-11-17,2021-02-07,3156145,327167434
"1466","Iowa",2020-07-14,35942,759,"Tuesday",3789,27,"no",2020-11-17,2021-02-07,3156145,327167434
"1467","Iowa",2020-11-03,134576,1780,"Tuesday",15724,100,"no",2020-11-17,2021-02-07,3156145,327167434
"1468","Iowa",2021-10-19,474216,6748,"Tuesday",6757,94,"no",2020-11-17,2021-02-07,3156145,327167434
"1469","Iowa",2021-08-10,385556,6193,"Tuesday",4446,10,"no",2020-11-17,2021-02-07,3156145,327167434
"1470","Iowa",2020-07-21,39721,808,"Tuesday",3779,49,"no",2020-11-17,2021-02-07,3156145,327167434
"1471","Iowa",2020-04-21,3641,83,"Tuesday",1742,39,"no",2020-11-17,2021-02-07,3156145,327167434
"1472","Iowa",2021-08-03,381110,6183,"Tuesday",3224,13,"no",2020-11-17,2021-02-07,3156145,327167434
"1473","Iowa",2020-06-09,22271,629,"Tuesday",2254,65,"no",2020-11-17,2021-02-07,3156145,327167434
"1474","Iowa",2020-08-18,53201,1002,"Tuesday",3680,56,"no",2020-11-17,2021-02-07,3156145,327167434
"1475","Iowa",2020-08-25,57606,1059,"Tuesday",4405,57,"no",2020-11-17,2021-02-07,3156145,327167434
"1476","Iowa",2020-06-02,20017,564,"Tuesday",2018,84,"no",2020-11-17,2021-02-07,3156145,327167434
"1477","Iowa",2021-10-12,467459,6654,"Tuesday",8551,91,"no",2020-11-17,2021-02-07,3156145,327167434
"1478","Iowa",2021-05-04,366126,5960,"Tuesday",2596,30,"no",2020-11-17,2021-02-07,3156145,327167434
"1479","Iowa",2021-05-11,368190,5989,"Tuesday",2064,29,"no",2020-11-17,2021-02-07,3156145,327167434
"1480","Iowa",2020-11-10,163827,1898,"Tuesday",29251,118,"no",2020-11-17,2021-02-07,3156145,327167434
"1481","Iowa",2020-07-28,42928,839,"Tuesday",3207,31,"no",2020-11-17,2021-02-07,3156145,327167434
"1482","Iowa",2020-08-04,46231,888,"Tuesday",3303,49,"no",2020-11-17,2021-02-07,3156145,327167434
"1483","Iowa",2021-08-17,390978,6210,"Tuesday",5422,17,"no",2020-11-17,2021-02-07,3156145,327167434
"1484","Iowa",2021-08-24,397522,6226,"Tuesday",6544,16,"no",2020-11-17,2021-02-07,3156145,327167434
"1485","Iowa",2021-08-31,404747,6268,"Tuesday",7225,42,"no",2020-11-17,2021-02-07,3156145,327167434
"1486","Iowa",2021-09-07,414784,6307,"Tuesday",10037,39,"no",2020-11-17,2021-02-07,3156145,327167434
"1487","Iowa",2020-06-16,24263,670,"Tuesday",1992,41,"no",2020-11-17,2021-02-07,3156145,327167434
"1488","Iowa",2020-06-23,26470,690,"Tuesday",2207,20,"no",2020-11-17,2021-02-07,3156145,327167434
"1489","Iowa",2021-10-05,458908,6563,"Tuesday",9870,81,"no",2020-11-17,2021-02-07,3156145,327167434
"1490","Iowa",2020-07-07,32153,732,"Tuesday",3001,15,"no",2020-11-17,2021-02-07,3156145,327167434
"1491","Iowa",2021-07-06,374285,6148,"Tuesday",550,14,"no",2020-11-17,2021-02-07,3156145,327167434
"1492","Iowa",2020-10-13,101531,1491,"Tuesday",7622,77,"no",2020-11-17,2021-02-07,3156145,327167434
"1493","Iowa",2020-10-20,109210,1576,"Tuesday",7679,85,"no",2020-11-17,2021-02-07,3156145,327167434
"1494","Iowa",2021-06-29,373735,6134,"Tuesday",512,17,"no",2020-11-17,2021-02-07,3156145,327167434
