"","X.1","X","state","cases","deaths","new_cases","new_deaths","mask_mandate","date","fine_enforced","charge_enforced","not_enforced","mandate_start","mandate_start_2","mandate_end","mandate_end_2"
"1",9,9,"Alabama",65234,1286,2143,21,"yes","2020-07-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"2",20,20,"Alabama",61088,1230,2021,19,"yes","2020-07-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"3",21,21,"Alabama",63091,1265,2003,35,"yes","2020-07-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"4",22,22,"Alabama",87723,1580,1961,15,"yes","2020-07-31",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"5",23,23,"Alabama",89349,1603,1626,23,"yes","2020-08-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"6",24,24,"Alabama",91444,1627,2095,24,"yes","2020-08-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"7",25,25,"Alabama",92661,1633,1217,6,"yes","2020-08-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"8",26,26,"Alabama",93702,1666,1041,33,"yes","2020-08-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"9",27,27,"Alabama",94654,1695,952,29,"yes","2020-08-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"10",28,28,"Alabama",96592,1714,1938,19,"yes","2020-08-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"11",29,29,"Alabama",98301,1735,1709,21,"yes","2020-08-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"12",30,30,"Alabama",100173,1755,1872,20,"yes","2020-08-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"13",31,31,"Alabama",101334,1768,1161,13,"yes","2020-08-09",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"14",32,32,"Alabama",103020,1797,1686,29,"yes","2020-08-10",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"15",33,33,"Alabama",103851,1847,831,50,"yes","2020-08-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"16",47,47,"Alabama",6421,219,208,6,"no","2020-04-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"17",48,48,"Alabama",6539,228,118,9,"no","2020-04-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"18",49,49,"Alabama",6750,242,211,14,"no","2020-04-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"19",50,50,"Alabama",67011,1287,1777,1,"yes","2020-07-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"20",51,51,"Alabama",68891,1291,1880,4,"yes","2020-07-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"21",52,52,"Alabama",70358,1303,1467,12,"yes","2020-07-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"22",53,53,"Alabama",71813,1364,1455,61,"yes","2020-07-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"23",54,54,"Alabama",74212,1397,2399,33,"yes","2020-07-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"24",55,55,"Alabama",76005,1438,1793,41,"yes","2020-07-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"25",56,56,"Alabama",78130,1456,2125,18,"yes","2020-07-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"26",57,57,"Alabama",79294,1473,1164,17,"yes","2020-07-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"27",58,58,"Alabama",81115,1491,1821,18,"yes","2020-07-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"28",59,59,"Alabama",82366,1491,1251,0,"yes","2020-07-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"29",60,60,"Alabama",83782,1538,1416,47,"yes","2020-07-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"30",61,61,"Alabama",85762,1565,1980,27,"yes","2020-07-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"31",108,108,"Alabama",34183,907,977,11,"no","2020-06-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"32",109,109,"Alabama",35083,919,900,12,"no","2020-06-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"33",110,110,"Alabama",35441,919,358,0,"no","2020-06-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"34",111,111,"Alabama",37175,929,1734,10,"no","2020-06-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"35",112,112,"Alabama",38045,950,870,21,"no","2020-06-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"36",113,113,"Alabama",38962,972,917,22,"no","2020-07-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"37",114,114,"Alabama",40111,985,1149,13,"no","2020-07-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"38",115,115,"Alabama",41865,1006,1754,21,"no","2020-07-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"39",116,116,"Alabama",42862,1007,997,1,"no","2020-07-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"40",117,117,"Alabama",43953,1007,1091,0,"no","2020-07-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"41",118,118,"Alabama",44878,1007,925,0,"no","2020-07-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"42",119,119,"Alabama",45785,1033,907,26,"no","2020-07-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"43",120,120,"Alabama",46962,1058,1177,25,"no","2020-07-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"44",121,121,"Alabama",49174,1068,2212,10,"no","2020-07-09",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"45",122,122,"Alabama",50508,1104,1334,36,"no","2020-07-10",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"46",123,123,"Alabama",51947,1114,1439,10,"no","2020-07-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"47",124,124,"Alabama",53587,1121,1640,7,"no","2020-07-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"48",125,125,"Alabama",55545,1124,1958,3,"no","2020-07-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"49",126,126,"Alabama",57255,1164,1710,40,"no","2020-07-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"50",127,127,"Alabama",59067,1211,1812,47,"no","2020-07-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"51",128,128,"Alabama",213617,3231,2980,18,"yes","2020-11-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"52",129,129,"Alabama",215843,3246,2226,15,"yes","2020-11-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"53",130,130,"Alabama",217822,3248,1979,2,"yes","2020-11-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"54",131,131,"Alabama",219232,3249,1410,1,"yes","2020-11-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"55",132,132,"Alabama",220848,3301,1616,52,"yes","2020-11-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"56",133,133,"Alabama",223486,3347,2638,46,"yes","2020-11-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"57",134,134,"Alabama",225910,3419,2424,72,"yes","2020-11-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"58",135,135,"Alabama",228373,3451,2463,32,"yes","2020-11-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"59",136,136,"Alabama",230708,3457,2335,6,"yes","2020-11-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"60",137,137,"Alabama",232506,3457,1798,0,"yes","2020-11-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"61",138,138,"Alabama",234080,3459,1574,2,"yes","2020-11-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"62",139,139,"Alabama",236865,3472,2785,13,"yes","2020-11-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"63",140,140,"Alabama",239318,3532,2453,60,"yes","2020-11-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"64",156,156,"Alabama",104786,1882,935,35,"yes","2020-08-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"65",157,157,"Alabama",105557,1890,771,8,"yes","2020-08-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"66",171,171,"Alabama",6925,262,175,20,"no","2020-04-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"67",172,172,"Alabama",7068,272,143,10,"no","2020-04-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"68",173,173,"Alabama",7294,289,226,17,"no","2020-05-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"69",174,174,"Alabama",7611,288,317,-1,"no","2020-05-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"70",175,175,"Alabama",7888,290,277,2,"no","2020-05-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"71",176,176,"Alabama",8112,298,224,8,"no","2020-05-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"72",177,177,"Alabama",8437,315,325,17,"no","2020-05-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"73",178,178,"Alabama",8691,343,254,28,"no","2020-05-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"74",179,179,"Alabama",9046,369,355,26,"no","2020-05-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"75",180,180,"Alabama",9385,383,339,14,"no","2020-05-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"76",181,181,"Alabama",9668,390,283,7,"no","2020-05-09",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"77",182,182,"Alabama",9889,393,221,3,"no","2020-05-10",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"78",183,183,"Alabama",10164,403,275,10,"no","2020-05-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"79",184,184,"Alabama",10464,435,300,32,"no","2020-05-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"80",185,185,"Alabama",10700,450,236,15,"no","2020-05-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"81",186,186,"Alabama",11101,473,401,23,"no","2020-05-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"82",187,187,"Alabama",11373,483,272,10,"no","2020-05-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"83",188,188,"Alabama",11674,485,301,2,"no","2020-05-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"84",189,189,"Alabama",11771,488,97,3,"no","2020-05-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"85",190,190,"Alabama",12086,489,315,1,"no","2020-05-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"86",191,191,"Alabama",12376,504,290,15,"no","2020-05-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"87",192,192,"Alabama",13052,522,676,18,"no","2020-05-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"88",193,193,"Alabama",13414,529,362,7,"no","2020-05-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"89",194,194,"Alabama",13670,541,256,12,"no","2020-05-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"90",195,195,"Alabama",14149,549,479,8,"no","2020-05-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"91",196,196,"Alabama",14478,551,329,2,"no","2020-05-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"92",197,197,"Alabama",14986,566,508,15,"no","2020-05-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"93",198,198,"Alabama",15650,580,664,14,"no","2020-05-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"94",199,199,"Alabama",16032,583,382,3,"no","2020-05-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"95",200,200,"Alabama",16530,591,498,8,"no","2020-05-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"96",201,201,"Alabama",17031,610,501,19,"no","2020-05-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"97",202,202,"Alabama",17359,618,328,8,"no","2020-05-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"98",203,203,"Alabama",17952,630,593,12,"no","2020-05-31",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"99",204,204,"Alabama",18534,646,582,16,"no","2020-06-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"100",205,205,"Alabama",18771,653,237,7,"no","2020-06-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"101",206,206,"Alabama",18851,653,80,0,"no","2020-06-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"102",207,207,"Alabama",19072,653,221,0,"no","2020-06-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"103",208,208,"Alabama",19387,676,315,23,"no","2020-06-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"104",209,209,"Alabama",20043,689,656,13,"no","2020-06-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"105",210,210,"Alabama",20500,692,457,3,"no","2020-06-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"106",211,211,"Alabama",20925,718,425,26,"no","2020-06-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"107",212,212,"Alabama",21422,729,497,11,"no","2020-06-09",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"108",213,213,"Alabama",21989,744,567,15,"no","2020-06-10",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"109",214,214,"Alabama",22845,755,856,11,"no","2020-06-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"110",215,215,"Alabama",23710,769,865,14,"no","2020-06-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"111",216,216,"Alabama",24601,773,891,4,"no","2020-06-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"112",217,217,"Alabama",25615,773,1014,0,"no","2020-06-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"113",218,218,"Alabama",26272,774,657,1,"no","2020-06-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"114",219,219,"Alabama",26912,785,640,11,"no","2020-06-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"115",220,220,"Alabama",27312,790,400,5,"no","2020-06-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"116",221,221,"Alabama",28206,810,894,20,"no","2020-06-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"117",222,222,"Alabama",29002,822,796,12,"no","2020-06-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"118",223,223,"Alabama",29549,838,547,16,"no","2020-06-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"119",224,224,"Alabama",30021,839,472,1,"no","2020-06-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"120",225,225,"Alabama",30454,841,433,2,"no","2020-06-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"121",226,226,"Alabama",31097,864,643,23,"no","2020-06-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"122",227,227,"Alabama",32064,891,967,27,"no","2020-06-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"123",228,228,"Alabama",33206,896,1142,5,"no","2020-06-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"124",229,229,"Alabama",183276,2866,2360,7,"yes","2020-10-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"125",230,230,"Alabama",184355,2866,1079,0,"yes","2020-10-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"126",231,231,"Alabama",185322,2866,967,0,"yes","2020-10-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"127",232,232,"Alabama",186437,2892,1115,26,"yes","2020-10-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"128",233,233,"Alabama",187706,2911,1269,19,"yes","2020-10-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"129",234,234,"Alabama",189149,2914,1443,3,"yes","2020-10-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"130",235,235,"Alabama",190496,2932,1347,18,"yes","2020-10-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"131",236,236,"Alabama",192285,2967,1789,35,"yes","2020-10-31",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"132",237,237,"Alabama",193985,2973,1700,6,"yes","2020-11-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"133",238,238,"Alabama",194892,2973,907,0,"yes","2020-11-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"134",239,239,"Alabama",195929,2987,1037,14,"yes","2020-11-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"135",240,240,"Alabama",197777,3006,1848,19,"yes","2020-11-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"136",241,241,"Alabama",199158,3026,1381,20,"yes","2020-11-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"137",242,242,"Alabama",200714,3049,1556,23,"yes","2020-11-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"138",243,243,"Alabama",202482,3082,1768,33,"yes","2020-11-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"139",244,244,"Alabama",203687,3084,1205,2,"yes","2020-11-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"140",245,245,"Alabama",204857,3084,1170,0,"yes","2020-11-09",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"141",246,246,"Alabama",206567,3120,1710,36,"yes","2020-11-10",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"142",247,247,"Alabama",208637,3201,2070,81,"yes","2020-11-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"143",248,248,"Alabama",210637,3213,2000,12,"yes","2020-11-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"144",249,249,"Alabama",503673,10327,368,0,"yes","2021-03-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"145",250,250,"Alabama",508229,10329,4556,2,"yes","2021-03-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"146",251,251,"Alabama",508717,10337,488,8,"yes","2021-03-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"147",252,252,"Alabama",509476,10363,759,26,"yes","2021-03-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"148",253,253,"Alabama",510048,10391,572,28,"yes","2021-03-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"149",254,254,"Alabama",510579,10425,531,34,"yes","2021-03-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"150",255,255,"Alabama",511087,10436,508,11,"yes","2021-03-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"151",256,256,"Alabama",511460,10436,373,0,"yes","2021-03-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"152",257,257,"Alabama",511779,10436,319,0,"yes","2021-03-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"153",258,258,"Alabama",511789,10450,10,14,"yes","2021-03-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"154",259,259,"Alabama",512711,10487,922,37,"yes","2021-03-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"155",260,260,"Alabama",513138,10504,427,17,"yes","2021-03-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"156",261,261,"Alabama",513580,10523,442,19,"yes","2021-03-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"157",262,262,"Alabama",241957,3572,2639,40,"yes","2020-11-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"158",263,263,"Alabama",242874,3572,917,0,"yes","2020-11-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"159",264,264,"Alabama",244993,3572,2119,0,"yes","2020-11-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"160",265,265,"Alabama",247229,3577,2236,5,"yes","2020-11-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"161",266,266,"Alabama",249524,3578,2295,1,"yes","2020-11-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"162",267,267,"Alabama",252900,3638,3376,60,"yes","2020-12-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"163",268,268,"Alabama",256828,3711,3928,73,"yes","2020-12-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"164",269,269,"Alabama",260359,3776,3531,65,"yes","2020-12-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"165",270,270,"Alabama",264199,3831,3840,55,"yes","2020-12-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"166",271,271,"Alabama",267589,3877,3390,46,"yes","2020-12-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"167",272,272,"Alabama",269877,3889,2288,12,"yes","2020-12-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"168",273,273,"Alabama",272229,3892,2352,3,"yes","2020-12-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"169",274,274,"Alabama",276665,3942,4436,50,"yes","2020-12-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"170",275,275,"Alabama",280187,3985,3522,43,"yes","2020-12-09",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"171",276,276,"Alabama",284922,4034,4735,49,"yes","2020-12-10",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"172",277,277,"Alabama",288775,4086,3853,52,"yes","2020-12-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"173",278,278,"Alabama",292841,4102,4066,16,"yes","2020-12-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"174",279,279,"Alabama",295631,4102,2790,0,"yes","2020-12-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"175",280,280,"Alabama",297895,4102,2264,0,"yes","2020-12-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"176",281,281,"Alabama",301533,4124,3638,22,"yes","2020-12-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"177",282,282,"Alabama",305640,4198,4107,74,"yes","2020-12-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"178",283,283,"Alabama",310335,4254,4695,56,"yes","2020-12-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"179",284,284,"Alabama",315683,4296,5348,42,"yes","2020-12-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"180",285,285,"Alabama",319904,4389,4221,93,"yes","2020-12-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"181",286,286,"Alabama",322452,4389,2548,0,"yes","2020-12-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"182",287,287,"Alabama",324832,4389,2380,0,"yes","2020-12-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"183",288,288,"Alabama",329811,4452,4979,63,"yes","2020-12-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"184",289,289,"Alabama",334569,4587,4758,135,"yes","2020-12-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"185",290,290,"Alabama",338801,4676,4232,89,"yes","2020-12-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"186",291,291,"Alabama",342426,4680,3625,4,"yes","2020-12-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"187",308,308,"Alabama",404000,5347,2100,13,"yes","2021-01-11",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"188",309,309,"Alabama",407848,5573,3848,226,"yes","2021-01-12",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"189",310,310,"Alabama",410995,5760,3147,187,"yes","2021-01-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"190",311,311,"Alabama",414583,5945,3588,185,"yes","2021-01-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"191",312,312,"Alabama",417528,6030,2945,85,"yes","2021-01-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"192",313,313,"Alabama",420681,6119,3153,89,"yes","2021-01-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"193",314,314,"Alabama",422598,6120,1917,1,"yes","2021-01-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"194",383,383,"Alabama",514072,10526,492,3,"yes","2021-03-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"195",384,384,"Alabama",514391,10526,319,0,"yes","2021-03-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"196",385,385,"Alabama",514619,10526,228,0,"yes","2021-03-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"197",386,386,"Alabama",514980,10527,361,1,"yes","2021-03-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"198",387,387,"Alabama",515388,10554,408,27,"yes","2021-03-31",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"199",388,388,"Alabama",515866,10553,478,-1,"yes","2021-04-01",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"200",389,389,"Alabama",516266,10607,400,54,"yes","2021-04-02",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"201",390,390,"Alabama",516615,10637,349,30,"yes","2021-04-03",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"202",391,391,"Alabama",516809,10637,194,0,"yes","2021-04-04",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"203",392,392,"Alabama",516918,10638,109,1,"yes","2021-04-05",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"204",393,393,"Alabama",517114,10652,196,14,"yes","2021-04-06",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"205",394,394,"Alabama",517452,10652,338,0,"yes","2021-04-07",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"206",395,395,"Alabama",517916,10675,464,23,"yes","2021-04-08",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"207",400,400,"Alabama",3805,104,222,11,"no","2020-04-13",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"208",401,401,"Alabama",3953,114,148,10,"no","2020-04-14",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"209",402,402,"Alabama",4241,123,288,9,"no","2020-04-15",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"210",403,403,"Alabama",4404,137,163,14,"no","2020-04-16",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"211",404,404,"Alabama",4572,151,168,14,"no","2020-04-17",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"212",405,405,"Alabama",4723,147,151,-4,"no","2020-04-18",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"213",406,406,"Alabama",4903,160,180,13,"no","2020-04-19",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"214",407,407,"Alabama",5078,164,175,4,"no","2020-04-20",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"215",408,408,"Alabama",5327,186,249,22,"no","2020-04-21",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"216",409,409,"Alabama",5610,201,283,15,"no","2020-04-22",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"217",410,410,"Alabama",5832,197,222,-4,"no","2020-04-23",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"218",411,411,"Alabama",6026,209,194,12,"no","2020-04-24",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"219",412,412,"Alabama",6213,213,187,4,"no","2020-04-25",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"220",413,413,"Alabama",343458,4685,1032,5,"yes","2020-12-26",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"221",414,414,"Alabama",345628,4691,2170,6,"yes","2020-12-27",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"222",415,415,"Alabama",347897,4712,2269,21,"yes","2020-12-28",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"223",416,416,"Alabama",351804,4737,3907,25,"yes","2020-12-29",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"224",417,417,"Alabama",356820,4774,5016,37,"yes","2020-12-30",0,0,1,"2020-07-16",NA,"2021-04-09",NA
"225",418,418,"Alabama",361226,4827,4406,53,"yes","2020-12-31",0,0,1,"2020-07-16",NA,"2021-04-09",NA
