"","state","date","cases","deaths","weekday","new_cases","new_deaths","mask_mandate","mandate_start","mandate_end","population","us_population","prop_cases","prop_deaths","deaths_per_cases","weeks"
"986","Louisiana",2020-07-07,68371,3319,"Tuesday",10168,98,"no",2020-08-07,2021-04-28,4659978,327167434,14.6719576787702,0.712235122140062,4.85439733220225,18
"987","Maine",2020-07-07,3440,110,"Tuesday",187,5,"yes",2020-05-01,2021-05-24,1338404,327167434,2.57022543267952,0.0821874411612637,3.19767441860465,17
"988","Maryland",2020-07-07,70986,3266,"Tuesday",2834,76,"yes",2020-04-18,2021-05-15,6042718,327167434,11.7473626934105,0.540485258454887,4.6009072211422,18
"989","Massachusetts",2020-07-07,110338,8213,"Tuesday",1456,159,"yes",2020-05-06,2021-05-29,6902149,327167434,15.9860356535334,1.18991925558257,7.44349181605612,23
"990","Michigan",2020-07-07,74011,6256,"Tuesday",3161,59,"yes",2020-04-27,2020-10-02,9995915,327167434,7.40412458489293,0.625855662037943,8.45279755711989,18
"991","Minnesota",2020-07-07,39170,1514,"Tuesday",2832,38,"no",2020-07-25,2021-05-14,5611179,327167434,6.98070761955732,0.269818517641301,3.86520296145009,18
"992","Mississippi",2020-07-07,32214,1158,"Tuesday",4966,85,"no",2020-08-05,2020-09-30,2986530,327167434,10.7864310755291,0.387740956896465,3.59471037437139,17
"993","Missouri",2020-07-07,25566,1083,"Tuesday",3291,46,"no",NA,NA,6126452,327167434,4.17305154761679,0.176774420170108,4.23609481342408,18
"994","Montana",2020-07-07,1327,23,"Tuesday",360,1,"no",2020-07-15,2021-02-12,1062305,327167434,1.2491704359859,0.0216510324247744,1.73323285606631,17
"995","Nebraska",2020-07-07,20205,287,"Tuesday",1011,8,"no",NA,NA,1929268,327167434,10.4728840161139,0.148761084514956,1.42044048502846,21
"996","Nevada",2020-07-07,23848,549,"Tuesday",5266,42,"no",2020-06-26,NA,3034392,327167434,7.85923506257596,0.180925865873625,2.30207983898021,18
"997","New Hampshire",2020-07-07,5932,384,"Tuesday",150,13,"no",2020-11-20,2021-04-16,1356458,327167434,4.37315420013004,0.283090224688122,6.47336480107889,19
"998","New Jersey",2020-07-07,175734,15281,"Tuesday",2213,246,"yes",2020-04-08,2021-05-28,8908520,327167434,19.7265090048628,1.71532420648997,8.69552846916362,18
"999","New Mexico",2020-07-07,13727,519,"Tuesday",1580,22,"no",2020-05-15,NA,2095428,327167434,6.550928974892,0.247682096449985,3.78086981860567,17
"1000","New York",2020-07-07,402928,31934,"Tuesday",4786,158,"no",2020-04-17,NA,19542209,327167434,20.6183446303332,1.63410390299275,7.92548544653139,19
"1001","North Carolina",2020-07-07,76188,1446,"Tuesday",11124,84,"yes",2020-06-26,2021-05-14,10383620,327167434,7.33732551846081,0.139257792561746,1.8979366829422,19
"1002","North Dakota",2020-07-07,3903,89,"Tuesday",318,1,"no",2020-11-14,2021-01-18,760077,327167434,5.13500605859669,0.117093399747657,2.28029720727645,17
"1003","Northern Mariana Islands",2020-07-07,31,2,"Tuesday",1,0,"no",NA,NA,NA,NA,NA,NA,6.45161290322581,15
"1004","Ohio",2020-07-07,58904,2970,"Tuesday",7115,107,"no",2020-07-23,2021-06-02,11689442,327167434,5.03907714328879,0.254075429776716,5.04210240391145,18
"1005","Oklahoma",2020-07-07,17220,404,"Tuesday",3463,17,"no",NA,NA,3943079,327167434,4.36714557329437,0.10245800299715,2.34610917537747,18
"1006","Oregon",2020-07-07,10654,224,"Tuesday",1959,14,"yes",2020-07-01,2021-06-30,4190713,327167434,2.5422881500117,0.0534515248359885,2.10249671484888,19
"1007","Pennsylvania",2020-07-07,95986,6835,"Tuesday",4760,140,"yes",2020-07-01,2021-06-28,12807060,327167434,7.49477241459008,0.533690011602975,7.12083012105932,18
"1008","Puerto Rico",2020-07-07,8714,NA,"Tuesday",1249,NA,"no",NA,NA,NA,NA,NA,NA,NA,17
"1009","Rhode Island",2020-07-07,17154,969,"Tuesday",341,19,"yes",2020-05-08,2021-07-06,1057315,327167434,16.2241148569726,0.916472385239971,5.64882826162994,19
"1010","South Carolina",2020-07-07,47352,846,"Tuesday",10953,107,"no",2020-08-03,2021-05-11,5084127,327167434,9.31369338334782,0.166400249246331,1.78661936137861,18
"1011","South Dakota",2020-07-07,7163,98,"Tuesday",399,7,"no",NA,NA,882235,327167434,8.11915192664086,0.111081514562447,1.36814184001117,18
"1012","Tennessee",2020-07-07,52643,657,"Tuesday",9828,60,"no",NA,NA,6770010,327167434,7.77591170470945,0.0970456469045097,1.24802917766845,18
"1013","Texas",2020-07-07,219164,2816,"Tuesday",52461,334,"yes",2020-07-03,2021-03-10,28701845,327167434,7.63588542827125,0.098112159688689,1.28488255370408,21
"1014","Utah",2020-07-07,26203,194,"Tuesday",3839,22,"no",2020-04-10,2020-05-01,3161105,327167434,8.28919001425134,0.0613709446538473,0.740373239705377,20
"1015","Vermont",2020-07-07,1254,56,"Tuesday",46,0,"no",2020-08-01,2021-06-14,626299,327167434,2.00223854740308,0.089414161606517,4.46570972886762,18
"1016","Virgin Islands",2020-07-07,122,6,"Tuesday",32,0,"no",NA,NA,NA,NA,NA,NA,4.91803278688525,17
"1017","Virginia",2020-07-07,66740,1881,"Tuesday",3953,118,"yes",2020-05-29,2021-05-15,8517685,327167434,7.83546233512979,0.220834651668851,2.81839976026371,18
"1018","Washington",2020-07-07,39063,1385,"Tuesday",4522,52,"no",2020-06-26,NA,7535591,327167434,5.18380044776846,0.183794476106784,3.5455546169009,25
"1019","West Virginia",2020-07-07,3505,95,"Tuesday",601,2,"yes",2020-07-07,2021-06-20,1805832,327167434,1.94093359736675,0.0526073300284855,2.71041369472183,17
"1020","Wisconsin",2020-07-07,35834,817,"Tuesday",4111,24,"no",2020-08-01,2021-03-31,5813568,327167434,6.16385668835386,0.140533317921111,2.27995758218452,22
"1021","Wyoming",2020-07-07,1711,21,"Tuesday",224,1,"no",2020-12-09,2021-03-16,577737,327167434,2.96155517129767,0.0363487192269147,1.22735242548217,17
"1022","Alabama",2020-07-14,57255,1164,"Tuesday",11470,131,"no",2020-07-16,2021-04-09,4887871,327167434,11.7136888432612,0.238140491023597,2.03301021744826,18
"1023","Alaska",2020-07-14,1897,15,"Tuesday",474,0,"no",2020-04-24,2020-05-22,737438,327167434,2.57241964748223,0.0203406930480935,0.790722192936215,18
"1024","Arizona",2020-07-14,128126,2341,"Tuesday",22967,408,"yes",2020-05-08,2021-03-25,7171646,327167434,17.8656336355699,0.326424366177583,1.8271076908668,25
"1025","Arkansas",2020-07-14,29733,331,"Tuesday",5221,30,"no",2020-07-20,2021-03-30,3013825,327167434,9.86553632012476,0.109827212927094,1.11324117983385,18
"1026","California",2020-07-14,346593,7227,"Tuesday",58827,664,"no",2020-06-18,NA,39557045,327167434,8.76185266113786,0.182698176772304,2.08515463382123,25
"1027","Colorado",2020-07-14,37761,1739,"Tuesday",3044,30,"no",2020-07-16,2021-05-15,5695564,327167434,6.62989653000124,0.305325337402933,4.6052805804931,19
"1028","Connecticut",2020-07-14,47530,4372,"Tuesday",497,34,"no",2020-04-20,NA,3572665,327167434,13.3037942264388,1.22373634247823,9.19840100988849,19
"1029","Delaware",2020-07-14,12969,518,"Tuesday",555,4,"yes",2020-04-28,2021-05-21,967171,327167434,13.4092109875089,0.53558264257303,3.99413987200247,18
"1030","District of Columbia",2020-07-14,10946,568,"Tuesday",377,7,"no",2020-07-22,NA,702455,327167434,15.5824928287221,0.80859272124193,5.18911017723369,19
"1031","Florida",2020-07-14,291621,4408,"Tuesday",77835,568,"yes",2020-05-11,2021-05-04,21299325,327167434,13.6915606480487,0.206954915237924,1.51155095140611,20
"1032","Georgia",2020-07-14,114579,2996,"Tuesday",20872,146,"yes",2020-04-24,2021-05-01,10519475,327167434,10.8920834927599,0.284805087706373,2.61478979568682,20
"1033","Guam",2020-07-14,1281,6,"Tuesday",9,0,"no",NA,NA,NA,NA,NA,NA,0.468384074941452,18
"1034","Hawaii",2020-07-14,1243,21,"Tuesday",190,2,"no",2020-11-16,NA,1420491,327167434,0.875049542728535,0.0147836205931611,1.68946098149638,19
"1035","Idaho",2020-07-14,11962,103,"Tuesday",3380,9,"no",NA,NA,1754208,327167434,6.81903172257794,0.0587159561465915,0.861060023407457,18
"1036","Illinois",2020-07-14,157055,7425,"Tuesday",6945,144,"yes",2020-05-01,2021-06-11,12741080,327167434,12.3266630458329,0.58276064509445,4.72764318232466,25
"1037","Indiana",2020-07-14,54001,2775,"Tuesday",4142,58,"no",2020-07-27,2021-04-06,6691878,327167434,8.06963306862438,0.414681797845089,5.13879372604211,19
"1038","Iowa",2020-07-14,35942,759,"Tuesday",3789,27,"no",2020-11-17,2021-02-07,3156145,327167434,11.387943202863,0.240483247759529,2.1117355739803,19
"1039","Kansas",2020-07-14,20347,303,"Tuesday",3190,13,"yes",2020-07-03,2021-04-01,2911505,327167434,6.98848190197166,0.104069888253669,1.48916302157566,19
"1040","Kentucky",2020-07-14,20702,665,"Tuesday",2882,35,"yes",2020-07-10,2021-06-11,4468402,327167434,4.6329761735851,0.148822778254956,3.21225002415226,19
"1041","Louisiana",2020-07-14,82150,3445,"Tuesday",13779,126,"no",2020-08-07,2021-04-28,4659978,327167434,17.6288385910835,0.739273876400275,4.19354838709677,19
"1042","Maine",2020-07-14,3566,114,"Tuesday",126,4,"yes",2020-05-01,2021-05-24,1338404,327167434,2.66436741073697,0.0851760753853097,3.19685922602356,18
"1043","Maryland",2020-07-14,74836,3334,"Tuesday",3850,68,"yes",2020-04-18,2021-05-15,6042718,327167434,12.3844932032241,0.551738472654193,4.45507509754664,19
"1044","Massachusetts",2020-07-14,112130,8340,"Tuesday",1792,127,"yes",2020-05-06,2021-05-29,6902149,327167434,16.2456649371087,1.20831932199667,7.43779541603496,24
"1045","Michigan",2020-07-14,78045,6330,"Tuesday",4034,74,"yes",2020-04-27,2020-10-02,9995915,327167434,7.8076894411367,0.633258686173302,8.11070536229099,19
"1046","Minnesota",2020-07-14,43208,1548,"Tuesday",4038,34,"no",2020-07-25,2021-05-14,5611179,327167434,7.70034247704449,0.27587785026997,3.5826698759489,19
"1047","Mississippi",2020-07-14,37542,1272,"Tuesday",5328,114,"no",2020-08-05,2020-09-30,2986530,327167434,12.5704412813533,0.425912346435495,3.38820521016462,18
"1048","Missouri",2020-07-14,30817,1136,"Tuesday",5251,53,"no",NA,NA,6126452,327167434,5.03015448419411,0.185425430575478,3.68627705487231,19
"1049","Montana",2020-07-14,2038,34,"Tuesday",711,11,"no",2020-07-15,2021-02-12,1062305,327167434,1.91846974268219,0.0320058740192318,1.66830225711482,18
"1050","Nebraska",2020-07-14,21717,299,"Tuesday",1512,12,"no",NA,NA,1929268,327167434,11.2566009491683,0.154981060174118,1.37680158401252,22
"1051","Nevada",2020-07-14,29669,613,"Tuesday",5821,64,"no",2020-06-26,NA,3034392,327167434,9.77757652933438,0.202017405793319,2.0661296302538,19
"1052","New Hampshire",2020-07-14,6091,392,"Tuesday",159,8,"no",2020-11-20,2021-04-16,1356458,327167434,4.49037124628997,0.288987937702457,6.43572483992776,20
"1053","New Jersey",2020-07-14,177862,15582,"Tuesday",2128,301,"yes",2020-04-08,2021-05-28,8908520,327167434,19.9653814550565,1.74911208595816,8.76072460671757,19
"1054","New Mexico",2020-07-14,15514,551,"Tuesday",1787,32,"no",2020-05-15,NA,2095428,327167434,7.40373804301556,0.262953439583703,3.55163078509733,18
"1055","New York",2020-07-14,407875,32092,"Tuesday",4947,158,"no",2020-04-17,NA,19542209,327167434,20.8714889908301,1.64218896645717,7.86809684339565,20
"1056","North Carolina",2020-07-14,89767,1582,"Tuesday",13579,136,"yes",2020-06-26,2021-05-14,10383620,327167434,8.64505827447461,0.15235534428263,1.76234028094957,20
"1057","North Dakota",2020-07-14,4497,92,"Tuesday",594,3,"no",2020-11-14,2021-01-18,760077,327167434,5.91650582769904,0.121040368278477,2.04580831665555,18
"1058","Northern Mariana Islands",2020-07-14,36,2,"Tuesday",5,0,"no",NA,NA,NA,NA,NA,NA,5.55555555555556,16
"1059","Ohio",2020-07-14,67995,3069,"Tuesday",9091,99,"no",2020-07-23,2021-06-02,11689442,327167434,5.81678749079725,0.262544610769274,4.51356717405692,19
"1060","Oklahoma",2020-07-14,21738,428,"Tuesday",4518,24,"no",NA,NA,3943079,327167434,5.51295066621795,0.108544617036585,1.96890238292391,19
"1061","Oregon",2020-07-14,12834,247,"Tuesday",2180,23,"yes",2020-07-01,2021-06-30,4190713,327167434,3.06248602564766,0.0589398510468266,1.92457534673523,20
"1062","Pennsylvania",2020-07-14,101360,6973,"Tuesday",5374,138,"yes",2020-07-01,2021-06-28,12807060,327167434,7.91438472217667,0.544465318347849,6.87943962115233,19
"1063","Puerto Rico",2020-07-14,10123,NA,"Tuesday",1409,NA,"no",NA,NA,NA,NA,NA,NA,NA,18
"1064","Rhode Island",2020-07-14,17588,985,"Tuesday",434,16,"yes",2020-05-08,2021-07-06,1057315,327167434,16.6345885568634,0.931605056203686,5.60040937002502,20
"1065","South Carolina",2020-07-14,60389,993,"Tuesday",13037,147,"no",2020-08-03,2021-05-11,5084127,327167434,11.8779487609181,0.195313767732395,1.64433920084784,19
"1066","South Dakota",2020-07-14,7572,109,"Tuesday",409,11,"no",NA,NA,882235,327167434,8.5827472272127,0.12354984782966,1.43951399894348,19
"1067","Tennessee",2020-07-14,65412,757,"Tuesday",12769,100,"no",NA,NA,6770010,327167434,9.66202413290379,0.111816673830615,1.15728000978414,19
"1068","Texas",2020-07-14,284638,3449,"Tuesday",65474,633,"yes",2020-07-03,2021-03-10,28701845,327167434,9.91706282296487,0.120166491039165,1.21171452862935,22
"1069","Utah",2020-07-14,30774,226,"Tuesday",4571,32,"no",2020-04-10,2020-05-01,3161105,327167434,9.73520335452318,0.0714939870709768,0.734386170143628,21
"1070","Vermont",2020-07-14,1305,56,"Tuesday",51,0,"no",2020-08-01,2021-06-14,626299,327167434,2.0836693017233,0.089414161606517,4.2911877394636,19
"1071","Virgin Islands",2020-07-14,243,6,"Tuesday",121,0,"no",NA,NA,NA,NA,NA,NA,2.46913580246914,18
"1072","Virginia",2020-07-14,72443,1977,"Tuesday",5703,96,"yes",2020-05-29,2021-05-15,8517685,327167434,8.50501045765369,0.232105319696608,2.72904214347832,19
"1073","Washington",2020-07-14,44257,1465,"Tuesday",5194,80,"no",2020-06-26,NA,7535591,327167434,5.87306290906712,0.194410763535335,3.3102108141085,26
"1074","West Virginia",2020-07-14,4407,97,"Tuesday",902,2,"yes",2020-07-07,2021-06-20,1805832,327167434,2.44042635195301,0.0537148527659273,2.20104379396415,18
"1075","Wisconsin",2020-07-14,41516,834,"Tuesday",5682,17,"no",2020-08-01,2021-03-31,5813568,327167434,7.14122549181501,0.143457511806863,2.00886405241353,23
"1076","Wyoming",2020-07-14,1951,22,"Tuesday",240,1,"no",2020-12-09,2021-03-16,577737,327167434,3.37696910531955,0.0380796106186725,1.12762685802153,18
"1077","Alabama",2020-07-21,70358,1303,"Tuesday",13103,139,"yes",2020-07-16,2021-04-09,4887871,327167434,14.3944060716823,0.266578230071948,1.85195713351716,19
"1078","Alaska",2020-07-21,2523,16,"Tuesday",626,1,"no",2020-04-24,2020-05-22,737438,327167434,3.42130457068933,0.0216967392512998,0.634165675782798,19
"1079","Arizona",2020-07-21,148730,2918,"Tuesday",20604,577,"yes",2020-05-08,2021-03-25,7171646,327167434,20.7386142595438,0.40688009419316,1.96194446312109,26
"1080","Arkansas",2020-07-21,34655,374,"Tuesday",4922,43,"yes",2020-07-20,2021-03-30,3013825,327167434,11.4986769304787,0.124094796479557,1.07920934930025,19
"1081","California",2020-07-21,410366,7883,"Tuesday",63773,656,"no",2020-06-18,NA,39557045,327167434,10.3740307194332,0.19928182198645,1.92096811139324,26
"1082","Colorado",2020-07-21,41152,1764,"Tuesday",3391,25,"yes",2020-07-16,2021-05-15,5695564,327167434,7.2252721591751,0.30971471833167,4.28654743390358,20
"1083","Connecticut",2020-07-21,48096,4406,"Tuesday",566,34,"no",2020-04-20,NA,3572665,327167434,13.4622193796508,1.23325304779485,9.16084497671324,20
"1084","Delaware",2020-07-21,13746,525,"Tuesday",777,7,"yes",2020-04-28,2021-05-21,967171,327167434,14.2125849513685,0.542820245851044,3.81929288520297,19
"1085","District of Columbia",2020-07-21,11427,580,"Tuesday",481,12,"no",2020-07-22,NA,702455,327167434,16.2672342000555,0.8256756660569,5.07569790846241,20
"1086","Florida",2020-07-21,369826,5205,"Tuesday",78205,797,"yes",2020-05-11,2021-05-04,21299325,327167434,17.3632732492696,0.244373941427721,1.4074186238934,21
"1087","Georgia",2020-07-21,135865,3186,"Tuesday",21286,190,"yes",2020-04-24,2021-05-01,10519475,327167434,12.9155685050822,0.302866825578273,2.34497479115298,21
"1088","Guam",2020-07-21,1296,6,"Tuesday",15,0,"no",NA,NA,NA,NA,NA,NA,0.462962962962963,19
"1089","Hawaii",2020-07-21,1396,23,"Tuesday",153,2,"no",2020-11-16,NA,1420491,327167434,0.982758778478709,0.0161915844591764,1.64756446991404,20
"1090","Idaho",2020-07-21,15899,127,"Tuesday",3937,24,"no",NA,NA,1754208,327167434,9.06334938616173,0.072397343986574,0.798792376879049,19
"1091","Illinois",2020-07-21,165534,7521,"Tuesday",8479,96,"yes",2020-05-01,2021-06-11,12741080,327167434,12.992148232332,0.59029532818254,4.54347747290587,26
"1092","Indiana",2020-07-21,59344,2846,"Tuesday",5343,71,"no",2020-07-27,2021-04-06,6691878,327167434,8.86806364371855,0.425291674474639,4.79576705311405,20
"1093","Iowa",2020-07-21,39721,808,"Tuesday",3779,49,"no",2020-11-17,2021-02-07,3156145,327167434,12.585289966082,0.256008516718972,2.03418846454017,20
"1094","Kansas",2020-07-21,23606,319,"Tuesday",3259,16,"yes",2020-07-03,2021-04-01,2911505,327167434,8.10783426440964,0.109565327897428,1.35135135135135,20
"1095","Kentucky",2020-07-21,24638,695,"Tuesday",3936,30,"yes",2020-07-10,2021-06-11,4468402,327167434,5.51382798593323,0.155536587800292,2.82084584787726,20
"1096","Louisiana",2020-07-21,96693,3608,"Tuesday",14543,163,"no",2020-08-07,2021-04-28,4659978,327167434,20.7496687752603,0.774252582308328,3.73139730900892,20
"1097","Maine",2020-07-21,3723,118,"Tuesday",157,4,"yes",2020-05-01,2021-05-24,1338404,327167434,2.78167130403077,0.0881647096093556,3.16948697287134,19
"1098","Maryland",2020-07-21,80111,3402,"Tuesday",5275,68,"yes",2020-04-18,2021-05-15,6042718,327167434,13.2574447458908,0.562991686853499,4.24660783163361,20
"1099","Massachusetts",2020-07-21,114033,8450,"Tuesday",1903,110,"yes",2020-05-06,2021-05-29,6902149,327167434,16.5213761684948,1.22425638739471,7.41013566248367,25
"1100","Michigan",2020-07-21,83184,6385,"Tuesday",5139,55,"yes",2020-04-27,2020-10-02,9995915,327167434,8.3217994550774,0.638760933841474,7.67575495287555,20
"1101","Minnesota",2020-07-21,47497,1588,"Tuesday",4289,40,"no",2020-07-25,2021-05-14,5611179,327167434,8.46470946658447,0.283006476891933,3.34336905488768,20
"1102","Mississippi",2020-07-21,45524,1389,"Tuesday",7982,117,"no",2020-08-05,2020-09-30,2986530,327167434,15.2431082225861,0.465088246225553,3.05113786134786,19
"1103","Missouri",2020-07-21,37248,1175,"Tuesday",6431,39,"no",NA,NA,6126452,327167434,6.07986482224948,0.191791268420939,3.15453178694158,20
"1104","Montana",2020-07-21,2741,40,"Tuesday",703,6,"yes",2020-07-15,2021-02-12,1062305,327167434,2.5802382554916,0.0376539694343903,1.45932141554177,19
"1105","Nebraska",2020-07-21,23190,313,"Tuesday",1473,14,"no",NA,NA,1929268,327167434,12.0201029613304,0.16223769844314,1.34971970677016,23
"1106","Nevada",2020-07-21,37605,680,"Tuesday",7936,67,"no",2020-06-26,NA,3034392,327167434,12.3929274793764,0.224097611646748,1.80827017683819,20
"1107","New Hampshire",2020-07-21,6262,400,"Tuesday",171,8,"no",2020-11-20,2021-04-16,1356458,327167434,4.6164348619714,0.294885650716793,6.38773554774832,21
"1108","New Jersey",2020-07-21,179230,15737,"Tuesday",1368,155,"yes",2020-04-08,2021-05-28,8908520,327167434,20.1189423158953,1.76651116010291,8.78033811303911,20
"1109","New Mexico",2020-07-21,17517,588,"Tuesday",2003,37,"no",2020-05-15,NA,2095428,327167434,8.3596286772917,0.280610930082064,3.3567391676657,19
"1110","New York",2020-07-21,412889,32218,"Tuesday",5014,126,"no",2020-04-17,NA,19542209,327167434,21.1280618276061,1.64863654871361,7.80306571499846,21
"1111","North Carolina",2020-07-21,103047,1702,"Tuesday",13280,120,"yes",2020-06-26,2021-05-14,10383620,327167434,9.92399567780793,0.163912007565762,1.65167350820499,21
"1112","North Dakota",2020-07-21,5211,98,"Tuesday",714,6,"no",2020-11-14,2021-01-18,760077,327167434,6.85588433803417,0.128934305340117,1.88063711379774,19
"1113","Northern Mariana Islands",2020-07-21,38,2,"Tuesday",2,0,"no",NA,NA,NA,NA,NA,NA,5.26315789473684,17
"1114","Ohio",2020-07-21,77215,3219,"Tuesday",9220,150,"no",2020-07-23,2021-06-02,11689442,327167434,6.60553343778086,0.275376703182239,4.16887910380107,20
"1115","Oklahoma",2020-07-21,26326,461,"Tuesday",4588,33,"no",NA,NA,3943079,327167434,6.67650838342321,0.116913711340808,1.75112056522069,20
"1116","Oregon",2020-07-21,15257,272,"Tuesday",2423,25,"yes",2020-07-01,2021-06-30,4190713,327167434,3.64066926081552,0.0649054230151289,1.7827882283542,21
"1117","Pennsylvania",2020-07-21,107460,7094,"Tuesday",6100,121,"yes",2020-07-01,2021-06-28,12807060,327167434,8.39068451307326,0.553913232232847,6.60152614926484,20
"1118","Puerto Rico",2020-07-21,12940,NA,"Tuesday",2817,NA,"no",NA,NA,NA,NA,NA,NA,NA,19
"1119","Rhode Island",2020-07-21,17986,996,"Tuesday",398,11,"yes",2020-05-08,2021-07-06,1057315,327167434,17.0110137470858,0.94200876749124,5.53764038696764,21
"1120","South Carolina",2020-07-21,73337,1221,"Tuesday",12948,228,"no",2020-08-03,2021-05-11,5084127,327167434,14.4246986749151,0.240159224976087,1.66491675416229,20
"1121","South Dakota",2020-07-21,8019,118,"Tuesday",447,9,"no",NA,NA,882235,327167434,9.08941495179856,0.133751211411925,1.47150517520888,20
"1122","Tennessee",2020-07-21,80026,863,"Tuesday",14614,106,"no",NA,NA,6770010,327167434,11.8206620078848,0.127473962372286,1.07839952015595,20
"1123","Texas",2020-07-21,355594,4319,"Tuesday",70956,870,"yes",2020-07-03,2021-03-10,28701845,327167434,12.3892383921661,0.150478131283895,1.21458742273492,23
"1124","Utah",2020-07-21,35089,255,"Tuesday",4315,29,"no",2020-04-10,2020-05-01,3161105,327167434,11.100232355458,0.0806679942615003,0.726723474593177,22
"1125","Vermont",2020-07-21,1366,56,"Tuesday",61,0,"no",2020-08-01,2021-06-14,626299,327167434,2.18106687061611,0.089414161606517,4.099560761347,20
"1126","Virgin Islands",2020-07-21,308,6,"Tuesday",65,0,"no",NA,NA,NA,NA,NA,NA,1.94805194805195,19
"1127","Virginia",2020-07-21,79371,2048,"Tuesday",6928,71,"yes",2020-05-29,2021-05-15,8517685,327167434,9.31837700032345,0.240440917925469,2.58028751055171,20
"1128","Washington",2020-07-21,50746,1531,"Tuesday",6489,66,"no",2020-06-26,NA,7535591,327167434,6.73417652311544,0.20316920066389,3.01698656051709,27
"1129","West Virginia",2020-07-21,5199,101,"Tuesday",792,4,"yes",2020-07-07,2021-06-20,1805832,327167434,2.87900535597996,0.0559298982408109,1.94268128486247,19
"1130","Wisconsin",2020-07-21,47893,868,"Tuesday",6377,34,"no",2020-08-01,2021-03-31,5813568,327167434,8.23814222178187,0.149305899578366,1.81237341573925,24
"1131","Wyoming",2020-07-21,2238,25,"Tuesday",287,3,"no",2020-12-09,2021-03-16,577737,327167434,3.87373493475405,0.043272284793946,1.11706881143878,19
"1132","Alabama",2020-07-28,82366,1491,"Tuesday",12008,188,"yes",2020-07-16,2021-04-09,4887871,327167434,16.8510993845787,0.305040783604968,1.81021295194619,20
"1133","Alaska",2020-07-28,3348,20,"Tuesday",825,4,"no",2020-04-24,2020-05-22,737438,327167434,4.54004268833448,0.0271209240641247,0.597371565113501,20
"1134","Arizona",2020-07-28,165994,3424,"Tuesday",17264,506,"yes",2020-05-08,2021-03-25,7171646,327167434,23.1458719518504,0.47743572396072,2.06272515874068,27
"1135","Arkansas",2020-07-28,40181,428,"Tuesday",5526,54,"yes",2020-07-20,2021-03-30,3013825,327167434,13.3322273191045,0.1420122269873,1.06518006022747,20
"1136","California",2020-07-28,474951,8716,"Tuesday",64585,833,"no",2020-06-18,NA,39557045,327167434,12.0067360946704,0.220340017814779,1.83513667725723,27
"1137","Colorado",2020-07-28,45420,1809,"Tuesday",4268,45,"yes",2020-07-16,2021-05-15,5695564,327167434,7.97462727132906,0.317615604003396,3.98282694848085,21
"1138","Connecticut",2020-07-28,49077,4423,"Tuesday",981,17,"no",2020-04-20,NA,3572665,327167434,13.736804318345,1.23801140045316,9.01236831917191,21
"1139","Delaware",2020-07-28,14476,580,"Tuesday",730,55,"yes",2020-04-28,2021-05-21,967171,327167434,14.9673635789328,0.599687128749725,4.00663166620613,20
"1140","District of Columbia",2020-07-28,11945,583,"Tuesday",518,3,"no",2020-07-22,NA,702455,327167434,17.0046479845684,0.829946402260643,4.8807032231059,21
"1141","Florida",2020-07-28,441969,6116,"Tuesday",72143,911,"yes",2020-05-11,2021-05-04,21299325,327167434,20.7503758921938,0.287145249908154,1.3838074616093,22
"1142","Georgia",2020-07-28,160038,3488,"Tuesday",24173,302,"yes",2020-04-24,2021-05-01,10519475,327167434,15.2134968712792,0.331575482616766,2.17948237293643,22
"1143","Guam",2020-07-28,1318,6,"Tuesday",22,0,"no",NA,NA,NA,NA,NA,NA,0.455235204855842,20
"1144","Hawaii",2020-07-28,1734,25,"Tuesday",338,2,"no",2020-11-16,NA,1420491,327167434,1.2207046718353,0.0175995483251918,1.44175317185698,21
"1145","Idaho",2020-07-28,19318,168,"Tuesday",3419,41,"no",NA,NA,1754208,327167434,11.0123770955326,0.0957697148798774,0.869655243814059,20
"1146","Illinois",2020-07-28,175588,7645,"Tuesday",10054,124,"yes",2020-05-01,2021-06-11,12741080,327167434,13.781249313245,0.600027627171323,4.3539421828371,27
"1147","Indiana",2020-07-28,65258,2924,"Tuesday",5914,78,"yes",2020-07-27,2021-04-06,6691878,327167434,9.75182153649544,0.436947595278934,4.48067669864231,21
"1148","Iowa",2020-07-28,42928,839,"Tuesday",3207,31,"no",2020-11-17,2021-02-07,3156145,327167434,13.6014029773664,0.265830625652497,1.95443533358181,21
"1149","Kansas",2020-07-28,26494,344,"Tuesday",2888,25,"yes",2020-07-03,2021-04-01,2911505,327167434,9.09976112010798,0.1181519523408,1.2984071865328,21
"1150","Kentucky",2020-07-28,28876,735,"Tuesday",4238,40,"yes",2020-07-10,2021-06-11,4468402,327167434,6.46226548103774,0.16448833386074,2.54536639423743,21
"1151","Louisiana",2020-07-28,111150,3812,"Tuesday",14457,204,"no",2020-08-07,2021-04-28,4659978,327167434,23.8520439366881,0.81802961301534,3.42959964012596,21
"1152","Maine",2020-07-28,3838,121,"Tuesday",115,3,"yes",2020-05-01,2021-05-24,1338404,327167434,2.86759453797209,0.0904061852773901,3.15268368942157,20
"1153","Maryland",2020-07-28,86091,3458,"Tuesday",5980,56,"yes",2020-04-18,2021-05-15,6042718,327167434,14.2470656416533,0.572259039723515,4.01668002462511,21
"1154","Massachusetts",2020-07-28,116182,8551,"Tuesday",2149,101,"yes",2020-05-06,2021-05-29,6902149,327167434,16.8327284734073,1.23888951107836,7.36000413144893,26
