"","date","state","cases","deaths","weekday","new_cases","new_deaths","mask_mandate"
"2846",2020-09-01,"New Jersey",194070,15950,"Tuesday",2220,-3,"no"
"2847",2020-09-08,"New Jersey",196450,15996,"Tuesday",2380,46,"no"
"2848",2020-09-15,"New Jersey",199193,16043,"Tuesday",2743,47,"no"
"2849",2020-09-22,"New Jersey",202371,16076,"Tuesday",3178,33,"no"
"2850",2020-09-29,"New Jersey",206354,16117,"Tuesday",3983,41,"no"
"2851",2020-10-06,"New Jersey",211129,16147,"Tuesday",4775,30,"no"
"2852",2020-10-13,"New Jersey",216873,16182,"Tuesday",5744,35,"no"
"2853",2020-10-20,"New Jersey",223982,16227,"Tuesday",7109,45,"no"
"2854",2020-10-27,"New Jersey",233120,16306,"Tuesday",9138,79,"no"
"2855",2020-11-03,"New Jersey",244614,16371,"Tuesday",11494,65,"no"
"2856",2020-11-10,"New Jersey",262230,16461,"Tuesday",17616,90,"no"
"2857",2020-11-17,"New Jersey",287320,16618,"Tuesday",25090,157,"no"
"2858",2020-11-24,"New Jersey",315675,16819,"Tuesday",28355,201,"no"
"2859",2020-12-01,"New Jersey",343739,17083,"Tuesday",28064,264,"no"
"2860",2020-12-08,"New Jersey",378891,17426,"Tuesday",35152,343,"no"
"2861",2020-12-15,"New Jersey",411282,17872,"Tuesday",32391,446,"no"
"2862",2020-12-22,"New Jersey",442274,18326,"Tuesday",30992,454,"no"
"2863",2020-12-29,"New Jersey",469567,18777,"Tuesday",27293,451,"no"
"2864",2021-01-05,"New Jersey",551419,19382,"Tuesday",81852,605,"no"
"2865",2021-01-12,"New Jersey",594751,20039,"Tuesday",43332,657,"no"
"2866",2021-01-19,"New Jersey",635701,20512,"Tuesday",40950,473,"no"
"2867",2021-01-26,"New Jersey",671727,21105,"Tuesday",36026,593,"no"
"2868",2021-02-02,"New Jersey",703496,21584,"Tuesday",31769,479,"no"
"2869",2021-02-09,"New Jersey",728304,22103,"Tuesday",24808,519,"no"
"2870",2021-02-16,"New Jersey",751065,22497,"Tuesday",22761,394,"no"
"2871",2021-02-23,"New Jersey",772267,22978,"Tuesday",21202,481,"no"
"2872",2021-03-02,"New Jersey",795785,23321,"Tuesday",23518,343,"no"
"2873",2021-03-09,"New Jersey",819042,23635,"Tuesday",23257,314,"no"
"2874",2021-03-16,"New Jersey",844563,23966,"Tuesday",25521,331,"no"
"2875",2021-03-23,"New Jersey",873840,24242,"Tuesday",29277,276,"no"
"2876",2021-03-30,"New Jersey",905144,24486,"Tuesday",31304,244,"no"
"2877",2021-04-06,"New Jersey",933738,24700,"Tuesday",28594,214,"no"
"2878",2021-04-13,"New Jersey",959920,24945,"Tuesday",26182,245,"no"
"2879",2021-04-20,"New Jersey",983875,25206,"Tuesday",23955,261,"no"
"2880",2021-04-27,"New Jersey",991010,25460,"Tuesday",7135,254,"no"
"2881",2021-05-04,"New Jersey",1001996,25658,"Tuesday",10986,198,"no"
"2882",2021-05-11,"New Jersey",1008607,25840,"Tuesday",6611,182,"no"
"2883",2021-05-18,"New Jersey",1011752,25998,"Tuesday",3145,158,"no"
"2884",2021-05-25,"New Jersey",1014579,26112,"Tuesday",2827,114,"no"
"2885",2021-06-01,"New Jersey",1016490,26219,"Tuesday",1911,107,"no"
"2886",2021-06-08,"New Jersey",1018307,26295,"Tuesday",1817,76,"no"
"2887",2021-06-15,"New Jersey",1020043,26345,"Tuesday",1736,50,"no"
"2888",2021-06-22,"New Jersey",1021554,26392,"Tuesday",1511,47,"no"
"2889",2021-06-29,"New Jersey",1023200,26444,"Tuesday",1646,52,"no"
"2890",2021-07-06,"New Jersey",1024465,26477,"Tuesday",1265,33,"no"
"2891",2021-07-13,"New Jersey",1026649,26517,"Tuesday",2184,40,"no"
"2892",2021-07-20,"New Jersey",1029901,26557,"Tuesday",3252,40,"no"
"2893",2021-07-27,"New Jersey",1035027,26586,"Tuesday",5126,29,"no"
"2894",2021-08-03,"New Jersey",1042472,26614,"Tuesday",7445,28,"no"
"2895",2021-08-10,"New Jersey",1051712,26659,"Tuesday",9240,45,"no"
"2896",2021-08-17,"New Jersey",1064059,26715,"Tuesday",12347,56,"no"
"2897",2021-08-24,"New Jersey",1077787,26775,"Tuesday",13728,60,"no"
"2898",2021-08-31,"New Jersey",1091966,26882,"Tuesday",14179,107,"no"
"2899",2021-09-07,"New Jersey",1104793,26978,"Tuesday",12827,96,"no"
"2900",2021-09-14,"New Jersey",1121089,27101,"Tuesday",16296,123,"no"
"2901",2021-09-21,"New Jersey",1137016,27240,"Tuesday",15927,139,"no"
"2902",2021-09-28,"New Jersey",1150246,27380,"Tuesday",13230,140,"no"
"2903",2021-10-05,"New Jersey",1162526,27525,"Tuesday",12280,145,"no"
"2904",2021-10-12,"New Jersey",1174169,27624,"Tuesday",11643,99,"no"
"2905",2021-10-19,"New Jersey",1183289,27768,"Tuesday",9120,144,"no"
"2906",2021-10-26,"New Jersey",1191912,27896,"Tuesday",8623,128,"no"
"2907",2021-11-02,"New Jersey",1200953,28004,"Tuesday",9041,108,"no"
"2908",2021-11-09,"New Jersey",1209785,28119,"Tuesday",8832,115,"no"
"2909",2021-11-16,"New Jersey",1221507,28200,"Tuesday",11722,81,"no"
"2910",2021-11-23,"New Jersey",1236151,28295,"Tuesday",14644,95,"no"
"2911",2020-03-17,"New Mexico",23,0,"Tuesday",0,0,"no"
"2912",2020-03-24,"New Mexico",100,0,"Tuesday",77,0,"no"
"2913",2020-03-31,"New Mexico",315,5,"Tuesday",215,5,"no"
"2914",2020-04-07,"New Mexico",794,13,"Tuesday",479,8,"no"
"2915",2020-04-14,"New Mexico",1407,36,"Tuesday",613,23,"no"
"2916",2020-04-21,"New Mexico",2072,65,"Tuesday",665,29,"no"
"2917",2020-04-28,"New Mexico",2975,110,"Tuesday",903,45,"no"
"2918",2020-05-05,"New Mexico",4137,162,"Tuesday",1162,52,"no"
"2919",2020-05-12,"New Mexico",5212,219,"Tuesday",1075,57,"no"
"2920",2020-05-19,"New Mexico",6192,276,"Tuesday",980,57,"no"
"2921",2020-05-26,"New Mexico",7130,325,"Tuesday",938,49,"no"
"2922",2020-06-02,"New Mexico",8024,367,"Tuesday",894,42,"no"
"2923",2020-06-09,"New Mexico",9105,404,"Tuesday",1081,37,"no"
"2924",2020-06-16,"New Mexico",9933,447,"Tuesday",828,43,"no"
"2925",2020-06-23,"New Mexico",10838,476,"Tuesday",905,29,"no"
"2926",2020-06-30,"New Mexico",12147,497,"Tuesday",1309,21,"no"
"2927",2020-07-07,"New Mexico",13727,519,"Tuesday",1580,22,"no"
"2928",2020-07-14,"New Mexico",15514,551,"Tuesday",1787,32,"no"
"2929",2020-07-21,"New Mexico",17517,588,"Tuesday",2003,37,"no"
"2930",2020-07-28,"New Mexico",19791,626,"Tuesday",2274,38,"no"
"2931",2020-08-04,"New Mexico",21340,658,"Tuesday",1549,32,"no"
"2932",2020-08-11,"New Mexico",22643,693,"Tuesday",1303,35,"no"
"2933",2020-08-18,"New Mexico",23579,723,"Tuesday",936,30,"no"
"2934",2020-08-25,"New Mexico",24535,750,"Tuesday",956,27,"no"
"2935",2020-09-01,"New Mexico",25460,787,"Tuesday",925,37,"no"
"2936",2020-09-08,"New Mexico",26181,807,"Tuesday",721,20,"no"
"2937",2020-09-15,"New Mexico",26923,830,"Tuesday",742,23,"no"
"2938",2020-09-22,"New Mexico",27790,854,"Tuesday",867,24,"no"
"2939",2020-09-29,"New Mexico",29157,875,"Tuesday",1367,21,"no"
"2940",2020-10-06,"New Mexico",30947,894,"Tuesday",1790,19,"no"
"2941",2020-10-13,"New Mexico",33713,918,"Tuesday",2766,24,"no"
"2942",2020-10-20,"New Mexico",37896,942,"Tuesday",4183,24,"no"
"2943",2020-10-27,"New Mexico",43169,980,"Tuesday",5273,38,"no"
"2944",2020-11-03,"New Mexico",49240,1045,"Tuesday",6071,65,"no"
"2945",2020-11-10,"New Mexico",57547,1144,"Tuesday",8307,99,"no"
"2946",2020-11-17,"New Mexico",67559,1264,"Tuesday",10012,120,"no"
"2947",2020-11-24,"New Mexico",86247,1430,"Tuesday",18688,166,"no"
"2948",2020-12-01,"New Mexico",99419,1589,"Tuesday",13172,159,"no"
"2949",2020-12-08,"New Mexico",111191,1789,"Tuesday",11772,200,"no"
"2950",2020-12-15,"New Mexico",122557,2006,"Tuesday",11366,217,"no"
"2951",2020-12-22,"New Mexico",132075,2203,"Tuesday",9518,197,"no"
"2952",2020-12-29,"New Mexico",139908,2405,"Tuesday",7833,202,"no"
"2953",2021-01-05,"New Mexico",148499,2596,"Tuesday",8591,191,"no"
"2954",2021-01-12,"New Mexico",157974,2796,"Tuesday",9475,200,"no"
"2955",2021-01-19,"New Mexico",164954,2977,"Tuesday",6980,181,"no"
"2956",2021-01-26,"New Mexico",170296,3173,"Tuesday",5342,196,"no"
"2957",2021-02-02,"New Mexico",174982,3312,"Tuesday",4686,139,"no"
"2958",2021-02-09,"New Mexico",178280,3432,"Tuesday",3298,120,"no"
"2959",2021-02-16,"New Mexico",181061,3552,"Tuesday",2781,120,"no"
"2960",2021-02-23,"New Mexico",183335,3646,"Tuesday",2274,94,"no"
"2961",2021-03-02,"New Mexico",185542,3742,"Tuesday",2207,96,"no"
"2962",2021-03-09,"New Mexico",187238,3832,"Tuesday",1696,90,"no"
"2963",2021-03-16,"New Mexico",188664,3862,"Tuesday",1426,30,"no"
"2964",2021-03-23,"New Mexico",190064,3905,"Tuesday",1400,43,"no"
"2965",2021-03-30,"New Mexico",191377,3934,"Tuesday",1313,29,"no"
"2966",2021-04-06,"New Mexico",192773,3963,"Tuesday",1396,29,"no"
"2967",2021-04-13,"New Mexico",194164,3990,"Tuesday",1391,27,"no"
"2968",2021-04-20,"New Mexico",195615,4012,"Tuesday",1451,22,"no"
"2969",2021-04-27,"New Mexico",196999,4041,"Tuesday",1384,29,"no"
"2970",2021-05-04,"New Mexico",198576,4085,"Tuesday",1577,44,"no"
"2971",2021-05-11,"New Mexico",200037,4110,"Tuesday",1461,25,"no"
"2972",2021-05-18,"New Mexico",201336,4120,"Tuesday",1299,10,"no"
"2973",2021-05-25,"New Mexico",202405,4253,"Tuesday",1069,133,"no"
"2974",2021-06-01,"New Mexico",203151,4266,"Tuesday",746,13,"no"
"2975",2021-06-08,"New Mexico",203748,4289,"Tuesday",597,23,"no"
"2976",2021-06-15,"New Mexico",204392,4304,"Tuesday",644,15,"no"
"2977",2021-06-22,"New Mexico",205058,4332,"Tuesday",666,28,"no"
"2978",2021-06-29,"New Mexico",205484,4340,"Tuesday",426,8,"no"
"2979",2021-07-06,"New Mexico",205915,4348,"Tuesday",431,8,"no"
"2980",2021-07-13,"New Mexico",206666,4361,"Tuesday",751,13,"no"
"2981",2021-07-20,"New Mexico",207701,4389,"Tuesday",1035,28,"no"
"2982",2021-07-27,"New Mexico",209356,4404,"Tuesday",1655,15,"no"
"2983",2021-08-03,"New Mexico",211970,4417,"Tuesday",2614,13,"no"
"2984",2021-08-10,"New Mexico",215781,4432,"Tuesday",3811,15,"no"
"2985",2021-08-17,"New Mexico",221087,4457,"Tuesday",5306,25,"no"
"2986",2021-08-24,"New Mexico",226868,4485,"Tuesday",5781,28,"no"
"2987",2021-08-31,"New Mexico",232614,4520,"Tuesday",5746,35,"no"
"2988",2021-09-07,"New Mexico",237889,4564,"Tuesday",5275,44,"no"
"2989",2021-09-14,"New Mexico",242399,4633,"Tuesday",4510,69,"no"
"2990",2021-09-21,"New Mexico",246639,4702,"Tuesday",4240,69,"no"
"2991",2021-09-28,"New Mexico",251384,4778,"Tuesday",4745,76,"no"
"2992",2021-10-05,"New Mexico",256115,4832,"Tuesday",4731,54,"no"
"2993",2021-10-12,"New Mexico",261370,4887,"Tuesday",5255,55,"no"
"2994",2021-10-19,"New Mexico",266148,4954,"Tuesday",4778,67,"no"
"2995",2021-10-26,"New Mexico",271898,5014,"Tuesday",5750,60,"no"
"2996",2021-11-02,"New Mexico",278509,5075,"Tuesday",6611,61,"no"
"2997",2021-11-09,"New Mexico",287221,5137,"Tuesday",8712,62,"no"
"2998",2021-11-16,"New Mexico",296790,5205,"Tuesday",9569,68,"no"
"2999",2021-11-23,"New Mexico",306743,5291,"Tuesday",9953,86,"no"
"3000",2020-03-03,"New York",2,0,"Tuesday",0,0,"no"
"3001",2020-03-10,"New York",173,0,"Tuesday",171,0,"no"
"3002",2020-03-17,"New York",1375,18,"Tuesday",1202,18,"no"
"3003",2020-03-24,"New York",25704,264,"Tuesday",24329,246,"no"
"3004",2020-03-31,"New York",76211,1929,"Tuesday",50507,1665,"no"
"3005",2020-04-07,"New York",141703,7185,"Tuesday",65492,5256,"no"
"3006",2020-04-14,"New York",205375,14001,"Tuesday",63672,6816,"no"
"3007",2020-04-21,"New York",255932,19040,"Tuesday",50557,5039,"no"
"3008",2020-04-28,"New York",300276,22777,"Tuesday",44344,3737,"no"
"3009",2020-05-05,"New York",326659,25028,"Tuesday",26383,2251,"no"
"3010",2020-05-12,"New York",343705,27282,"Tuesday",17046,2254,"no"
"3011",2020-05-19,"New York",357757,28437,"Tuesday",14052,1155,"no"
"3012",2020-05-26,"New York",368669,29241,"Tuesday",10912,804,"no"
"3013",2020-06-02,"New York",377881,29847,"Tuesday",9212,606,"no"
"3014",2020-06-09,"New York",384281,30309,"Tuesday",6400,462,"no"
"3015",2020-06-16,"New York",389349,30683,"Tuesday",5068,374,"no"
"3016",2020-06-23,"New York",393855,30970,"Tuesday",4506,287,"no"
"3017",2020-06-30,"New York",398142,31776,"Tuesday",4287,806,"no"
"3018",2020-07-07,"New York",402928,31934,"Tuesday",4786,158,"no"
"3019",2020-07-14,"New York",407875,32092,"Tuesday",4947,158,"no"
"3020",2020-07-21,"New York",412889,32218,"Tuesday",5014,126,"no"
"3021",2020-07-28,"New York",417591,32333,"Tuesday",4702,115,"no"
"3022",2020-08-04,"New York",422296,32422,"Tuesday",4705,89,"no"
"3023",2020-08-11,"New York",426713,32372,"Tuesday",4417,-50,"no"
"3024",2020-08-18,"New York",431298,32446,"Tuesday",4585,74,"no"
"3025",2020-08-25,"New York",435495,32495,"Tuesday",4197,49,"no"
"3026",2020-09-01,"New York",440237,32551,"Tuesday",4742,56,"no"
"3027",2020-09-08,"New York",445308,32612,"Tuesday",5071,61,"no"
"3028",2020-09-15,"New York",450425,32655,"Tuesday",5117,43,"no"
"3029",2020-09-22,"New York",455938,32690,"Tuesday",5513,35,"no"
"3030",2020-09-29,"New York",462364,32743,"Tuesday",6426,53,"no"
"3031",2020-10-06,"New York",471638,32836,"Tuesday",9274,93,"no"
"3032",2020-10-13,"New York",481436,32905,"Tuesday",9798,69,"no"
"3033",2020-10-20,"New York",491216,32998,"Tuesday",9780,93,"no"
"3034",2020-10-27,"New York",503387,33092,"Tuesday",12171,94,"no"
"3035",2020-11-03,"New York",518431,33198,"Tuesday",15044,106,"no"
"3036",2020-11-10,"New York",540897,33373,"Tuesday",22466,175,"no"
"3037",2020-11-17,"New York",573544,33576,"Tuesday",32647,203,"no"
"3038",2020-11-24,"New York",611756,33847,"Tuesday",38212,271,"no"
"3039",2020-12-01,"New York",660041,34222,"Tuesday",48285,375,"no"
"3040",2020-12-08,"New York",728010,34723,"Tuesday",67969,501,"no"
"3041",2020-12-15,"New York",799551,35425,"Tuesday",71541,702,"no"
"3042",2020-12-22,"New York",871155,36300,"Tuesday",71604,875,"no"
"3043",2020-12-29,"New York",950730,37256,"Tuesday",79575,956,"no"
"3044",2021-01-05,"New York",1048538,38315,"Tuesday",97808,1059,"no"
"3045",2021-01-12,"New York",1164819,39588,"Tuesday",116281,1273,"no"
"3046",2021-01-19,"New York",1268949,40933,"Tuesday",104130,1345,"no"
"3047",2021-01-26,"New York",1358964,42273,"Tuesday",90015,1340,"no"
"3048",2021-02-02,"New York",1437045,43524,"Tuesday",78081,1251,"no"
"3049",2021-02-09,"New York",1497732,44683,"Tuesday",60687,1159,"no"
"3050",2021-02-16,"New York",1553374,45683,"Tuesday",55642,1000,"no"
"3051",2021-02-23,"New York",1605149,46562,"Tuesday",51775,879,"no"
"3052",2021-03-02,"New York",1656941,47345,"Tuesday",51792,783,"no"
"3053",2021-03-09,"New York",1707181,48000,"Tuesday",50240,655,"no"
"3054",2021-03-16,"New York",1755450,48624,"Tuesday",48269,624,"no"
"3055",2021-03-23,"New York",1794735,48977,"Tuesday",39285,353,"no"
"3056",2021-03-30,"New York",1863912,49696,"Tuesday",69177,719,"no"
"3057",2021-04-06,"New York",1916964,50239,"Tuesday",53052,543,"no"
"3058",2021-04-13,"New York",1965610,50745,"Tuesday",48646,506,"no"
"3059",2021-04-20,"New York",2006712,51183,"Tuesday",41102,438,"no"
"3060",2021-04-27,"New York",2035668,51587,"Tuesday",28956,404,"no"
"3061",2021-05-04,"New York",2057701,51949,"Tuesday",22033,362,"no"
"3062",2021-05-11,"New York",2073713,52234,"Tuesday",16012,285,"no"
"3063",2021-05-18,"New York",2086577,52480,"Tuesday",12864,246,"no"
"3064",2021-05-25,"New York",2095438,52638,"Tuesday",8861,158,"no"
"3065",2021-06-01,"New York",2101111,52784,"Tuesday",5673,146,"no"
"3066",2021-06-08,"New York",2105081,52906,"Tuesday",3970,122,"no"
"3067",2021-06-15,"New York",2108249,52993,"Tuesday",3168,87,"no"
"3068",2021-06-22,"New York",2110612,53048,"Tuesday",2363,55,"no"
"3069",2021-06-29,"New York",2112872,53093,"Tuesday",2260,45,"no"
"3070",2021-07-06,"New York",2115292,53127,"Tuesday",2420,34,"no"
"3071",2021-07-13,"New York",2119875,53159,"Tuesday",4583,32,"no"
"3072",2021-07-20,"New York",2126775,53200,"Tuesday",6900,41,"no"
"3073",2021-07-27,"New York",2138250,53236,"Tuesday",11475,36,"no"
"3074",2021-08-03,"New York",2156305,53294,"Tuesday",18055,58,"no"
"3075",2021-08-10,"New York",2177918,53360,"Tuesday",21613,66,"no"
"3076",2021-08-17,"New York",2211095,53519,"Tuesday",33177,159,"no"
"3077",2021-08-24,"New York",2242677,53662,"Tuesday",31582,143,"no"
"3078",2021-08-31,"New York",2276228,53847,"Tuesday",33551,185,"no"
"3079",2021-09-07,"New York",2308382,54069,"Tuesday",32154,222,"no"
"3080",2021-09-14,"New York",2342490,54317,"Tuesday",34108,248,"no"
"3081",2021-09-21,"New York",2380164,54559,"Tuesday",37674,242,"no"
"3082",2021-09-28,"New York",2414540,54822,"Tuesday",34376,263,"no"
"3083",2021-10-05,"New York",2447269,55090,"Tuesday",32729,268,"no"
"3084",2021-10-12,"New York",2481730,55347,"Tuesday",34461,257,"no"
"3085",2021-10-19,"New York",2512960,55588,"Tuesday",31230,241,"no"
"3086",2021-10-26,"New York",2538935,55840,"Tuesday",25975,252,"no"
"3087",2021-11-02,"New York",2566536,56067,"Tuesday",27601,227,"no"
"3088",2021-11-09,"New York",2597571,56323,"Tuesday",31035,256,"no"
"3089",2021-11-16,"New York",2637053,56551,"Tuesday",39482,228,"no"
"3090",2021-11-23,"New York",2684084,56775,"Tuesday",47031,224,"no"
"3091",2020-03-03,"North Carolina",1,0,"Tuesday",0,0,"no"
"3092",2020-03-10,"North Carolina",7,0,"Tuesday",6,0,"no"
"3093",2020-03-17,"North Carolina",42,0,"Tuesday",35,0,"no"
"3094",2020-03-24,"North Carolina",397,0,"Tuesday",355,0,"no"
"3095",2020-03-31,"North Carolina",1527,10,"Tuesday",1130,10,"no"
"3096",2020-04-07,"North Carolina",3220,50,"Tuesday",1693,40,"no"
"3097",2020-04-14,"North Carolina",4992,116,"Tuesday",1772,66,"no"
"3098",2020-04-21,"North Carolina",6951,217,"Tuesday",1959,101,"no"
"3099",2020-04-28,"North Carolina",9568,353,"Tuesday",2617,136,"no"
"3100",2020-05-05,"North Carolina",12283,477,"Tuesday",2715,124,"no"
"3101",2020-05-12,"North Carolina",15402,597,"Tuesday",3119,120,"no"
"3102",2020-05-19,"North Carolina",19762,711,"Tuesday",4360,114,"no"
"3103",2020-05-26,"North Carolina",24188,789,"Tuesday",4426,78,"no"
"3104",2020-06-02,"North Carolina",30052,950,"Tuesday",5864,161,"no"
"3105",2020-06-09,"North Carolina",37393,1069,"Tuesday",7341,119,"no"
"3106",2020-06-16,"North Carolina",46105,1185,"Tuesday",8712,116,"no"
"3107",2020-06-23,"North Carolina",54826,1276,"Tuesday",8721,91,"no"
"3108",2020-06-30,"North Carolina",65064,1362,"Tuesday",10238,86,"no"
"3109",2020-07-07,"North Carolina",76188,1446,"Tuesday",11124,84,"no"
"3110",2020-07-14,"North Carolina",89767,1582,"Tuesday",13579,136,"no"
"3111",2020-07-21,"North Carolina",103047,1702,"Tuesday",13280,120,"no"
"3112",2020-07-28,"North Carolina",116300,1847,"Tuesday",13253,145,"no"
"3113",2020-08-04,"North Carolina",128236,2038,"Tuesday",11936,191,"no"
"3114",2020-08-11,"North Carolina",138074,2238,"Tuesday",9838,200,"no"
"3115",2020-08-18,"North Carolina",147141,2425,"Tuesday",9067,187,"no"
"3116",2020-08-25,"North Carolina",158185,2607,"Tuesday",11044,182,"no"
"3117",2020-09-01,"North Carolina",169966,2769,"Tuesday",11781,162,"no"
"3118",2020-09-08,"North Carolina",179150,2942,"Tuesday",9184,173,"no"
"3119",2020-09-15,"North Carolina",187486,3135,"Tuesday",8336,193,"no"
"3120",2020-09-22,"North Carolina",196258,3320,"Tuesday",8772,185,"no"
"3121",2020-09-29,"North Carolina",209384,3511,"Tuesday",13126,191,"no"
"3122",2020-10-06,"North Carolina",221438,3691,"Tuesday",12054,180,"no"
"3123",2020-10-13,"North Carolina",234842,3849,"Tuesday",13404,158,"no"
"3124",2020-10-20,"North Carolina",249158,4018,"Tuesday",14316,169,"no"
"3125",2020-10-27,"North Carolina",264334,4236,"Tuesday",15176,218,"no"
"3126",2020-11-03,"North Carolina",280657,4481,"Tuesday",16323,245,"no"
"3127",2020-11-10,"North Carolina",298089,4685,"Tuesday",17432,204,"no"
"3128",2020-11-17,"North Carolina",318537,4881,"Tuesday",20448,196,"no"
"3129",2020-11-24,"North Carolina",343566,5114,"Tuesday",25029,233,"no"
"3130",2020-12-01,"North Carolina",368615,5322,"Tuesday",25049,208,"no"
"3131",2020-12-08,"North Carolina",404520,5642,"Tuesday",35905,320,"no"
"3132",2020-12-15,"North Carolina",447303,5926,"Tuesday",42783,284,"no"
"3133",2020-12-22,"North Carolina",491242,6342,"Tuesday",43939,416,"no"
"3134",2020-12-29,"North Carolina",526439,6630,"Tuesday",35197,288,"no"
"3135",2021-01-05,"North Carolina",578309,7080,"Tuesday",51870,450,"no"
"3136",2021-01-12,"North Carolina",636681,7687,"Tuesday",58372,607,"no"
"3137",2021-01-19,"North Carolina",683971,8196,"Tuesday",47290,509,"no"
"3138",2021-01-26,"North Carolina",728645,8839,"Tuesday",44674,643,"no"
"3139",2021-02-02,"North Carolina",766378,9477,"Tuesday",37733,638,"no"
"3140",2021-02-09,"North Carolina",803935,10088,"Tuesday",37557,611,"no"
"3141",2021-02-16,"North Carolina",827985,10611,"Tuesday",24050,523,"no"
"3142",2021-02-23,"North Carolina",847652,11007,"Tuesday",19667,396,"no"
"3143",2021-03-02,"North Carolina",864656,11320,"Tuesday",17004,313,"no"
"3144",2021-03-09,"North Carolina",877212,11577,"Tuesday",12556,257,"no"
"3145",2021-03-16,"North Carolina",888797,11753,"Tuesday",11585,176,"no"
"3146",2021-03-23,"North Carolina",900546,11878,"Tuesday",11749,125,"no"
"3147",2021-03-30,"North Carolina",913515,12116,"Tuesday",12969,238,"no"
"3148",2021-04-06,"North Carolina",924682,12211,"Tuesday",11167,95,"no"
"3149",2021-04-13,"North Carolina",937761,12335,"Tuesday",13079,124,"no"
"3150",2021-04-20,"North Carolina",951660,12460,"Tuesday",13899,125,"no"
"3151",2021-04-27,"North Carolina",964612,12611,"Tuesday",12952,151,"no"
"3152",2021-05-04,"North Carolina",976059,12723,"Tuesday",11447,112,"no"
"3153",2021-05-11,"North Carolina",985664,12826,"Tuesday",9605,103,"no"
"3154",2021-05-18,"North Carolina",993211,12934,"Tuesday",7547,108,"no"
"3155",2021-05-25,"North Carolina",999342,13027,"Tuesday",6131,93,"no"
"3156",2021-06-01,"North Carolina",1003793,13118,"Tuesday",4451,91,"no"
"3157",2021-06-08,"North Carolina",1007015,13229,"Tuesday",3222,111,"no"
"3158",2021-06-15,"North Carolina",1009956,13316,"Tuesday",2941,87,"no"
"3159",2021-06-22,"North Carolina",1011980,13401,"Tuesday",2024,85,"no"
"3160",2021-06-29,"North Carolina",1014376,13443,"Tuesday",2396,42,"no"
"3161",2021-07-06,"North Carolina",1016742,13468,"Tuesday",2366,25,"no"
"3162",2021-07-13,"North Carolina",1020940,13515,"Tuesday",4198,47,"no"
"3163",2021-07-20,"North Carolina",1027790,13557,"Tuesday",6850,42,"no"
"3164",2021-07-27,"North Carolina",1040149,13600,"Tuesday",12359,43,"no"
"3165",2021-08-03,"North Carolina",1060143,13695,"Tuesday",19994,95,"no"
"3166",2021-08-10,"North Carolina",1091376,13784,"Tuesday",31233,89,"no"
"3167",2021-08-17,"North Carolina",1127239,13912,"Tuesday",35863,128,"no"
"3168",2021-08-24,"North Carolina",1168443,14168,"Tuesday",41204,256,"no"
"3169",2021-08-31,"North Carolina",1215455,14485,"Tuesday",47012,317,"no"
"3170",2021-09-07,"North Carolina",1264147,14848,"Tuesday",48692,363,"no"
"3171",2021-09-14,"North Carolina",1310185,15322,"Tuesday",46038,474,"no"
"3172",2021-09-21,"North Carolina",1353006,15829,"Tuesday",42821,507,"no"
"3173",2021-09-28,"North Carolina",1388006,16305,"Tuesday",35000,476,"no"
"3174",2021-10-05,"North Carolina",1415881,16829,"Tuesday",27875,524,"no"
"3175",2021-10-12,"North Carolina",1439167,17250,"Tuesday",23286,421,"no"
"3176",2021-10-19,"North Carolina",1457389,17593,"Tuesday",18222,343,"no"
"3177",2021-10-26,"North Carolina",1472579,17906,"Tuesday",15190,313,"no"
"3178",2021-11-02,"North Carolina",1485692,18148,"Tuesday",13113,242,"no"
"3179",2021-11-09,"North Carolina",1497516,18356,"Tuesday",11824,208,"no"
"3180",2021-11-16,"North Carolina",1510009,18482,"Tuesday",12493,126,"no"
"3181",2021-11-23,"North Carolina",1523894,18662,"Tuesday",13885,180,"no"
"3182",2020-03-17,"North Dakota",5,0,"Tuesday",0,0,"no"
"3183",2020-03-24,"North Dakota",37,0,"Tuesday",32,0,"no"
"3184",2020-03-31,"North Dakota",126,3,"Tuesday",89,3,"no"
"3185",2020-04-07,"North Dakota",237,4,"Tuesday",111,1,"no"
"3186",2020-04-14,"North Dakota",341,9,"Tuesday",104,5,"no"
"3187",2020-04-21,"North Dakota",644,13,"Tuesday",303,4,"no"
"3188",2020-04-28,"North Dakota",991,19,"Tuesday",347,6,"no"
"3189",2020-05-05,"North Dakota",1266,25,"Tuesday",275,6,"no"
"3190",2020-05-12,"North Dakota",1571,38,"Tuesday",305,13,"no"
"3191",2020-05-19,"North Dakota",1994,45,"Tuesday",423,7,"no"
"3192",2020-05-26,"North Dakota",2422,54,"Tuesday",428,9,"no"
"3193",2020-06-02,"North Dakota",2649,68,"Tuesday",227,14,"no"
"3194",2020-06-09,"North Dakota",2904,75,"Tuesday",255,7,"no"
"3195",2020-06-16,"North Dakota",3127,77,"Tuesday",223,2,"no"
"3196",2020-06-23,"North Dakota",3326,84,"Tuesday",199,7,"no"
"3197",2020-06-30,"North Dakota",3585,88,"Tuesday",259,4,"no"
"3198",2020-07-07,"North Dakota",3903,89,"Tuesday",318,1,"no"
"3199",2020-07-14,"North Dakota",4497,92,"Tuesday",594,3,"no"
"3200",2020-07-21,"North Dakota",5211,98,"Tuesday",714,6,"no"
"3201",2020-07-28,"North Dakota",6145,104,"Tuesday",934,6,"no"
