"","date","state","cases","deaths","weekday","new_cases","new_deaths","mask_mandate"
"1",2020-03-17,"Alabama",39,0,"Tuesday",0,0,"no"
"2",2020-03-24,"Alabama",242,0,"Tuesday",203,0,"no"
"3",2020-03-31,"Alabama",999,14,"Tuesday",757,14,"no"
"4",2020-04-07,"Alabama",2197,64,"Tuesday",1198,50,"no"
"5",2020-04-14,"Alabama",3953,114,"Tuesday",1756,50,"no"
"6",2020-04-21,"Alabama",5327,186,"Tuesday",1374,72,"no"
"7",2020-04-28,"Alabama",6750,242,"Tuesday",1423,56,"no"
"8",2020-05-05,"Alabama",8437,315,"Tuesday",1687,73,"no"
"9",2020-05-12,"Alabama",10464,435,"Tuesday",2027,120,"no"
"10",2020-05-19,"Alabama",12376,504,"Tuesday",1912,69,"no"
"11",2020-05-26,"Alabama",15650,580,"Tuesday",3274,76,"no"
"12",2020-06-02,"Alabama",18771,653,"Tuesday",3121,73,"no"
"13",2020-06-09,"Alabama",21422,729,"Tuesday",2651,76,"no"
"14",2020-06-16,"Alabama",26912,785,"Tuesday",5490,56,"no"
"15",2020-06-23,"Alabama",31097,864,"Tuesday",4185,79,"no"
"16",2020-06-30,"Alabama",38045,950,"Tuesday",6948,86,"no"
"17",2020-07-07,"Alabama",45785,1033,"Tuesday",7740,83,"no"
"18",2020-07-14,"Alabama",57255,1164,"Tuesday",11470,131,"no"
"19",2020-07-21,"Alabama",70358,1303,"Tuesday",13103,139,"no"
"20",2020-07-28,"Alabama",82366,1491,"Tuesday",12008,188,"no"
"21",2020-08-04,"Alabama",93702,1666,"Tuesday",11336,175,"no"
"22",2020-08-11,"Alabama",103851,1847,"Tuesday",10149,181,"no"
"23",2020-08-18,"Alabama",110361,1936,"Tuesday",6510,89,"no"
"24",2020-08-25,"Alabama",117242,2037,"Tuesday",6881,101,"no"
"25",2020-09-01,"Alabama",127616,2200,"Tuesday",10374,163,"no"
"26",2020-09-08,"Alabama",133606,2277,"Tuesday",5990,77,"no"
"27",2020-09-15,"Alabama",140160,2387,"Tuesday",6554,110,"no"
"28",2020-09-22,"Alabama",146584,2457,"Tuesday",6424,70,"no"
"29",2020-09-29,"Alabama",153554,2517,"Tuesday",6970,60,"no"
"30",2020-10-06,"Alabama",160477,2580,"Tuesday",6923,63,"no"
"31",2020-10-13,"Alabama",167193,2665,"Tuesday",6716,85,"no"
"32",2020-10-20,"Alabama",174528,2805,"Tuesday",7335,140,"no"
"33",2020-10-27,"Alabama",186437,2892,"Tuesday",11909,87,"no"
"34",2020-11-03,"Alabama",195929,2987,"Tuesday",9492,95,"no"
"35",2020-11-10,"Alabama",206567,3120,"Tuesday",10638,133,"no"
"36",2020-11-17,"Alabama",220848,3301,"Tuesday",14281,181,"no"
"37",2020-11-24,"Alabama",236865,3472,"Tuesday",16017,171,"no"
"38",2020-12-01,"Alabama",252900,3638,"Tuesday",16035,166,"no"
"39",2020-12-08,"Alabama",276665,3942,"Tuesday",23765,304,"no"
"40",2020-12-15,"Alabama",301533,4124,"Tuesday",24868,182,"no"
"41",2020-12-22,"Alabama",329811,4452,"Tuesday",28278,328,"no"
"42",2020-12-29,"Alabama",351804,4737,"Tuesday",21993,285,"no"
"43",2021-01-05,"Alabama",379593,4886,"Tuesday",27789,149,"no"
"44",2021-01-12,"Alabama",407848,5573,"Tuesday",28255,687,"no"
"45",2021-01-19,"Alabama",426543,6126,"Tuesday",18695,553,"no"
"46",2021-01-26,"Alabama",445909,6896,"Tuesday",19366,770,"no"
"47",2021-02-02,"Alabama",462938,7894,"Tuesday",17029,998,"no"
"48",2021-02-09,"Alabama",474666,8579,"Tuesday",11728,685,"no"
"49",2021-02-16,"Alabama",482488,9257,"Tuesday",7822,678,"no"
"50",2021-02-23,"Alabama",488973,9660,"Tuesday",6485,403,"no"
"51",2021-03-02,"Alabama",494421,9991,"Tuesday",5448,331,"no"
"52",2021-03-09,"Alabama",500616,10186,"Tuesday",6195,195,"no"
"53",2021-03-16,"Alabama",508717,10337,"Tuesday",8101,151,"no"
"54",2021-03-23,"Alabama",511789,10450,"Tuesday",3072,113,"no"
"55",2021-03-30,"Alabama",514980,10527,"Tuesday",3191,77,"no"
"56",2021-04-06,"Alabama",517114,10652,"Tuesday",2134,125,"no"
"57",2021-04-13,"Alabama",520503,10722,"Tuesday",3389,70,"no"
"58",2021-04-20,"Alabama",523955,10798,"Tuesday",3452,76,"no"
"59",2021-04-27,"Alabama",526707,10854,"Tuesday",2752,56,"no"
"60",2021-05-04,"Alabama",528784,10913,"Tuesday",2077,59,"no"
"61",2021-05-11,"Alabama",531404,10985,"Tuesday",2620,72,"no"
"62",2021-05-18,"Alabama",540603,11043,"Tuesday",9199,58,"no"
"63",2021-05-25,"Alabama",542562,11124,"Tuesday",1959,81,"no"
"64",2021-06-01,"Alabama",544045,11156,"Tuesday",1483,32,"no"
"65",2021-06-08,"Alabama",546540,11220,"Tuesday",2495,64,"no"
"66",2021-06-15,"Alabama",548163,11281,"Tuesday",1623,61,"no"
"67",2021-06-22,"Alabama",549013,11311,"Tuesday",850,30,"no"
"68",2021-06-29,"Alabama",550451,11338,"Tuesday",1438,27,"no"
"69",2021-07-06,"Alabama",551298,11358,"Tuesday",847,20,"no"
"70",2021-07-13,"Alabama",555215,11402,"Tuesday",3917,44,"no"
"71",2021-07-20,"Alabama",562311,11460,"Tuesday",7096,58,"no"
"72",2021-07-27,"Alabama",574737,11492,"Tuesday",12426,32,"no"
"73",2021-08-03,"Alabama",592417,11542,"Tuesday",17680,50,"no"
"74",2021-08-10,"Alabama",615901,11648,"Tuesday",23484,106,"no"
"75",2021-08-17,"Alabama",641386,11832,"Tuesday",25485,184,"no"
"76",2021-08-24,"Alabama",665653,12000,"Tuesday",24267,168,"no"
"77",2021-08-31,"Alabama",699729,12283,"Tuesday",34076,283,"no"
"78",2021-09-07,"Alabama",727360,12420,"Tuesday",27631,137,"no"
"79",2021-09-14,"Alabama",754242,12718,"Tuesday",26882,298,"no"
"80",2021-09-21,"Alabama",775531,13460,"Tuesday",21289,742,"no"
"81",2021-09-28,"Alabama",792632,14155,"Tuesday",17101,695,"no"
"82",2021-10-05,"Alabama",802977,14542,"Tuesday",10345,387,"no"
"83",2021-10-12,"Alabama",809485,14869,"Tuesday",6508,327,"no"
"84",2021-10-19,"Alabama",815324,15263,"Tuesday",5839,394,"no"
"85",2021-10-26,"Alabama",821255,15424,"Tuesday",5931,161,"no"
"86",2021-11-02,"Alabama",833009,15629,"Tuesday",11754,205,"no"
"87",2021-11-09,"Alabama",837250,15879,"Tuesday",4241,250,"no"
"88",2021-11-16,"Alabama",840495,15999,"Tuesday",3245,120,"no"
"89",2021-11-23,"Alabama",843780,16086,"Tuesday",3285,87,"no"
"90",2020-03-17,"Alaska",6,0,"Tuesday",0,0,"no"
"91",2020-03-24,"Alaska",42,0,"Tuesday",36,0,"no"
"92",2020-03-31,"Alaska",133,2,"Tuesday",91,2,"no"
"93",2020-04-07,"Alaska",211,4,"Tuesday",78,2,"no"
"94",2020-04-14,"Alaska",283,7,"Tuesday",72,3,"no"
"95",2020-04-21,"Alaska",327,7,"Tuesday",44,0,"no"
"96",2020-04-28,"Alaska",349,7,"Tuesday",22,0,"no"
"97",2020-05-05,"Alaska",369,7,"Tuesday",20,0,"no"
"98",2020-05-12,"Alaska",383,8,"Tuesday",14,1,"no"
"99",2020-05-19,"Alaska",399,8,"Tuesday",16,0,"no"
"100",2020-05-26,"Alaska",416,8,"Tuesday",17,0,"no"
"101",2020-06-02,"Alaska",497,8,"Tuesday",81,0,"no"
"102",2020-06-09,"Alaska",620,9,"Tuesday",123,1,"no"
"103",2020-06-16,"Alaska",751,10,"Tuesday",131,1,"no"
"104",2020-06-23,"Alaska",905,10,"Tuesday",154,0,"no"
"105",2020-06-30,"Alaska",1132,12,"Tuesday",227,2,"no"
"106",2020-07-07,"Alaska",1423,15,"Tuesday",291,3,"no"
"107",2020-07-14,"Alaska",1897,15,"Tuesday",474,0,"no"
"108",2020-07-21,"Alaska",2523,16,"Tuesday",626,1,"no"
"109",2020-07-28,"Alaska",3348,20,"Tuesday",825,4,"no"
"110",2020-08-04,"Alaska",4123,23,"Tuesday",775,3,"no"
"111",2020-08-11,"Alaska",4587,24,"Tuesday",464,1,"no"
"112",2020-08-18,"Alaska",5175,27,"Tuesday",588,3,"no"
"113",2020-08-25,"Alaska",5621,33,"Tuesday",446,6,"no"
"114",2020-09-01,"Alaska",6109,36,"Tuesday",488,3,"no"
"115",2020-09-08,"Alaska",6670,39,"Tuesday",561,3,"no"
"116",2020-09-15,"Alaska",7256,41,"Tuesday",586,2,"no"
"117",2020-09-22,"Alaska",7821,42,"Tuesday",565,1,"no"
"118",2020-09-29,"Alaska",8602,52,"Tuesday",781,10,"no"
"119",2020-10-06,"Alaska",9656,54,"Tuesday",1054,2,"no"
"120",2020-10-13,"Alaska",10960,56,"Tuesday",1304,2,"no"
"121",2020-10-20,"Alaska",12349,63,"Tuesday",1389,7,"no"
"122",2020-10-27,"Alaska",14699,66,"Tuesday",2350,3,"no"
"123",2020-11-03,"Alaska",17339,79,"Tuesday",2640,13,"no"
"124",2020-11-10,"Alaska",20715,87,"Tuesday",3376,8,"no"
"125",2020-11-17,"Alaska",24909,94,"Tuesday",4194,7,"no"
"126",2020-11-24,"Alaska",28708,110,"Tuesday",3799,16,"no"
"127",2020-12-01,"Alaska",32911,116,"Tuesday",4203,6,"no"
"128",2020-12-08,"Alaska",37923,139,"Tuesday",5012,23,"no"
"129",2020-12-15,"Alaska",41645,172,"Tuesday",3722,33,"no"
"130",2020-12-22,"Alaska",44241,186,"Tuesday",2596,14,"no"
"131",2020-12-29,"Alaska",45856,193,"Tuesday",1615,7,"no"
"132",2021-01-05,"Alaska",48302,209,"Tuesday",2446,16,"no"
"133",2021-01-12,"Alaska",50243,216,"Tuesday",1941,7,"no"
"134",2021-01-19,"Alaska",51914,221,"Tuesday",1671,5,"no"
"135",2021-01-26,"Alaska",53143,251,"Tuesday",1229,30,"no"
"136",2021-02-02,"Alaska",54223,269,"Tuesday",1080,18,"no"
"137",2021-02-09,"Alaska",55500,269,"Tuesday",1277,0,"no"
"138",2021-02-16,"Alaska",56504,276,"Tuesday",1004,7,"no"
"139",2021-02-23,"Alaska",57371,279,"Tuesday",867,3,"no"
"140",2021-03-02,"Alaska",58383,290,"Tuesday",1012,11,"no"
"141",2021-03-09,"Alaska",59299,291,"Tuesday",916,1,"no"
"142",2021-03-16,"Alaska",60277,292,"Tuesday",978,1,"no"
"143",2021-03-23,"Alaska",61212,298,"Tuesday",935,6,"no"
"144",2021-03-30,"Alaska",62395,299,"Tuesday",1183,1,"no"
"145",2021-04-06,"Alaska",63566,299,"Tuesday",1171,0,"no"
"146",2021-04-13,"Alaska",64809,300,"Tuesday",1243,1,"no"
"147",2021-04-20,"Alaska",65944,318,"Tuesday",1135,18,"no"
"148",2021-04-27,"Alaska",67104,330,"Tuesday",1160,12,"no"
"149",2021-05-04,"Alaska",67964,331,"Tuesday",860,1,"no"
"150",2021-05-11,"Alaska",68617,334,"Tuesday",653,3,"no"
"151",2021-05-18,"Alaska",69088,351,"Tuesday",471,17,"no"
"152",2021-05-25,"Alaska",69476,352,"Tuesday",388,1,"no"
"153",2021-06-01,"Alaska",69737,352,"Tuesday",261,0,"no"
"154",2021-06-08,"Alaska",69937,352,"Tuesday",200,0,"no"
"155",2021-06-15,"Alaska",70132,356,"Tuesday",195,4,"no"
"156",2021-06-22,"Alaska",70372,356,"Tuesday",240,0,"no"
"157",2021-06-29,"Alaska",70581,357,"Tuesday",209,1,"no"
"158",2021-07-06,"Alaska",70774,360,"Tuesday",193,3,"no"
"159",2021-07-13,"Alaska",71291,364,"Tuesday",517,4,"no"
"160",2021-07-20,"Alaska",72281,364,"Tuesday",990,0,"no"
"161",2021-07-27,"Alaska",73757,367,"Tuesday",1476,3,"no"
"162",2021-08-03,"Alaska",75892,374,"Tuesday",2135,7,"no"
"163",2021-08-10,"Alaska",78040,383,"Tuesday",2148,9,"no"
"164",2021-08-17,"Alaska",80656,391,"Tuesday",2616,8,"no"
"165",2021-08-24,"Alaska",84174,410,"Tuesday",3518,19,"no"
"166",2021-08-31,"Alaska",87842,427,"Tuesday",3668,17,"no"
"167",2021-09-07,"Alaska",92054,433,"Tuesday",4212,6,"no"
"168",2021-09-14,"Alaska",96567,449,"Tuesday",4513,16,"no"
"169",2021-09-21,"Alaska",102551,463,"Tuesday",5984,14,"no"
"170",2021-09-28,"Alaska",111572,545,"Tuesday",9021,82,"no"
"171",2021-10-05,"Alaska",117953,564,"Tuesday",6381,19,"no"
"172",2021-10-12,"Alaska",123716,594,"Tuesday",5763,30,"no"
"173",2021-10-19,"Alaska",129713,665,"Tuesday",5997,71,"no"
"174",2021-10-26,"Alaska",134802,696,"Tuesday",5089,31,"no"
"175",2021-11-02,"Alaska",138996,716,"Tuesday",4194,20,"no"
"176",2021-11-09,"Alaska",142893,802,"Tuesday",3897,86,"no"
"177",2021-11-16,"Alaska",145641,820,"Tuesday",2748,18,"no"
"178",2021-11-23,"Alaska",148004,840,"Tuesday",2363,20,"no"
"179",2021-09-21,"American Samoa",1,0,"Tuesday",0,0,"no"
"180",2021-09-28,"American Samoa",1,0,"Tuesday",0,0,"no"
"181",2021-10-05,"American Samoa",1,0,"Tuesday",0,0,"no"
"182",2021-10-12,"American Samoa",1,0,"Tuesday",0,0,"no"
"183",2021-10-19,"American Samoa",1,0,"Tuesday",0,0,"no"
"184",2021-10-26,"American Samoa",1,0,"Tuesday",0,0,"no"
"185",2021-11-02,"American Samoa",1,0,"Tuesday",0,0,"no"
"186",2021-11-09,"American Samoa",1,0,"Tuesday",0,0,"no"
"187",2021-11-16,"American Samoa",1,0,"Tuesday",0,0,"no"
"188",2021-11-23,"American Samoa",1,0,"Tuesday",0,0,"no"
"189",2020-01-28,"Arizona",1,0,"Tuesday",0,0,"no"
"190",2020-02-04,"Arizona",1,0,"Tuesday",0,0,"no"
"191",2020-02-11,"Arizona",1,0,"Tuesday",0,0,"no"
"192",2020-02-18,"Arizona",1,0,"Tuesday",0,0,"no"
"193",2020-02-25,"Arizona",1,0,"Tuesday",0,0,"no"
"194",2020-03-03,"Arizona",2,0,"Tuesday",1,0,"no"
"195",2020-03-10,"Arizona",6,0,"Tuesday",4,0,"no"
"196",2020-03-17,"Arizona",20,0,"Tuesday",14,0,"no"
"197",2020-03-24,"Arizona",326,6,"Tuesday",306,6,"no"
"198",2020-03-31,"Arizona",1298,24,"Tuesday",972,18,"no"
"199",2020-04-07,"Arizona",2577,77,"Tuesday",1279,53,"no"
"200",2020-04-14,"Arizona",3806,131,"Tuesday",1229,54,"no"
"201",2020-04-21,"Arizona",5251,213,"Tuesday",1445,82,"no"
"202",2020-04-28,"Arizona",6948,297,"Tuesday",1697,84,"no"
"203",2020-05-05,"Arizona",9305,395,"Tuesday",2357,98,"no"
"204",2020-05-12,"Arizona",11736,562,"Tuesday",2431,167,"no"
"205",2020-05-19,"Arizona",14566,704,"Tuesday",2830,142,"no"
"206",2020-05-26,"Arizona",16783,807,"Tuesday",2217,103,"no"
"207",2020-06-02,"Arizona",21250,943,"Tuesday",4467,136,"no"
"208",2020-06-09,"Arizona",28396,1074,"Tuesday",7146,131,"no"
"209",2020-06-16,"Arizona",39298,1228,"Tuesday",10902,154,"no"
"210",2020-06-23,"Arizona",58397,1398,"Tuesday",19099,170,"no"
"211",2020-06-30,"Arizona",79399,1645,"Tuesday",21002,247,"no"
"212",2020-07-07,"Arizona",105159,1933,"Tuesday",25760,288,"no"
"213",2020-07-14,"Arizona",128126,2341,"Tuesday",22967,408,"no"
"214",2020-07-21,"Arizona",148730,2918,"Tuesday",20604,577,"no"
"215",2020-07-28,"Arizona",165994,3424,"Tuesday",17264,506,"no"
"216",2020-08-04,"Arizona",180537,3850,"Tuesday",14543,426,"no"
"217",2020-08-11,"Arizona",188780,4205,"Tuesday",8243,355,"no"
"218",2020-08-18,"Arizona",194931,4535,"Tuesday",6151,330,"no"
"219",2020-08-25,"Arizona",199293,4796,"Tuesday",4362,261,"no"
"220",2020-09-01,"Arizona",202375,5048,"Tuesday",3082,252,"no"
"221",2020-09-08,"Arizona",206048,5221,"Tuesday",3673,173,"no"
"222",2020-09-15,"Arizona",209215,5346,"Tuesday",3167,125,"no"
"223",2020-09-22,"Arizona",214846,5501,"Tuesday",5631,155,"no"
"224",2020-09-29,"Arizona",218185,5632,"Tuesday",3339,131,"no"
"225",2020-10-06,"Arizona",221937,5713,"Tuesday",3752,81,"no"
"226",2020-10-13,"Arizona",226749,5767,"Tuesday",4812,54,"no"
"227",2020-10-20,"Arizona",232939,5837,"Tuesday",6190,70,"no"
"228",2020-10-27,"Arizona",240158,5891,"Tuesday",7219,54,"no"
"229",2020-11-03,"Arizona",249841,6022,"Tuesday",9683,131,"no"
"230",2020-11-10,"Arizona",263445,6198,"Tuesday",13604,176,"no"
"231",2020-11-17,"Arizona",281284,6320,"Tuesday",17839,122,"no"
"232",2020-11-24,"Arizona",307943,6515,"Tuesday",26659,195,"no"
"233",2020-12-01,"Arizona",338254,6692,"Tuesday",30311,177,"no"
"234",2020-12-08,"Arizona",379662,6985,"Tuesday",41408,293,"no"
"235",2020-12-15,"Arizona",427121,7428,"Tuesday",47459,443,"no"
"236",2020-12-22,"Arizona",470351,8133,"Tuesday",43230,705,"no"
"237",2020-12-29,"Arizona",510548,8647,"Tuesday",40197,514,"no"
"238",2021-01-05,"Arizona",571676,9354,"Tuesday",61128,707,"no"
"239",2021-01-12,"Arizona",638739,10537,"Tuesday",67063,1183,"no"
"240",2021-01-19,"Arizona",686028,11266,"Tuesday",47289,729,"no"
"241",2021-01-26,"Arizona",734613,12489,"Tuesday",48585,1223,"no"
"242",2021-02-02,"Arizona",766445,13415,"Tuesday",31832,926,"no"
"243",2021-02-09,"Arizona",788540,14317,"Tuesday",22095,902,"no"
"244",2021-02-16,"Arizona",799944,14981,"Tuesday",11404,664,"no"
"245",2021-02-23,"Arizona",811560,15651,"Tuesday",11616,670,"no"
"246",2021-03-02,"Arizona",819281,16065,"Tuesday",7721,414,"no"
"247",2021-03-09,"Arizona",827800,16326,"Tuesday",8519,261,"no"
"248",2021-03-16,"Arizona",833883,16574,"Tuesday",6083,248,"no"
"249",2021-03-23,"Arizona",837244,16798,"Tuesday",3361,224,"no"
"250",2021-03-30,"Arizona",841078,16941,"Tuesday",3834,143,"no"
"251",2021-04-06,"Arizona",845488,16997,"Tuesday",4410,56,"no"
"252",2021-04-13,"Arizona",850860,17105,"Tuesday",5372,108,"no"
"253",2021-04-20,"Arizona",855155,17193,"Tuesday",4295,88,"no"
"254",2021-04-27,"Arizona",860169,17276,"Tuesday",5014,83,"no"
"255",2021-05-04,"Arizona",865280,17355,"Tuesday",5111,79,"no"
"256",2021-05-11,"Arizona",870155,17428,"Tuesday",4875,73,"no"
"257",2021-05-18,"Arizona",874065,17480,"Tuesday",3910,52,"no"
"258",2021-05-25,"Arizona",877682,17569,"Tuesday",3617,89,"no"
"259",2021-06-01,"Arizona",881454,17628,"Tuesday",3772,59,"no"
"260",2021-06-08,"Arizona",884609,17713,"Tuesday",3155,85,"no"
"261",2021-06-15,"Arizona",887569,17779,"Tuesday",2960,66,"no"
"262",2021-06-22,"Arizona",890533,17858,"Tuesday",2964,79,"no"
"263",2021-06-29,"Arizona",894106,17930,"Tuesday",3573,72,"no"
"264",2021-07-06,"Arizona",897910,18000,"Tuesday",3804,70,"no"
"265",2021-07-13,"Arizona",901906,18055,"Tuesday",3996,55,"no"
"266",2021-07-20,"Arizona",910436,18117,"Tuesday",8530,62,"no"
"267",2021-07-27,"Arizona",920084,18183,"Tuesday",9648,66,"no"
"268",2021-08-03,"Arizona",933361,18282,"Tuesday",13277,99,"no"
"269",2021-08-10,"Arizona",950827,18400,"Tuesday",17466,118,"no"
"270",2021-08-17,"Arizona",970523,18467,"Tuesday",19696,67,"no"
"271",2021-08-24,"Arizona",991309,18638,"Tuesday",20786,171,"no"
"272",2021-08-31,"Arizona",1011923,18786,"Tuesday",20614,148,"no"
"273",2021-09-07,"Arizona",1034790,19053,"Tuesday",22867,267,"no"
"274",2021-09-14,"Arizona",1053487,19304,"Tuesday",18697,251,"no"
"275",2021-09-21,"Arizona",1070757,19584,"Tuesday",17270,280,"no"
"276",2021-09-28,"Arizona",1087451,19920,"Tuesday",16694,336,"no"
"277",2021-10-05,"Arizona",1106789,20211,"Tuesday",19338,291,"no"
"278",2021-10-12,"Arizona",1122390,20453,"Tuesday",15601,242,"no"
"279",2021-10-19,"Arizona",1137636,20679,"Tuesday",15246,226,"no"
"280",2021-10-26,"Arizona",1150432,20967,"Tuesday",12796,288,"no"
"281",2021-11-02,"Arizona",1173340,21149,"Tuesday",22908,182,"no"
"282",2021-11-09,"Arizona",1195483,21486,"Tuesday",22143,337,"no"
"283",2021-11-16,"Arizona",1220433,21736,"Tuesday",24950,250,"no"
"284",2021-11-23,"Arizona",1248184,22062,"Tuesday",27751,326,"no"
"285",2020-03-17,"Arkansas",22,0,"Tuesday",0,0,"no"
"286",2020-03-24,"Arkansas",231,2,"Tuesday",209,2,"no"
"287",2020-03-31,"Arkansas",564,8,"Tuesday",333,6,"no"
"288",2020-04-07,"Arkansas",997,18,"Tuesday",433,10,"no"
"289",2020-04-14,"Arkansas",1498,32,"Tuesday",501,14,"no"
"290",2020-04-21,"Arkansas",2262,43,"Tuesday",764,11,"no"
"291",2020-04-28,"Arkansas",3127,57,"Tuesday",865,14,"no"
"292",2020-05-05,"Arkansas",3525,83,"Tuesday",398,26,"no"
"293",2020-05-12,"Arkansas",4164,95,"Tuesday",639,12,"no"
"294",2020-05-19,"Arkansas",4923,102,"Tuesday",759,7,"no"
"295",2020-05-26,"Arkansas",6180,119,"Tuesday",1257,17,"no"
"296",2020-06-02,"Arkansas",7818,136,"Tuesday",1638,17,"no"
"297",2020-06-09,"Arkansas",10080,161,"Tuesday",2262,25,"no"
"298",2020-06-16,"Arkansas",13191,188,"Tuesday",3111,27,"no"
"299",2020-06-23,"Arkansas",16678,237,"Tuesday",3487,49,"no"
"300",2020-06-30,"Arkansas",20777,270,"Tuesday",4099,33,"no"
"301",2020-07-07,"Arkansas",24512,301,"Tuesday",3735,31,"no"
"302",2020-07-14,"Arkansas",29733,331,"Tuesday",5221,30,"no"
"303",2020-07-21,"Arkansas",34655,374,"Tuesday",4922,43,"no"
"304",2020-07-28,"Arkansas",40181,428,"Tuesday",5526,54,"no"
"305",2020-08-04,"Arkansas",45381,490,"Tuesday",5200,62,"no"
"306",2020-08-11,"Arkansas",50411,566,"Tuesday",5030,76,"no"
"307",2020-08-18,"Arkansas",53487,619,"Tuesday",3076,53,"no"
"308",2020-08-25,"Arkansas",57374,711,"Tuesday",3887,92,"no"
"309",2020-09-01,"Arkansas",61497,814,"Tuesday",4123,103,"no"
"310",2020-09-08,"Arkansas",66757,917,"Tuesday",5260,103,"no"
"311",2020-09-15,"Arkansas",71497,1150,"Tuesday",4740,233,"no"
"312",2020-09-22,"Arkansas",76981,1209,"Tuesday",5484,59,"no"
"313",2020-09-29,"Arkansas",82755,1350,"Tuesday",5774,141,"no"
"314",2020-10-06,"Arkansas",88071,1469,"Tuesday",5316,119,"no"
"315",2020-10-13,"Arkansas",94167,1611,"Tuesday",6096,142,"no"
"316",2020-10-20,"Arkansas",100441,1728,"Tuesday",6274,117,"no"
"317",2020-10-27,"Arkansas",107679,1857,"Tuesday",7238,129,"no"
"318",2020-11-03,"Arkansas",114519,2003,"Tuesday",6840,146,"no"
"319",2020-11-10,"Arkansas",124235,2112,"Tuesday",9716,109,"no"
"320",2020-11-17,"Arkansas",135902,2245,"Tuesday",11667,133,"no"
"321",2020-11-24,"Arkansas",148312,2405,"Tuesday",12410,160,"no"
"322",2020-12-01,"Arkansas",159309,2512,"Tuesday",10997,107,"no"
"323",2020-12-08,"Arkansas",174325,2752,"Tuesday",15016,240,"no"
"324",2020-12-15,"Arkansas",189198,3016,"Tuesday",14873,264,"no"
"325",2020-12-22,"Arkansas",205048,3338,"Tuesday",15850,322,"no"
"326",2020-12-29,"Arkansas",219246,3603,"Tuesday",14198,265,"no"
"327",2021-01-05,"Arkansas",238888,3836,"Tuesday",19642,233,"no"
"328",2021-01-12,"Arkansas",259553,4121,"Tuesday",20665,285,"no"
"329",2021-01-19,"Arkansas",273594,4386,"Tuesday",14041,265,"no"
"330",2021-01-26,"Arkansas",287187,4690,"Tuesday",13593,304,"no"
"331",2021-02-02,"Arkansas",298004,4939,"Tuesday",10817,249,"no"
"332",2021-02-09,"Arkansas",308848,5148,"Tuesday",10844,209,"no"
"333",2021-02-16,"Arkansas",313525,5287,"Tuesday",4677,139,"no"
"334",2021-02-23,"Arkansas",316593,5377,"Tuesday",3068,90,"no"
"335",2021-03-02,"Arkansas",322949,5254,"Tuesday",6356,-123,"no"
"336",2021-03-09,"Arkansas",325383,5357,"Tuesday",2434,103,"no"
"337",2021-03-16,"Arkansas",327456,5493,"Tuesday",2073,136,"no"
"338",2021-03-23,"Arkansas",328946,5547,"Tuesday",1490,54,"no"
"339",2021-03-30,"Arkansas",330186,5616,"Tuesday",1240,69,"no"
"340",2021-04-06,"Arkansas",331261,5653,"Tuesday",1075,37,"no"
"341",2021-04-13,"Arkansas",332446,5673,"Tuesday",1185,20,"no"
"342",2021-04-20,"Arkansas",333709,5706,"Tuesday",1263,33,"no"
"343",2021-04-27,"Arkansas",334998,5725,"Tuesday",1289,19,"no"
"344",2021-05-04,"Arkansas",336462,5752,"Tuesday",1464,27,"no"
"345",2021-05-11,"Arkansas",337819,5770,"Tuesday",1357,18,"no"
"346",2021-05-18,"Arkansas",339162,5805,"Tuesday",1343,35,"no"
"347",2021-05-25,"Arkansas",340515,5824,"Tuesday",1353,19,"no"
"348",2021-06-01,"Arkansas",341450,5834,"Tuesday",935,10,"no"
"349",2021-06-08,"Arkansas",342726,5852,"Tuesday",1276,18,"no"
"350",2021-06-15,"Arkansas",344369,5869,"Tuesday",1643,17,"no"
"351",2021-06-22,"Arkansas",346180,5884,"Tuesday",1811,15,"no"
"352",2021-06-29,"Arkansas",348699,5905,"Tuesday",2519,21,"no"
"353",2021-07-06,"Arkansas",352095,5926,"Tuesday",3396,21,"no"
"354",2021-07-13,"Arkansas",358949,5970,"Tuesday",6854,44,"no"
"355",2021-07-20,"Arkansas",367007,6007,"Tuesday",8058,37,"no"
"356",2021-07-27,"Arkansas",378023,6087,"Tuesday",11016,80,"no"
"357",2021-08-03,"Arkansas",391623,6215,"Tuesday",13600,128,"no"
"358",2021-08-10,"Arkansas",407892,6346,"Tuesday",16269,131,"no"
"359",2021-08-17,"Arkansas",422866,6539,"Tuesday",14974,193,"no"
"360",2021-08-24,"Arkansas",438465,6749,"Tuesday",15599,210,"no"
"361",2021-08-31,"Arkansas",452891,6934,"Tuesday",14426,185,"no"
"362",2021-09-07,"Arkansas",465315,7108,"Tuesday",12424,174,"no"
"363",2021-09-14,"Arkansas",477191,7334,"Tuesday",11876,226,"no"
"364",2021-09-21,"Arkansas",486853,7499,"Tuesday",9662,165,"no"
"365",2021-09-28,"Arkansas",493920,7651,"Tuesday",7067,152,"no"
"366",2021-10-05,"Arkansas",499004,7775,"Tuesday",5084,124,"no"
"367",2021-10-12,"Arkansas",503822,8147,"Tuesday",4818,372,"no"
"368",2021-10-19,"Arkansas",507759,8221,"Tuesday",3937,74,"no"
"369",2021-10-26,"Arkansas",510908,8306,"Tuesday",3149,85,"no"
"370",2021-11-02,"Arkansas",513993,8412,"Tuesday",3085,106,"no"
"371",2021-11-09,"Arkansas",517000,8522,"Tuesday",3007,110,"no"
