"","X","state","date","cases","deaths","weekday","new_cases","new_deaths","mask_mandate","mandate_start","mandate_end","population","us_population","prop_cases","prop_deaths","deaths_per_cases","weeks","cases_proyected","deaths_proyected","new_cases_proyected","new_deaths_proyected"
"297",1361,"Florida",2020-08-25,605494,10579,"Tuesday",25570,822,"yes","2020-05-11","2021-05-04",21299325,327167434,28.4278492393538,0.496682406602087,1.74716842776312,26,599436.390951808,10421.7490500192,32385.9140447411,1228.7686072341
"298",1362,"Georgia",2020-08-25,241865,5147,"Tuesday",17184,456,"yes","2020-04-24","2021-05-01",10519475,327167434,22.9921170020367,0.48928297277193,2.12804663758708,26,234693.065389221,4925.4778140869,15936.2568093725,443.531372547914
"299",1366,"Illinois",2020-08-25,225812,8155,"Tuesday",14006,138,"yes","2020-05-01","2021-06-11",12741080,327167434,17.7231443488307,0.6400556310768,3.61141126246612,31,218559.281450398,8086.90376806874,13177.9766384178,141.0627247941
"300",1367,"Indiana",2020-08-25,90460,3241,"Tuesday",6661,76,"yes","2020-07-27","2021-04-06",6691878,327167434,13.5178794353394,0.484318452906643,3.58279902719434,25,87067.7752503127,3214.12029667916,5869.91512665033,107.955966599275
"301",1369,"Kansas",2020-08-25,39089,433,"Tuesday",3457,18,"yes","2020-07-03","2021-04-01",2911505,327167434,13.4257025146788,0.148720335359204,1.10772851697408,25,37493.892671922,429.196609238055,3744.22012034054,30.2502038996619
"302",1370,"Kentucky",2020-08-25,46798,918,"Tuesday",4528,60,"yes","2020-07-10","2021-06-11",4468402,327167434,10.4730953034217,0.205442572087292,1.96162229155092,25,44915.6668619962,886.896945411823,5166.89999007139,66.3373128846312
"303",1371,"Louisiana",2020-08-25,144257,4797,"Tuesday",5009,243,"yes","2020-08-07","2021-04-28",4659978,327167434,30.956583915203,1.02940400147812,3.32531523600241,25,142351.237871042,4679.50386533549,4550.62292528333,229.216394015428
"304",1372,"Maine",2020-08-25,4368,131,"Tuesday",155,4,"yes","2020-05-01","2021-05-24",1338404,327167434,3.26358857265818,0.097877770837505,2.99908424908425,24,4296.94383489555,127.502972265387,208.914831564552,-0.0243562261768631
"305",1373,"Maryland",2020-08-25,105554,3707,"Tuesday",3774,57,"yes","2020-04-18","2021-05-15",6042718,327167434,17.4679672293163,0.613465662306267,3.51194649184304,25,104041.715182498,3673.21970589416,4045.18826318345,31.6399945141779
"306",1374,"Massachusetts",2020-08-25,126420,8961,"Tuesday",2357,113,"yes","2020-05-06","2021-05-29",6902149,327167434,18.3160346147265,1.29829130028923,7.08827717133365,30,125258.047980799,8896.90245498772,2279.39169401997,98.5203910154178
"307",1375,"Michigan",2020-08-25,108742,6687,"Tuesday",5215,80,"yes","2020-04-27","2020-10-02",9995915,327167434,10.8786439260438,0.668973275583076,6.14941788821247,25,106210.872415318,6643.80527539325,5213.54685150566,79.5970699638865
"308",1376,"Minnesota",2020-08-25,70753,1825,"Tuesday",4646,58,"yes","2020-07-25","2021-05-14",5611179,327167434,12.6092929845938,0.325243589627064,2.57939592667449,25,68327.5770924347,1797.78628812926,3967.01168552408,66.7895972092867
"309",1377,"Mississippi",2020-08-25,79206,2315,"Tuesday",5999,187,"yes","2020-08-05","2020-09-30",2986530,327167434,26.5210796476178,0.775147077042588,2.92275837689064,24,75795.0457537439,2226.43133228183,4234.6744569388,179.263574968572
"310",1379,"Montana",2020-08-25,6649,97,"Tuesday",782,13,"yes","2020-07-15","2021-02-12",1062305,327167434,6.25903106923153,0.0913108758783965,1.45886599488645,24,6277.36233815508,87.7351386016717,720.910428272761,3.27610637302253
"311",1383,"New Jersey",2020-08-25,191850,15953,"Tuesday",1913,28,"yes","2020-04-08","2021-05-28",8908520,327167434,21.5355637075519,1.79075761181431,8.31535053427157,25,191255.094796049,15942.5288990874,2673.11497145411,36.0031544027133
"312",1386,"North Carolina",2020-08-25,158185,2607,"Tuesday",11044,182,"yes","2020-06-26","2021-05-14",10383620,327167434,15.2340898453526,0.251068509826053,1.64807029743655,26,151895.392917402,2524.28027284792,8622.87995020236,179.036273372482
"313",1389,"Ohio",2020-08-25,116495,3996,"Tuesday",6572,125,"yes","2020-07-23","2021-06-02",11689442,327167434,9.96583070432276,0.3418469418814,3.43019013691575,25,113653.126674205,3955.16762563505,6735.2182010594,176.179910039534
"314",1391,"Oregon",2020-08-25,25408,436,"Tuesday",1723,37,"yes","2020-07-01","2021-06-30",4190713,327167434,6.06293010282498,0.104039575127192,1.71599496221662,26,24697.9670415584,413.226222897728,1793.8519415127,21.8046379757192
"315",1392,"Pennsylvania",2020-08-25,134803,7666,"Tuesday",4517,105,"yes","2020-07-01","2021-06-28",12807060,327167434,10.525678805284,0.598576097871018,5.68681705896753,25,132979.800648473,7640.74405251125,5183.61660279888,182.146016828216
"316",1394,"Rhode Island",2020-08-25,21372,1039,"Tuesday",680,15,"yes","2020-05-08","2021-07-06",1057315,327167434,20.2134652397819,0.982677820706223,4.86150102938424,26,21019.0957078511,1028.02359113836,626.142338332582,9.51432577060575
"317",1395,"South Carolina",2020-08-25,113488,2529,"Tuesday",5816,186,"yes","2020-08-03","2021-05-11",5084127,327167434,22.3220230336496,0.497430532321478,2.22842943747357,25,110554.774790629,2476.02879475765,4207.1978072449,240.013457847441
"318",1398,"Texas",2020-08-25,613707,12012,"Tuesday",36487,1214,"yes","2020-07-03","2021-03-10",28701845,327167434,21.3821445973247,0.418509681172064,1.95728580576725,28,605305.467459136,11628.3158968682,52421.9944588121,1552.42135768165
"319",1400,"Vermont",2020-08-25,1572,58,"Tuesday",42,0,"yes","2020-08-01","2021-06-14",626299,327167434,2.50998325081151,0.0926075245210355,3.68956743002544,25,1559.85145091225,58,66.9130185503498,-0.50655983613845
"320",1402,"Virginia",2020-08-25,114635,2494,"Tuesday",6353,98,"yes","2020-05-29","2021-05-15",8517685,327167434,13.4584690558526,0.292802563137754,2.17560081999389,25,111706.350906669,2422.43100755174,5993.78099736449,26.7720934325812
"321",1404,"West Virginia",2020-08-25,9395,187,"Tuesday",664,23,"yes","2020-07-07","2021-06-20",1805832,327167434,5.20258805913285,0.103553375950808,1.99042043640234,24,9193.28451861069,173.223617814395,870.848092014139,13.1701237327536
"322",1405,"Wisconsin",2020-08-25,76453,1106,"Tuesday",4936,43,"yes","2020-08-01","2021-03-31",5813568,327167434,13.1507879498442,0.190244613978885,1.4466404196042,29,74363.8967602918,1086.77445173683,5064.41196300866,45.4272310555532
"323",1407,"Alabama",2020-09-01,127616,2200,"Tuesday",10374,163,"yes","2020-07-16","2021-04-09",4887871,327167434,26.1087086790957,0.450093711556627,1.72392176529589,25,120841.752226852,2089.45906403275,7074.28249844706,107.363535742
"324",1409,"Arizona",2020-09-01,202375,5048,"Tuesday",3082,252,"yes","2020-05-08","2021-03-25",7171646,327167434,28.2187659569365,0.703883041633678,2.49437924644842,32,201510.468040734,4932.08004041171,3429.21473652721,222.491814838376
"325",1410,"Arkansas",2020-09-01,61497,814,"Tuesday",4123,103,"yes","2020-07-20","2021-03-30",3013825,327167434,20.4049671099019,0.2700886746908,1.32364180366522,25,59422.1790698462,762.007202973092,4327.4942109371,114.674186999935
"326",1412,"Colorado",2020-09-01,58118,1953,"Tuesday",1942,21,"yes","2020-07-16","2021-05-15",5695564,327167434,10.2040816326531,0.34289843815292,3.36040469389862,26,57470.4022998864,1945.13270020482,2668.30883678245,24.9765375370819
"327",1414,"Delaware",2020-09-01,17535,605,"Tuesday",573,2,"yes","2020-04-28","2021-05-21",967171,327167434,18.1301962114249,0.625535711885489,3.45024237239806,25,17149.5659125311,608.063061154549,90.652097903996,14.0605245131816
"328",1416,"Florida",2020-09-01,631032,11373,"Tuesday",25538,794,"yes","2020-05-11","2021-05-04",21299325,327167434,29.6268543721456,0.53396058325792,1.80228577948503,27,618698.730363442,11015.6156201052,19262.3394116343,593.866570085947
"329",1417,"Georgia",2020-09-01,256544,5604,"Tuesday",14679,457,"yes","2020-04-24","2021-05-01",10519475,327167434,24.3875288453083,0.532726205442762,2.1844206062118,27,250943.739772697,5391.36252924667,16250.6743834754,465.884715159771
"330",1421,"Illinois",2020-09-01,239115,8299,"Tuesday",13303,144,"yes","2020-05-01","2021-06-11",12741080,327167434,18.7672473605063,0.651357655708935,3.47071492796353,32,233158.577297502,8224.88825531378,14599.2958471038,137.984487245049
"331",1422,"Indiana",2020-09-01,96988,3312,"Tuesday",6528,71,"yes","2020-07-27","2021-04-06",6691878,327167434,14.4933903457296,0.494928329536193,3.41485544603456,26,93986.4956783527,3279.68164567819,6918.72042804008,65.5613489990342
"332",1424,"Kansas",2020-09-01,43491,454,"Tuesday",4402,21,"yes","2020-07-03","2021-04-01",2911505,327167434,14.9376353466678,0.155933099891637,1.04389413901727,26,40941.3105406872,442.290688362358,3447.41786876514,13.0940791243032
"333",1425,"Kentucky",2020-09-01,51762,983,"Tuesday",4964,65,"yes","2020-07-10","2021-06-11",4468402,327167434,11.5840069895233,0.219989159435521,1.89907654263746,26,49240.7677484796,949.555553009801,4325.10088648341,62.6586075979778
"334",1426,"Louisiana",2020-09-01,149583,4984,"Tuesday",5326,187,"yes","2020-08-07","2021-04-28",4659978,327167434,32.0995077659165,1.06953294629288,3.33192943048341,26,146828.668788348,4923.32000137797,4477.43091730555,243.816136042482
"335",1427,"Maine",2020-09-01,4548,132,"Tuesday",180,1,"yes","2020-05-01","2021-05-24",1338404,327167434,3.39807711274025,0.0986249293935165,2.9023746701847,25,4447.6255351615,133.046998977834,150.681700265949,5.54402671244786
"336",1428,"Maryland",2020-09-01,109353,3761,"Tuesday",3799,54,"yes","2020-04-18","2021-05-15",6042718,327167434,18.0966578284805,0.622402038288068,3.43932036615365,26,107493.157553968,3735.83293762023,3451.44237146998,62.6132317260776
"337",1429,"Massachusetts",2020-09-01,128888,9064,"Tuesday",2468,103,"yes","2020-05-06","2021-05-29",6902149,327167434,18.6736044092934,1.3132141887983,7.0324622928434,31,127615.23942582,9018.0400351774,2357.19144502116,121.137580189683
"338",1430,"Michigan",2020-09-01,113969,6770,"Tuesday",5227,83,"yes","2020-04-27","2020-10-02",9995915,327167434,11.4015575362536,0.677276667518681,5.94021181198396,26,111447.199531825,6727.36252134277,5236.32711650687,83.5572459495288
"339",1431,"Minnesota",2020-09-01,76404,1872,"Tuesday",5651,47,"yes","2020-07-25","2021-05-14",5611179,327167434,13.6163897106116,0.333619725907871,2.45013350086383,26,73197.0476113726,1854.71006357349,4869.47051893786,56.9237754442256
"340",1432,"Mississippi",2020-09-01,83584,2493,"Tuesday",4378,178,"yes","2020-08-05","2020-09-30",2986530,327167434,27.9869949406167,0.83474801860353,2.98262825421133,25,82387.4037307525,2414.57489710727,6592.35797700858,188.143564825442
"341",1434,"Montana",2020-09-01,7526,105,"Tuesday",877,8,"yes","2020-07-15","2021-02-12",1062305,327167434,7.08459434908054,0.0988416697652746,1.39516343343077,25,7078.25908951962,104.236053080999,800.896751364541,16.5009144793269
"342",1438,"New Jersey",2020-09-01,194070,15950,"Tuesday",2220,-3,"yes","2020-04-08","2021-05-28",8908520,327167434,21.7847633501412,1.79042085554054,8.21868398000722,26,192813.713146402,15967.0184561321,1558.61835035324,24.4895570446206
"343",1441,"North Carolina",2020-09-01,169966,2769,"Tuesday",11781,162,"yes","2020-06-26","2021-05-14",10383620,327167434,16.3686652631741,0.266670005258282,1.62914935928362,27,164014.066561241,2703.0599341159,12118.673643839,178.779661267981
"344",1444,"Ohio",2020-09-01,124610,4165,"Tuesday",8115,169,"yes","2020-07-23","2021-06-02",11689442,327167434,10.6600469038642,0.356304432666675,3.34242837653479,26,119926.909547105,4060.00560998221,6273.78287290037,104.837984347161
"345",1446,"Oregon",2020-09-01,26958,467,"Tuesday",1550,31,"yes","2020-07-01","2021-06-30",4190713,327167434,6.43279556485973,0.111436884367887,1.73232435640626,27,26315.9484255716,455.767429589573,1617.98138401318,42.5412066918457
"346",1447,"Pennsylvania",2020-09-01,139591,7764,"Tuesday",4788,98,"yes","2020-07-01","2021-06-28",12807060,327167434,10.8995351001713,0.606228127298537,5.56196316381429,26,137119.891440241,7719.04554363738,4140.09079176825,78.3014911261307
"347",1449,"Rhode Island",2020-09-01,22002,1050,"Tuesday",630,11,"yes","2020-05-08","2021-07-06",1057315,327167434,20.8093141589782,0.993081531993777,4.77229342787019,27,21720.3347079292,1046.58219739227,701.239000078094,18.5586062539135
"348",1450,"South Carolina",2020-09-01,119846,2757,"Tuesday",6358,228,"yes","2020-08-03","2021-05-11",5084127,327167434,23.5725818808224,0.54227598956517,2.30045224705038,26,116512.769008637,2627.46596884024,5957.99421800775,151.437174082589
"349",1453,"Texas",2020-09-01,645534,13004,"Tuesday",31827,992,"yes","2020-07-03","2021-03-10",28701845,327167434,22.4910280157948,0.453071919244216,2.01445624862517,29,632806.498073895,12669.2621834068,27501.0306147592,1040.94628653861
"350",1455,"Vermont",2020-09-01,1635,58,"Tuesday",63,0,"yes","2020-08-01","2021-06-14",626299,327167434,2.61057418261885,0.0926075245210355,3.5474006116208,26,1593.43039494338,58,33.5789440311312,0
"351",1457,"Virginia",2020-09-01,121615,2612,"Tuesday",6980,118,"yes","2020-05-29","2021-05-15",8517685,327167434,14.2779405437041,0.306656092588538,2.14776137811948,26,117949.938454254,2544.49303752831,6243.58754758514,122.062029976574
"352",1459,"West Virginia",2020-09-01,10507,222,"Tuesday",1112,35,"yes","2020-07-07","2021-06-20",1805832,327167434,5.81837070115049,0.12293502385604,2.11287712953269,25,9745.70323357983,199.682720895901,552.418714969141,26.4591030815062
"353",1460,"Wisconsin",2020-09-01,81688,1141,"Tuesday",5235,35,"yes","2020-08-01","2021-03-31",5813568,327167434,14.0512676552506,0.196265013155432,1.39677798452649,30,79047.3205599058,1128.14794903862,4683.42379961399,41.3734973017874
"354",1462,"Alabama",2020-09-08,133606,2277,"Tuesday",5990,77,"yes","2020-07-16","2021-04-09",4887871,327167434,27.3341911028339,0.465846991461109,1.70426477852791,26,133142.308509938,2286.32785088404,12300.5562830853,196.868786851295
"355",1464,"Arizona",2020-09-08,206048,5221,"Tuesday",3673,173,"yes","2020-05-08","2021-03-25",7171646,327167434,28.7309217437671,0.728005816238002,2.53387560180152,33,203933.827487274,5178.92273939448,2423.35944654056,246.842698982767
"356",1465,"Arkansas",2020-09-08,66757,917,"Tuesday",5260,103,"yes","2020-07-20","2021-03-30",3013825,327167434,22.1502575630636,0.304264514362977,1.37363871953503,26,63668.3112492422,870.967213781563,4246.13217939598,108.960010808471
"357",1467,"Colorado",2020-09-08,60003,1980,"Tuesday",1885,27,"yes","2020-07-16","2021-05-15",5695564,327167434,10.5350409546798,0.347638969555956,3.29983500824959,27,59114.0323422744,1963.58544338622,1643.63004238796,18.4527431814029
"358",1469,"Delaware",2020-09-08,18308,609,"Tuesday",773,4,"yes","2020-04-28","2021-05-21",967171,327167434,18.9294344019827,0.629671485187211,3.32641468210618,26,17828.7184175199,606.002486188793,679.152504988819,-2.06057496575602
"359",1471,"Florida",2020-09-08,650084,11914,"Tuesday",19052,541,"yes","2020-05-11","2021-05-04",21299325,327167434,30.521342812507,0.559360449216114,1.83268623747085,28,644202.124463958,11792.0754732178,25503.3941005165,776.459853112647
"360",1472,"Georgia",2020-09-08,268684,5931,"Tuesday",12140,327,"yes","2020-04-24","2021-05-01",10519475,327167434,25.5415788335445,0.563811406938084,2.20742582364413,28,264214.275923444,5847.4983211867,13270.5361507472,456.135791940032
"361",1476,"Illinois",2020-09-08,255229,8431,"Tuesday",16114,132,"yes","2020-05-01","2021-06-11",12741080,327167434,20.0319753113551,0.661717844955059,3.30330800966975,33,246057.565410511,8371.9507376579,12898.9881130093,147.062482344118
"362",1477,"Indiana",2020-09-08,102917,3380,"Tuesday",5929,68,"yes","2020-07-27","2021-04-06",6691878,327167434,15.379389761738,0.505089901519424,3.28419988923113,27,100426.589438576,3348.08115676338,6440.09376022343,68.3995110851833
"363",1479,"Kansas",2020-09-08,47878,486,"Tuesday",4387,32,"yes","2020-07-03","2021-04-01",2911505,327167434,16.4444162039907,0.166923979179153,1.01507999498726,27,45874.5492843252,464.878896047952,4933.23874363808,22.5882076855939
"364",1480,"Kentucky",2020-09-08,56877,1039,"Tuesday",5115,56,"yes","2020-07-10","2021-06-11",4468402,327167434,12.7287115170032,0.232521603920149,1.82674894948749,27,54438.0958699942,1017.20605374399,5197.3281215146,67.6505007341889
"365",1481,"Louisiana",2020-09-08,154329,5118,"Tuesday",4746,134,"yes","2020-08-07","2021-04-28",4659978,327167434,33.1179675097179,1.09828844685533,3.3162918181288,27,152319.291332765,5080.21615543567,5490.62254441736,156.896154057697
"366",1482,"Maine",2020-09-08,4713,134,"Tuesday",165,2,"yes","2020-05-01","2021-05-24",1338404,327167434,3.52135827448214,0.100119246505539,2.84319966051347,26,4640.76277834099,132.502858963827,193.137243179484,-0.544140014007581
"367",1483,"Maryland",2020-09-08,113734,3807,"Tuesday",4381,46,"yes","2020-04-18","2021-05-15",6042718,327167434,18.8216627021152,0.630014506717011,3.34728401357554,27,111303.47027098,3788.29427017953,3810.3127170115,52.4613325592959
"368",1485,"Michigan",2020-09-08,118984,6814,"Tuesday",5015,44,"yes","2020-04-27","2020-10-02",9995915,327167434,11.9032624827242,0.681678465653219,5.72682041282862,27,116675.977568773,6811.88553245376,5228.77803694874,84.5230111109877
"369",1486,"Minnesota",2020-09-08,81660,1914,"Tuesday",5256,42,"yes","2020-07-25","2021-05-14",5611179,327167434,14.5530912487376,0.341104783860932,2.34386480529023,27,79396.5651314958,1895.9519744221,6199.51752012326,41.2419108486151
"370",1487,"Mississippi",2020-09-08,87379,2585,"Tuesday",3795,92,"yes","2020-08-05","2020-09-30",2986530,327167434,29.257700408166,0.865552999635028,2.95837672667346,26,85862.9263098758,2587.06845250947,3475.52257912332,172.4935554022
"371",1489,"Montana",2020-09-08,8409,119,"Tuesday",883,14,"yes","2020-07-15","2021-02-12",1062305,327167434,7.9158057243447,0.112020559067311,1.41515043405875,26,8006.96913672738,109.244122727566,928.710047207755,5.00806964656721
"372",1493,"New Jersey",2020-09-08,196450,15996,"Tuesday",2380,46,"yes","2020-04-08","2021-05-28",8908520,327167434,22.0519233273316,1.79558445173834,8.14252990582846,27,195189.614808727,15948.5002115656,2375.90166232458,-18.518244566465
"373",1496,"North Carolina",2020-09-08,179150,2942,"Tuesday",9184,173,"yes","2020-06-26","2021-05-14",10383620,327167434,17.2531352264432,0.283330861491464,1.6421992743511,28,176181.551943779,2853.73681555046,12167.4853825381,150.676881434555
"374",1499,"Ohio",2020-09-08,131992,4298,"Tuesday",7382,133,"yes","2020-07-23","2021-06-02",11689442,327167434,11.2915569451476,0.367682221272838,3.25625795502758,27,128877.084026141,4252.16167497899,8950.17447903553,192.156064996779
"375",1501,"Oregon",2020-09-08,28355,492,"Tuesday",1397,25,"yes","2020-07-01","2021-06-30",4190713,327167434,6.76615172644846,0.117402456336189,1.73514371363075,28,27768.1062928383,483.317005682245,1452.15786726669,27.5495760926718
"376",1502,"Pennsylvania",2020-09-08,145191,7862,"Tuesday",5600,98,"yes","2020-07-01","2021-06-28",12807060,327167434,11.336793924601,0.613880156726056,5.41493618750474,27,142048.400879992,7813.46880552101,4928.50943975133,94.4232618836377
"377",1504,"Rhode Island",2020-09-08,22592,1059,"Tuesday",590,9,"yes","2020-05-08","2021-07-06",1057315,327167434,21.3673314007651,1.00159365941087,4.6875,28,22323.9302934616,1055.5435950445,603.595585532428,8.9613976522246
"378",1505,"South Carolina",2020-09-08,125908,2912,"Tuesday",6062,155,"yes","2020-08-03","2021-05-11",5084127,327167434,24.7649203098192,0.572763032866803,2.31279982209232,27,123157.352411231,2878.59611208527,6644.58340259489,251.130143245035
"379",1508,"Texas",2020-09-08,670427,13855,"Tuesday",24893,851,"yes","2020-07-03","2021-03-10",28701845,327167434,23.3583241774179,0.482721581138773,2.06659338003989,30,662061.210128641,13530.3110098269,29254.7120547466,861.048826420112
"380",1510,"Vermont",2020-09-08,1654,58,"Tuesday",19,0,"yes","2020-08-01","2021-06-14",626299,327167434,2.64091113030677,0.0926075245210355,3.50665054413543,27,1667.44057254737,58,74.0101776039908,0
"381",1512,"Virginia",2020-09-08,128407,2686,"Tuesday",6792,74,"yes","2020-05-29","2021-05-15",8517685,327167434,15.0753403066678,0.315343899193267,2.09178627333401,27,125262.795182635,2673.07740140561,7312.85672838058,128.5843638773
"382",1514,"West Virginia",2020-09-08,11661,250,"Tuesday",1154,28,"yes","2020-07-07","2021-06-20",1805832,327167434,6.45741132065441,0.138440342180225,2.1438984649687,26,11111.4236430106,241.884844657259,1365.72040943075,42.2021237613581
"383",1515,"Wisconsin",2020-09-08,87730,1179,"Tuesday",6042,38,"yes","2020-08-01","2021-03-31",5813568,327167434,15.0905605645277,0.202801446547112,1.34389604468255,31,84438.425962725,1158.91318303952,5391.10540281919,30.7652340008999
"384",1517,"Alabama",2020-09-15,140160,2387,"Tuesday",6554,110,"yes","2020-07-16","2021-04-09",4887871,327167434,28.6750611871713,0.48835167703894,1.70305365296804,27,136705.623165039,2316.50480573644,3563.31465510096,30.1769548523953
"385",1519,"Arizona",2020-09-15,209215,5346,"Tuesday",3167,125,"yes","2020-05-08","2021-03-25",7171646,327167434,29.17252190083,0.745435566674652,2.55526611380637,34,207909.423524472,5309.71079219119,3975.59603719818,130.788052796712
"386",1520,"Arkansas",2020-09-15,71497,1150,"Tuesday",4740,233,"yes","2020-07-20","2021-03-30",3013825,327167434,23.723009796521,0.381574908961204,1.60845909618585,27,69553.3820279618,973.288968632603,5885.07077871966,102.32175485104
"387",1522,"Colorado",2020-09-15,62575,2006,"Tuesday",2572,26,"yes","2020-07-16","2021-05-15",5695564,327167434,10.9866204646283,0.352203925721843,3.20575309628446,28,60968.3043420745,1993.6396560916,1854.27199980019,30.0542127053748
"388",1524,"Delaware",2020-09-15,19137,618,"Tuesday",829,9,"yes","2020-04-28","2021-05-21",967171,327167434,19.7865734187646,0.638976975116086,3.22934629252234,27,18707.1862669801,611.009906454162,878.467849460172,5.00742026536921
"389",1526,"Florida",2020-09-15,668838,12786,"Tuesday",18754,872,"yes","2020-05-11","2021-05-04",21299325,327167434,31.4018401991612,0.600300713755013,1.91167367882806,29,659824.63209028,12194.0753435806,15622.5076263214,401.999870362803
"390",1527,"Georgia",2020-09-15,280356,6255,"Tuesday",11672,324,"yes","2020-04-24","2021-05-01",10519475,327167434,26.6511399095487,0.594611423098586,2.23109189744468,29,274967.760678958,6101.58720605414,10753.4847555139,254.088884867431
"391",1531,"Illinois",2020-09-15,267380,8589,"Tuesday",12151,158,"yes","2020-05-01","2021-06-11",12741080,327167434,20.9856621259736,0.67411867753754,3.21228214526143,34,263688.759982522,8497.78524899096,17631.194572011,125.834511333062
"392",1532,"Indiana",2020-09-15,109445,3460,"Tuesday",6528,80,"yes","2020-07-27","2021-04-06",6691878,327167434,16.3549006721282,0.517044692087931,3.16140527205446,28,106016.063750643,3414.52177283995,5589.47431206645,66.440616076573
"393",1534,"Kansas",2020-09-15,51006,555,"Tuesday",3128,69,"yes","2020-07-03","2021-04-01",2911505,327167434,17.5187746543454,0.19062306264286,1.08810728149629,28,50234.7567678271,502.836132563536,4360.20748350186,37.9572365155843
"394",1535,"Kentucky",2020-09-15,61986,1112,"Tuesday",5109,73,"yes","2020-07-10","2021-06-11",4468402,327167434,13.8720732825739,0.248858540480467,1.79395347336495,28,59621.0331830608,1068.18521479318,5182.93731306658,50.9791610491878
"395",1536,"Louisiana",2020-09-15,159253,5278,"Tuesday",4924,160,"yes","2020-08-07","2021-04-28",4659978,327167434,34.174624858744,1.13262337290004,3.31422327993821,28,156758.173163149,5186.34502956081,4438.88183038397,106.128874125139
"396",1537,"Maine",2020-09-15,4918,137,"Tuesday",205,3,"yes","2020-05-01","2021-05-24",1338404,327167434,3.6745257784645,0.102360722173574,2.78568523790159,27,4797.73141332234,135.011335102134,156.968634981348,2.50847613830675
"397",1538,"Maryland",2020-09-15,117745,3849,"Tuesday",4011,42,"yes","2020-04-18","2021-05-15",6042718,327167434,19.4854368514301,0.636965021369523,3.26892861692641,28,115989.885356386,3830.21055300501,4686.41508540626,41.9162828254844
"398",1539,"Massachusetts",2020-09-15,125393,9225,"Tuesday",2431,84,"yes","2020-05-06","2021-05-29",6902149,327167434,18.1672403768739,1.33654025724452,7.35687000071774,33,120101.97117485,9179.74495112574,-10038.0382855624,63.8018324720924
"399",1540,"Michigan",2020-09-15,124978,6933,"Tuesday",5994,119,"yes","2020-04-27","2020-10-02",9995915,327167434,12.5029074376883,0.693583328789811,5.54737633823553,28,121573.656403129,6836.10712193498,4897.6788343557,24.221589481218
"400",1541,"Minnesota",2020-09-15,85403,1979,"Tuesday",3743,65,"yes","2020-07-25","2021-05-14",5611179,327167434,15.2201524848878,0.352688802121622,2.31724880858986,28,84422.0736399505,1935.35205503368,5025.50850845472,39.4000806115746
"401",1542,"Mississippi",2020-09-15,90523,2734,"Tuesday",3144,149,"yes","2020-08-05","2020-09-30",2986530,327167434,30.3104271512424,0.915443675436041,3.02022690365984,27,89340.633937103,2632.26544060043,3477.70762722718,45.1969880909573
"402",1544,"Montana",2020-09-15,9281,141,"Tuesday",872,22,"yes","2020-07-15","2021-02-12",1062305,327167434,8.73666225801441,0.132730242256226,1.51923284128865,27,8888.62167381972,126.685174086526,881.65253709234,17.4410513589599
"403",1548,"New Jersey",2020-09-15,199193,16043,"Tuesday",2743,47,"yes","2020-04-08","2021-05-28",8908520,327167434,22.3598308136481,1.80086030002739,8.05399788145166,28,197650.923008287,16019.0497253292,2461.30819956024,70.5495137636462
"404",1551,"North Carolina",2020-09-15,187486,3135,"Tuesday",8336,193,"yes","2020-06-26","2021-05-14",10383620,327167434,18.0559381025115,0.301917828271836,1.67212485198895,29,183926.451410195,3032.51197639231,7744.89946641625,178.775160841852
"405",1554,"Ohio",2020-09-15,139485,4506,"Tuesday",7493,208,"yes","2020-07-23","2021-06-02",11689442,327167434,11.9325627348166,0.385476056085483,3.23045488762232,28,135845.409187663,4366.08427069652,6968.32516152239,113.922595717523
"406",1556,"Oregon",2020-09-15,29664,519,"Tuesday",1309,27,"yes","2020-07-01","2021-06-30",4190713,327167434,7.07850907470877,0.123845274061956,1.74959546925566,29,29080.4178789857,504.997483403741,1312.31158614744,21.6804777214955
"407",1557,"Pennsylvania",2020-09-15,151081,7945,"Tuesday",5890,83,"yes","2020-07-01","2021-06-28",12807060,327167434,11.7966965095814,0.620360957159567,5.25876847518881,28,148074.691140577,7911.46290044652,6026.29026058491,97.994094925506
"408",1559,"Rhode Island",2020-09-15,23250,1078,"Tuesday",658,19,"yes","2020-05-08","2021-07-06",1057315,327167434,21.9896624941479,1.01956370618028,4.63655913978495,29,22892.9067302624,1063.52888737717,568.976436800807,7.98529233266981
"409",1560,"South Carolina",2020-09-15,133470,3098,"Tuesday",7562,186,"yes","2020-08-03","2021-05-11",5084127,327167434,26.252294641735,0.609347484828762,2.32112085112759,28,129053.03316079,2992.73782650982,5895.68074955823,114.141714424543
"410",1563,"Texas",2020-09-15,701509,14661,"Tuesday",31082,806,"yes","2020-07-03","2021-03-10",28701845,327167434,24.4412510763681,0.510803399572397,2.0899232939278,31,683231.18956542,14301.1616216739,21169.9794367788,770.850611846918
"411",1565,"Vermont",2020-09-15,1702,58,"Tuesday",48,0,"yes","2020-08-01","2021-06-14",626299,327167434,2.71755184025521,0.0926075245210355,3.40775558166862,28,1663.58263849652,58,-3.85793405085246,0
"412",1567,"Virginia",2020-09-15,135514,2839,"Tuesday",7107,153,"yes","2020-05-29","2021-05-15",8517685,327167434,15.9097219490977,0.333306526362503,2.09498649586021,28,131943.948755081,2723.78250588347,6681.15357244636,50.7051044778555
