"","X","state","date","cases","deaths","weekday","new_cases","new_deaths","mask_mandate","mandate_start","mandate_end","population","us_population","prop_cases","prop_deaths","deaths_per_cases","weeks","cases_proyected","deaths_proyected","new_cases_proyected","new_deaths_proyected"
"619",1952,"Virginia",2020-11-03,184679,3666,"Tuesday",9270,66,"yes","2020-05-29","2021-05-15",8517685,327167434,21.6818302156044,0.430398635309946,1.98506597934795,35,179366.51362222,3658.91533190177,8026.2019661052,116.003125058732
"620",1954,"West Virginia",2020-11-03,25593,469,"Tuesday",2887,37,"yes","2020-07-07","2021-06-20",1805832,327167434,14.172414709674,0.259714081930102,1.83253233305982,34,23885.4184733033,444.524332689383,2307.78519105931,25.6007952358781
"621",1955,"Wisconsin",2020-11-03,251227,2179,"Tuesday",33780,283,"yes","2020-08-01","2021-03-31",5813568,327167434,43.2139092550392,0.374812851591312,0.867343080162562,39,233920.913751126,2026.29865185417,32882.0641203279,292.10526789575
"622",1957,"Alabama",2020-11-10,206567,3120,"Tuesday",10638,133,"yes","2020-07-16","2021-04-09",4887871,327167434,42.261139870508,0.63831471820758,1.51040582474451,35,200854.714416573,3035.66392480863,8161.86314963148,99.1571973469286
"623",1959,"Arizona",2020-11-10,263445,6198,"Tuesday",13604,176,"yes","2020-05-08","2021-03-25",7171646,327167434,36.7342448302663,0.864236745650859,2.35267323350225,42,254827.935143163,6088.58839259944,10976.9671566528,170.401341071613
"624",1960,"Arkansas",2020-11-10,124235,2112,"Tuesday",9716,109,"yes","2020-07-20","2021-03-30",3013825,327167434,41.2217033172132,0.700770615413967,1.70000402463074,35,118100.249120018,2080.2497192533,6608.94215737225,155.18211086262
"625",1962,"Colorado",2020-11-10,139246,2469,"Tuesday",23882,132,"yes","2020-07-16","2021-05-15",5695564,327167434,24.4481494721155,0.433495260522048,1.77312095140974,36,124464.222286814,2373.8537843355,19261.8907286631,81.8794598175423
"626",1964,"Delaware",2020-11-10,27112,722,"Tuesday",1686,10,"yes","2020-04-28","2021-05-21",967171,327167434,28.0322714390733,0.746507080960864,2.66302744172322,35,26035.7532676785,725.367231815205,1311.1162711775,30.1861542973242
"627",1966,"Florida",2020-11-10,852166,17247,"Tuesday",35474,358,"yes","2020-05-11","2021-05-04",21299325,327167434,40.0090613200184,0.809743970759637,2.0239014464318,37,832324.130624927,17084.854952416,32730.6016504028,377.144451934197
"628",1967,"Georgia",2020-11-10,396498,8507,"Tuesday",17604,670,"yes","2020-04-24","2021-05-01",10519475,327167434,37.6918049617495,0.808690547769732,2.14553415149635,37,385775.008607819,7926.51049499101,13329.8403130267,180.620068948281
"629",1971,"Illinois",2020-11-10,512688,10658,"Tuesday",74809,481,"yes","2020-05-01","2021-06-11",12741080,327167434,40.2389750319439,0.83650679534231,2.07884717410979,42,464523.038351647,10339.3016075333,57841.3001362075,326.836797149863
"630",1972,"Indiana",2020-11-10,221894,4731,"Tuesday",31339,292,"yes","2020-07-27","2021-04-06",6691878,327167434,33.1587037301039,0.706976427245087,2.13209911038604,36,202344.922270083,4566.81590033721,24785.3609641912,276.603609203583
"631",1974,"Kansas",2020-11-10,105760,1181,"Tuesday",14688,130,"yes","2020-07-03","2021-04-01",2911505,327167434,36.3248560452412,0.405632138704897,1.11667927382753,36,96711.1321039892,1088.96200775838,12840.3072491993,69.0310619849225
"632",1975,"Kentucky",2020-11-10,127472,1674,"Tuesday",14015,96,"yes","2020-07-10","2021-06-11",4468402,327167434,28.5274243454371,0.374630572629768,1.31322957198444,36,119835.769060258,1622.29785681784,12752.0698728874,82.1554605260881
"633",1976,"Louisiana",2020-11-10,194702,6058,"Tuesday",5554,107,"yes","2020-08-07","2021-04-28",4659978,327167434,41.7817423172384,1.30000613736803,3.11142155704615,36,191399.574610873,5990.89767600878,4147.09171101984,68.2498517520235
"634",1977,"Maine",2020-11-10,8060,156,"Tuesday",1134,8,"yes","2020-05-01","2021-05-24",1338404,327167434,6.0220979614526,0.116556734737792,1.93548387096774,35,7255.6218623719,149.010250635722,777.186743089073,3.01025063572152
"635",1978,"Maryland",2020-11-10,157149,4233,"Tuesday",8900,71,"yes","2020-04-18","2021-05-15",6042718,327167434,26.0063435030395,0.700512583906778,2.69362197659546,36,151349.631169016,4189.26560760491,6540.50716629348,51.9548656129018
"636",1979,"Massachusetts",2020-11-10,174881,10201,"Tuesday",13296,166,"yes","2020-05-06","2021-05-29",6902149,327167434,25.3371812170383,1.47794549204893,5.83310937151549,41,166036.412860655,10109.3174967603,9066.32458277981,155.669464576495
"637",1981,"Minnesota",2020-11-10,189735,2752,"Tuesday",32585,199,"yes","2020-07-25","2021-05-14",5611179,327167434,33.813749302954,0.490449511591058,1.4504440403721,36,167949.88891546,2621.67484777097,23934.6612052488,137.26810922347
"638",1984,"Montana",2020-11-10,41219,468,"Tuesday",5997,68,"yes","2020-07-15","2021-02-12",1062305,327167434,38.8014741529034,0.440551442382367,1.13539872388947,35,38537.6229707791,455.104099190859,6096.81733986781,112.93762968056
"639",1988,"New Jersey",2020-11-10,262230,16461,"Tuesday",17616,90,"yes","2020-04-08","2021-05-28",8908520,327167434,29.4358658901815,1.84778167417259,6.27731380848873,36,250571.802368827,16403.5971006959,12743.9344588316,57.9529902955601
"640",1991,"North Carolina",2020-11-10,298089,4685,"Tuesday",17432,204,"yes","2020-06-26","2021-05-14",10383620,327167434,28.7076183450473,0.451191395678964,1.57167825716481,37,289192.685346307,4608.7636846444,16927.4922717252,259.367582315633
"641",1994,"Ohio",2020-11-10,261482,5547,"Tuesday",35344,174,"yes","2020-07-23","2021-06-02",11689442,327167434,22.3690745888469,0.474530777431463,2.12136973099487,36,238830.946207627,5441.27983729924,26958.4647502575,122.493520392861
"642",1996,"Oregon",2020-11-10,51909,741,"Tuesday",5449,40,"yes","2020-07-01","2021-06-30",4190713,327167434,12.3866750121041,0.17681955314048,1.427498121713,37,48393.8758059849,719.724363488201,4170.91241295148,39.7321962654627
"643",1997,"Pennsylvania",2020-11-10,244046,9156,"Tuesday",23935,230,"yes","2020-07-01","2021-06-28",12807060,327167434,19.0555834047783,0.714918177942479,3.75175171893823,36,228906.99982681,9010.17592391562,18263.7456445392,164.433284383445
"644",1999,"Rhode Island",2020-11-10,38798,1237,"Tuesday",4255,25,"yes","2020-05-08","2021-07-06",1057315,327167434,36.6948355031377,1.16994462388219,3.18830867570493,37,36204.6438282097,1224.18121059083,3260.92179404819,23.9962763874989
"645",2000,"South Carolina",2020-11-10,187738,4062,"Tuesday",7786,94,"yes","2020-08-03","2021-05-11",5084127,327167434,36.9263002281414,0.798957225104723,2.16365360236074,36,183755.794385757,4032.54121616542,7520.81670396478,115.392504648517
"646",2003,"Texas",2020-11-10,1038214,19423,"Tuesday",63922,701,"yes","2020-07-03","2021-03-10",28701845,327167434,36.1723784655655,0.676716078705045,1.87080890837534,39,1000198.31633267,19012.1063389652,52622.4179310033,596.083057469506
"647",2005,"Vermont",2020-11-10,2462,59,"Tuesday",225,1,"yes","2020-08-01","2021-06-14",626299,327167434,3.93102974777223,0.0942042059782947,2.39642567018684,36,2301.70270242184,58,105.538438778551,0
"648",2007,"Virginia",2020-11-10,194912,3726,"Tuesday",10233,60,"yes","2020-05-29","2021-05-15",8517685,327167434,22.883212985688,0.437442802827294,1.91163191594155,36,189496.125674466,3699.45237298712,10129.6120522457,40.5370410853475
"649",2009,"West Virginia",2020-11-10,29316,546,"Tuesday",3723,77,"yes","2020-07-07","2021-06-20",1805832,327167434,16.2340682854219,0.302353707321611,1.86246418338109,35,27171.3663615591,488.671927078705,3285.94788825583,44.1475943893216
"650",2010,"Wisconsin",2020-11-10,293862,2497,"Tuesday",42635,318,"yes","2020-08-01","2021-03-31",5813568,327167434,50.5476155090987,0.429512478395368,0.849718575385725,40,270036.679022948,2335.96686889021,36115.7652718218,309.668217036043
"651",2012,"Alabama",2020-11-17,220848,3301,"Tuesday",14281,181,"yes","2020-07-16","2021-04-09",4887871,327167434,45.1828618226627,0.675345155385647,1.49469318264145,36,212100.675868414,3188.70453717127,11245.9614518411,153.040612362643
"652",2014,"Arizona",2020-11-17,281284,6320,"Tuesday",17839,122,"yes","2020-05-08","2021-03-25",7171646,327167434,39.2216793745815,0.881248182077029,2.24683949318127,43,270522.309125765,6287.91963290434,15694.3739826022,199.331240304895
"653",2015,"Arkansas",2020-11-17,135902,2245,"Tuesday",11667,133,"yes","2020-07-20","2021-03-30",3013825,327167434,45.0928637196918,0.744900583146002,1.65192565230828,36,129397.883538129,2168.70457754923,11297.6344181113,88.4548582959314
"654",2017,"Colorado",2020-11-17,173220,2626,"Tuesday",33974,157,"yes","2020-07-16","2021-05-15",5695564,327167434,30.4131425790317,0.461060572754516,1.51599122503175,37,152981.508731014,2537.77011449888,28517.2864442,163.916330163378
"655",2019,"Delaware",2020-11-17,29552,739,"Tuesday",2440,17,"yes","2020-04-28","2021-05-21",967171,327167434,30.5550931531239,0.764084117493184,2.50067677314564,36,27996.4723627397,727.052545896362,1960.71909506123,1.68531408115723
"656",2021,"Florida",2020-11-17,897315,17643,"Tuesday",45149,396,"yes","2020-05-11","2021-05-04",21299325,327167434,42.1287998563335,0.828336109242898,1.96619916082981,38,870476.704592221,17428.8357534763,38152.5739672942,343.980801060319
"657",2022,"Georgia",2020-11-17,414821,8778,"Tuesday",18323,271,"yes","2020-04-24","2021-05-01",10519475,327167434,39.4336219250485,0.834452289681757,2.1160934475352,38,405604.381241367,8863.18319300392,19829.3726335479,936.67269801291
"658",2026,"Illinois",2020-11-17,599358,11327,"Tuesday",86670,669,"yes","2020-05-01","2021-06-11",12741080,327167434,47.04138110741,0.889014118112436,1.88985547869554,43,554756.845357085,10906.959150748,90233.8070054378,567.657543214644
"659",2027,"Indiana",2020-11-17,264810,5025,"Tuesday",42916,294,"yes","2020-07-27","2021-04-06",6691878,327167434,39.5718511305795,0.750910282584351,1.89758694913334,37,239446.318569972,4884.12589062531,37101.3962998889,317.309990288103
"660",2029,"Kansas",2020-11-17,125668,1266,"Tuesday",19908,85,"yes","2020-07-03","2021-04-01",2911505,327167434,43.1625568219873,0.434826661812362,1.0074163669351,37,113969.784261117,1251.91109512803,17258.6521571282,162.949087369648
"661",2030,"Kentucky",2020-11-17,145220,1787,"Tuesday",17748,113,"yes","2020-07-10","2021-06-11",4468402,327167434,32.4993140724581,0.399919255250535,1.23054675664509,37,135115.929058045,1724.16839931647,15280.159997787,101.870542498628
"662",2031,"Louisiana",2020-11-17,207685,6156,"Tuesday",12983,98,"yes","2020-08-07","2021-04-28",4659978,327167434,44.5678069724793,1.32103627957042,2.96410429255844,37,197539.860265478,6112.21930684611,6140.28565460455,121.321630837335
"663",2032,"Maine",2020-11-17,9363,166,"Tuesday",1303,10,"yes","2020-05-01","2021-05-24",1338404,327167434,6.99564555993557,0.124028320297907,1.77293602477838,36,8694.83448339405,160.160730079066,1439.21262102215,11.1504794433445
"664",2033,"Maryland",2020-11-17,170193,4335,"Tuesday",13044,102,"yes","2020-04-18","2021-05-15",6042718,327167434,28.1649747679769,0.717392405205737,2.54710828294936,37,161797.402959927,4268.95291552324,10447.771790911,79.687307918327
"665",2034,"Massachusetts",2020-11-17,192964,10360,"Tuesday",18083,159,"yes","2020-05-06","2021-05-29",6902149,327167434,27.957089886063,1.50098179566973,5.36887709624593,42,181933.812605228,10285.0269243294,15897.3997445726,175.709427569111
"666",2036,"Minnesota",2020-11-17,237005,2999,"Tuesday",47270,247,"yes","2020-07-25","2021-05-14",5611179,327167434,42.2380038134588,0.53446878098168,1.26537414822472,37,208479.801454813,2857.2433917067,40529.9125393522,235.568543935732
"667",2039,"Montana",2020-11-17,49496,548,"Tuesday",8277,80,"yes","2020-07-15","2021-02-12",1062305,327167434,46.5930217781146,0.515859381251147,1.10716017455956,36,44590.1743617025,506.219399075144,6052.55139092349,51.1152998842846
"668",2043,"New Jersey",2020-11-17,287320,16618,"Tuesday",25090,157,"yes","2020-04-08","2021-05-28",8908520,327167434,32.2522708598061,1.86540525249985,5.78379507169706,37,271508.173238778,16506.1853718526,20936.370869951,102.588271156688
"669",2046,"North Carolina",2020-11-17,318537,4881,"Tuesday",20448,196,"yes","2020-06-26","2021-05-14",10383620,327167434,30.6768737684931,0.470067279041413,1.53231806666102,38,307206.914102203,4790.45672054198,18014.2287558964,181.693035897579
"670",2047,"North Dakota",2020-11-17,65973,775,"Tuesday",9616,96,"yes","2020-11-14","2021-01-18",760077,327167434,86.7977849612605,1.01963353712848,1.17472299273945,36,61586.7956486848,747.004521936264,9764.11123637197,141.145256871803
"671",2049,"Ohio",2020-11-17,312443,5772,"Tuesday",50961,225,"yes","2020-07-23","2021-06-02",11689442,327167434,26.7286496652278,0.493778916050912,1.84737696155779,37,281174.494937358,5636.10179665978,42343.5487297313,194.821959360539
"672",2051,"Oregon",2020-11-17,58570,779,"Tuesday",6661,38,"yes","2020-07-01","2021-06-30",4190713,327167434,13.9761420073386,0.185887222532299,1.33003243981561,38,54868.6646764396,761.847949492224,6474.78887045467,42.123586004023
"673",2052,"Pennsylvania",2020-11-17,280978,9433,"Tuesday",36932,277,"yes","2020-07-01","2021-06-28",12807060,327167434,21.9393053518918,0.73654687336516,3.35720234324396,37,256972.510435677,9273.21298669301,28065.5106088664,263.037062777388
"674",2054,"Rhode Island",2020-11-17,44528,1278,"Tuesday",5730,41,"yes","2020-05-08","2021-07-06",1057315,327167434,42.114223292018,1.20872209322671,2.8701042040963,38,41118.1893138166,1249.69271899703,4913.5454856069,25.5115084061981
"675",2055,"South Carolina",2020-11-17,197900,4156,"Tuesday",10162,94,"yes","2020-08-03","2021-05-11",5084127,327167434,38.9250701251169,0.817446141687649,2.100050530571,37,191756.43258288,4109.83178738066,8000.63819712267,77.2905712152406
"676",2058,"Texas",2020-11-17,1112676,20278,"Tuesday",74462,855,"yes","2020-07-03","2021-03-10",28701845,327167434,38.7667064608564,0.706505104462797,1.82245325683308,40,1071730.90169726,19783.2821422965,71532.5853645938,771.175803331302
"677",2060,"Vermont",2020-11-17,3104,59,"Tuesday",642,0,"yes","2020-08-01","2021-06-14",626299,327167434,4.95609924333266,0.0942042059782947,1.90077319587629,37,2582.84938004176,59.5064470572669,281.14667761992,1.50644705726691
"678",2062,"Virginia",2020-11-17,206762,3835,"Tuesday",11850,109,"yes","2020-05-29","2021-05-15",8517685,327167434,24.2744360703642,0.450239707150476,1.85478956481365,37,200239.203733462,3756.36725039014,10743.0780589961,56.9148774030268
"679",2064,"West Virginia",2020-11-17,35324,598,"Tuesday",6008,52,"yes","2020-07-07","2021-06-20",1805832,327167434,19.5610665886971,0.331149298495098,1.69290001132375,36,31375.9201589775,589.11833947896,4204.55379741839,100.446412400256
"680",2065,"Wisconsin",2020-11-17,342155,2876,"Tuesday",48293,379,"yes","2020-08-01","2021-03-31",5813568,327167434,58.8545622928983,0.494704800907119,0.84055471935234,41,317820.560268929,2673.00147498434,47783.8812459814,337.034606094131
"681",2067,"Alabama",2020-11-24,236865,3472,"Tuesday",16017,171,"yes","2020-07-16","2021-04-09",4887871,327167434,48.4597486308456,0.71032971205664,1.46581386021573,37,228354.584400499,3395.40035312669,16253.9085320856,206.695815955417
"682",2069,"Arizona",2020-11-24,307943,6515,"Tuesday",26659,195,"yes","2020-05-08","2021-03-25",7171646,327167434,42.9389571097067,0.908438592758204,2.11565127312522,44,290651.496773839,6381.89759971258,20129.1876480744,93.9779668082392
"683",2070,"Arkansas",2020-11-24,148312,2405,"Tuesday",12410,160,"yes","2020-07-20","2021-03-30",3013825,327167434,49.2105546937861,0.797989266131909,1.62158153082691,37,142140.15671771,2314.60859282374,12742.2731795807,145.90401527451
"684",2072,"Colorado",2020-11-24,207882,2868,"Tuesday",34662,242,"yes","2020-07-16","2021-05-15",5695564,327167434,36.4989314491067,0.503549780144688,1.37962882789275,38,193199.361675135,2708.20501307999,40217.8529441217,170.434898581117
"685",2074,"Delaware",2020-11-24,32664,757,"Tuesday",3112,18,"yes","2020-04-28","2021-05-21",967171,327167434,33.7727247818638,0.782695097350934,2.31753612539799,37,30853.1520339912,747.649519968509,2856.67967125148,20.5969740721462
"686",2076,"Florida",2020-11-24,953292,18156,"Tuesday",55977,513,"yes","2020-05-11","2021-05-04",21299325,327167434,44.7569113105697,0.85242137955076,1.90455809972181,39,920778.754901463,17844.3966996954,50302.0503092424,415.560946219124
"687",2077,"Georgia",2020-11-24,438441,8979,"Tuesday",23620,201,"yes","2020-04-24","2021-05-01",10519475,327167434,41.6789811278605,0.853559707114661,2.04793803499217,39,424297.624839612,8916.72039178072,18693.2435982454,53.537198776794
"688",2081,"Illinois",2020-11-24,675543,12294,"Tuesday",76185,967,"yes","2020-05-01","2021-06-11",12741080,327167434,53.0208585143489,0.964910352968508,1.81986934954548,44,648041.596893234,11677.0863785565,93284.7515361489,770.127227808465
"689",2082,"Indiana",2020-11-24,309218,5435,"Tuesday",44408,410,"yes","2020-07-27","2021-04-06",6691878,327167434,46.2079553751578,0.81217858424795,1.75765964465199,38,289286.916525501,5178.78194358,49840.5979555284,294.656052954695
"690",2083,"Iowa",2020-11-24,217786,2271,"Tuesday",24590,207,"yes","2020-11-17","2021-02-07",3156145,327167434,69.0038005224728,0.719548689936616,1.04276675268383,38,209799.503610289,2152.36754786838,29042.8011221938,192.465751429239
"691",2084,"Kansas",2020-11-24,145272,1456,"Tuesday",19604,190,"yes","2020-07-03","2021-04-01",2911505,327167434,49.8958442455019,0.500085007581989,1.00225783358114,38,136986.047168086,1310.76733413436,23016.2629069685,58.8562390063316
"692",2085,"Kentucky",2020-11-24,166478,1938,"Tuesday",21258,151,"yes","2020-07-10","2021-06-11",4468402,327167434,37.2567195162834,0.433712096628728,1.16411778132846,38,155000.196492059,1846.32904587432,19884.2674340141,122.160646557852
"693",2086,"Louisiana",2020-11-24,224403,6323,"Tuesday",16718,167,"yes","2020-08-07","2021-04-28",4659978,327167434,48.1553775575765,1.35687335862959,2.81769851561699,38,214497.626024183,6205.59290990686,16957.7657587052,93.3736030607497
"694",2087,"Maine",2020-11-24,10799,189,"Tuesday",1436,23,"yes","2020-05-01","2021-05-24",1338404,327167434,8.06856524636806,0.141212967086171,1.75016205204186,37,10091.4834935268,171.237876231896,1396.64901013276,11.0771461528303
"695",2088,"Maryland",2020-11-24,185812,4481,"Tuesday",15619,146,"yes","2020-04-18","2021-05-15",6042718,327167434,30.749738776491,0.741553718045423,2.41157729317805,38,177115.565309885,4386.91801824415,15318.1623499572,117.965102720913
"696",2089,"Massachusetts",2020-11-24,211199,10551,"Tuesday",18235,191,"yes","2020-05-06","2021-05-29",6902149,327167434,30.5990206818195,1.52865433649723,4.99576229054115,43,202695.041967158,10440.4269571481,20761.22936193,155.400032818698
"697",2091,"Minnesota",2020-11-24,282972,3359,"Tuesday",45967,360,"yes","2020-07-25","2021-05-14",5611179,327167434,50.4300433117532,0.598626420579347,1.18704324102738,38,264888.153877724,3130.69301195466,56408.3524229115,273.449620247957
"698",2094,"Montana",2020-11-24,57559,630,"Tuesday",8063,82,"yes","2020-07-15","2021-02-12",1062305,327167434,54.1831206668518,0.593050018591647,1.09452909188832,37,54238.3449546149,592.990739467335,9648.17059291239,86.7713403921912
"699",2097,"New Hampshire",2020-11-24,18382,513,"Tuesday",3079,11,"yes","2020-11-20","2021-04-16",1356458,327167434,13.5514700786902,0.378190847044287,2.79077358285279,39,16655.2217091486,508.629032638264,2931.29035856633,16.6011399279325
"700",2098,"New Jersey",2020-11-24,315675,16819,"Tuesday",28355,201,"yes","2020-04-08","2021-05-28",8908520,327167434,35.435178907383,1.8879679228424,5.32794804783401,38,300751.359490774,16697.06064236,29243.1862519963,190.8752705074
"701",2101,"North Carolina",2020-11-24,343566,5114,"Tuesday",25029,233,"yes","2020-06-26","2021-05-14",10383620,327167434,33.0873048127724,0.492506466916162,1.48850584749364,39,329281.137418037,4982.05380924016,22074.2233158343,191.597088698173
"702",2102,"North Dakota",2020-11-24,74407,889,"Tuesday",8434,114,"yes","2020-11-14","2021-01-18",760077,327167434,97.8940291575722,1.16961834129963,1.19478006101576,37,71379.8147603348,827.975844168926,9793.01911164996,80.9713222326619
"703",2104,"Ohio",2020-11-24,371908,6118,"Tuesday",59465,346,"yes","2020-07-23","2021-06-02",11689442,327167434,31.8157188341411,0.523378275883485,1.64503049141185,38,341535.065673491,5887.89966582747,60360.5707361331,251.797869167697
"704",2106,"Oregon",2020-11-24,67337,848,"Tuesday",8767,69,"yes","2020-07-01","2021-06-30",4190713,327167434,16.0681487851829,0.202352201164814,1.25933736281688,39,62214.4841871314,798.724640462564,7345.81951069185,36.8766909703395
"705",2107,"Pennsylvania",2020-11-24,326615,10014,"Tuesday",45637,581,"yes","2020-07-01","2021-06-28",12807060,327167434,25.5027305251947,0.781912476399736,3.0659951318831,38,301489.803278442,9574.62690197565,44517.2928427659,301.413915282645
"706",2109,"Rhode Island",2020-11-24,51424,1325,"Tuesday",6896,47,"yes","2020-05-08","2021-07-06",1057315,327167434,48.636404477379,1.25317431418262,2.57661792159303,39,47702.9364941105,1299.00681916955,6584.7471802939,49.3141001725187
"707",2110,"South Carolina",2020-11-24,209230,4313,"Tuesday",11330,157,"yes","2020-08-03","2021-05-11",5084127,327167434,41.1535746451652,0.848326566193173,2.061367872676,38,203185.446584903,4203.81261197648,11429.0140020235,93.9808245958184
"708",2113,"Texas",2020-11-24,1204366,21338,"Tuesday",91690,1060,"yes","2020-07-03","2021-03-10",28701845,327167434,41.9612746149246,0.743436528209249,1.77172055670784,41,1151886.37268892,20719.5120285973,80155.470991655,936.229886300785
"709",2115,"Vermont",2020-11-24,3762,64,"Tuesday",658,5,"yes","2020-08-01","2021-06-14",626299,327167434,6.00671564220923,0.102187613264591,1.70122275385433,38,3485.28698549243,59,902.437605450665,-0.506447057266911
"710",2117,"Virginia",2020-11-24,223582,3979,"Tuesday",16820,144,"yes","2020-05-29","2021-05-15",8517685,327167434,26.2491510310607,0.46714570919211,1.77966025887594,38,212954.488245733,3890.68998578475,12715.2845122705,134.322735394613
"711",2119,"West Virginia",2020-11-24,42083,682,"Tuesday",6759,84,"yes","2020-07-07","2021-06-20",1805832,327167434,23.3039396798816,0.377665253467654,1.62060689589621,37,38775.0581359994,625.828669692851,7399.13797702187,36.7103302138908
"712",2120,"Wisconsin",2020-11-24,386441,3295,"Tuesday",44286,419,"yes","2020-08-01","2021-03-31",5813568,327167434,66.4722593766857,0.566777579620639,0.852652798227931,42,369200.789655404,3086.55522195308,51380.229386475,413.553746968732
"713",2122,"Alabama",2020-12-01,252900,3638,"Tuesday",16035,166,"yes","2020-07-16","2021-04-09",4887871,327167434,51.7403180239413,0.744291328474094,1.43851324634243,38,245303.985071922,3560.79369753956,16949.4006714227,165.393344412873
"714",2124,"Arizona",2020-12-01,338254,6692,"Tuesday",30311,177,"yes","2020-05-08","2021-03-25",7171646,327167434,47.1654624335892,0.9331191193765,1.97839493398452,45,322205.529990035,6614.74475998244,31554.0332161963,232.847160269866
"715",2125,"Arkansas",2020-12-01,159309,2512,"Tuesday",10997,107,"yes","2020-07-20","2021-03-30",3013825,327167434,52.8594062362612,0.833492322878734,1.57680984752902,38,154935.705171617,2489.22668692235,12795.548453907,174.618094098611
"716",2127,"Colorado",2020-12-01,238779,3136,"Tuesday",30897,268,"yes","2020-07-16","2021-05-15",5695564,327167434,41.923679551314,0.550603943700747,1.3133483262766,39,227733.18104491,2997.23889389093,34533.8193697745,289.03388081094
"717",2129,"Delaware",2020-12-01,36343,777,"Tuesday",3679,20,"yes","2020-04-28","2021-05-21",967171,327167434,37.5766022761228,0.803373963859545,2.13796329416944,38,34340.8160595547,766.163749955323,3487.66402556344,18.514229986814
"718",2131,"Florida",2020-12-01,1008158,18678,"Tuesday",54866,522,"yes","2020-05-11","2021-05-04",21299325,327167434,47.3328614873946,0.876929198460515,1.85268578933064,40,982576.694103442,18418.0668117696,61797.9392019783,573.670112074204
"719",2132,"Georgia",2020-12-01,458985,9253,"Tuesday",20544,274,"yes","2020-04-24","2021-05-01",10519475,327167434,43.6319303007042,0.879606634361506,2.01597002080678,40,450750.661121666,9081.21941747577,26453.0362820541,164.499025695055
"720",2136,"Illinois",2020-12-01,740510,13175,"Tuesday",64967,881,"yes","2020-05-01","2021-06-11",12741080,327167434,58.1198768079315,1.03405676755817,1.77917921432526,45,717193.498595498,12808.0307894895,69151.9017022642,1130.94441093306
"721",2137,"Indiana",2020-12-01,347097,5864,"Tuesday",37879,429,"yes","2020-07-27","2021-04-06",6691878,327167434,51.8683992744638,0.876286148671569,1.68944128010326,39,334141.147428749,5652.37920011481,44854.2309032478,473.597256534807
"722",2138,"Iowa",2020-12-01,233062,2449,"Tuesday",15276,178,"yes","2020-11-17","2021-02-07",3156145,327167434,73.843882331135,0.775946605748468,1.05079335112545,39,231230.901552606,2382.15959920922,21431.3979423179,229.792051340839
"723",2139,"Kansas",2020-12-01,160718,1560,"Tuesday",15446,104,"yes","2020-07-03","2021-04-01",2911505,327167434,55.2010042915949,0.535805365266417,0.970644233999925,39,156192.624266295,1561.43967270618,19206.5770982096,250.672338571821
"724",2140,"Kentucky",2020-12-01,187285,2097,"Tuesday",20807,159,"yes","2020-07-10","2021-06-11",4468402,327167434,41.9131940232772,0.46929528721901,1.11968390421016,39,178246.929949464,2018.21942943797,23246.7334574054,171.890383563651
"725",2141,"Louisiana",2020-12-01,237740,6455,"Tuesday",13337,132,"yes","2020-08-07","2021-04-28",4659978,327167434,51.0174082366912,1.38519967261648,2.71515100529991,39,233260.081218453,6408.19128716809,18762.4551942704,202.598377261225
"726",2142,"Maine",2020-12-01,11976,214,"Tuesday",1177,25,"yes","2020-05-01","2021-05-24",1338404,327167434,8.94797086679358,0.159891930986459,1.78690714762859,38,11597.5912988228,201.668775919136,1506.10780529596,30.4308996872402
"727",2143,"Maryland",2020-12-01,201479,4673,"Tuesday",15667,192,"yes","2020-04-18","2021-05-15",6042718,327167434,33.3424462303222,0.77332749931405,2.31934841844559,39,194151.070744665,4555.83372272429,17035.5054347802,168.915704480142
"728",2144,"Massachusetts",2020-12-01,229205,10778,"Tuesday",18006,227,"yes","2020-05-06","2021-05-29",6902149,327167434,33.2077734050656,1.56154264418227,4.70234069937392,44,220952.866265385,10647.8164697942,18257.8242982271,207.389512646128
"729",2146,"Minnesota",2020-12-01,322371,3674,"Tuesday",39399,315,"yes","2020-07-25","2021-05-14",5611179,327167434,57.4515623187213,0.654764355227306,1.13968067847294,39,309197.833608852,3554.89496127925,44309.6797311277,424.201949324586
"730",2149,"Montana",2020-12-01,63324,700,"Tuesday",5765,70,"yes","2020-07-15","2021-02-12",1062305,327167434,59.6099990115833,0.65894446510183,1.1054260627882,38,62070.4378122113,675.492521043276,7832.09285759637,82.5017815759412
"731",2152,"New Hampshire",2020-12-01,21766,528,"Tuesday",3384,15,"yes","2020-11-20","2021-04-16",1356458,327167434,16.0462026837543,0.389249058946167,2.42580170908757,40,20146.5577714675,518.590061025491,3491.33606231885,9.96102838722732
"732",2153,"New Jersey",2020-12-01,343739,17083,"Tuesday",28064,264,"yes","2020-04-08","2021-05-28",8908520,327167434,38.5854215964043,1.91760247493411,4.96975903228903,39,330885.20958243,16920.4098550524,30133.8500916561,223.349212692421
"733",2156,"North Carolina",2020-12-01,368615,5322,"Tuesday",25049,208,"yes","2020-06-26","2021-05-14",10383620,327167434,35.499661967599,0.512538016606925,1.44378280862146,40,356808.609618343,5234.63833957987,27527.4722003053,252.584530339718
"734",2157,"North Dakota",2020-12-01,79661,960,"Tuesday",5254,71,"yes","2020-11-14","2021-01-18",760077,327167434,104.806486711215,1.26302992986237,1.20510663938439,38,79020.1000757685,952.142147831625,7640.28531543369,124.166303662699
